"teamid","esportsgameid","platformgameid","side"
"105520784254806142","106306810681874049","ESPORTSTMNT03:1951097","200"
"99566406338282437","104151038627427244","ESPORTSTMNT03:1430882","200"
"103461966975897718","106858019191645807","ESPORTSTMNT02:2151320","200"
"106334794714373670","106385557633299277","ESPORTSTMNT01:2145344","200"
"103461966951059521","104174992730350778","ESPORTSTMNT03:1440871","200"
"106857761435870473","110574243271639723","ESPORTSTMNT01:3380556","200"
"105519562229907355","105818405529769468","ESPORTSTMNT04:1570217","200"
"102787200151698443","110424922268009130","ESPORTSTMNT04:2688403","200"
"102235771678061291","108197589216240579","ESPORTSTMNT05:3060787","200"
"99322214689444546","105522958534683727","ESPORTSTMNT04:1560336","200"
"106827815539026710","106828136195533659","ESPORTSTMNT01:2250240","200"
"99566405129589291","104174601835007690","ESPORTSTMNT01:1431668","200"
"99322214695067838","106269680921743376","ESPORTSTMNT06:1830902","200"
"103461966951059521","107458367241936680","ESPORTSTMNT01:2861076","200"
"99566405130451785","106273298443407981","ESPORTSTMNT02:2061520","200"
"109981644490281844","109974742842861498","ESPORTSTMNT03:3134334","200"
"108131965235538611","108286105477533944","ESPORTSTMNT03:2785489","200"
"105709099258505657","108197674527204340","ESPORTSTMNT02:2785385","200"
"99566406066182955","107566458490383640","ESPORTSTMNT06:2190779","200"
"100205573496804586","109625152897726729","ESPORTSTMNT03:3120628","200"
"107582609836036013","108286105477533914","ESPORTSTMNT02:2786876","200"
"105550001032913831","105562692794240185","ESPORTSTMNT01:1895968","200"
"105709099258505657","108197674527204332","ESPORTSTMNT03:2793259","200"
"105536918475957734","110444946768907014","ESPORTSTMNT04:2686404","200"
"105536952747658409","105945560581709817","ESPORTSTMNT06:1680297","200"
"107467794614674479","107468241211019102","ESPORTSTMNT01:2707715","200"
"108361563004344389","110138704787891985","ESPORTSTMNT03:3142390","200"
"108131965235538611","108286105477599512","ESPORTSTMNT02:2830374","200"
"104367068120825486","106737410609088141","ESPORTSTMNT03:2130193","200"
"105594135137147298","105596427128003530","ESPORTSTMNT03:1761795","200"
"107582173169864040","109698048963566889","ESPORTSTMNT02:3169651","200"
"98926509883054987","109517090067785435","ESPORTSTMNT06:2775347","200"
"105536738266035235","105809669327281307","ESPORTSTMNT01:1882213","200"
"102787200149928963","107575345395711604","ESPORTSTMNT02:2557463","200"
"107582641798795198","109699002332890751","ESPORTSTMNT03:3086576","200"
"101428372607057464","109710208773858782","ESPORTSTMNT02:3170662","200"
"98767991930907107","105658534676007856","ESPORTSTMNT01:2134279","200"
"98926509884398584","104174992718947494","ESPORTSTMNT02:1411908","200"
"99566404585387054","109625152897726628","ESPORTSTMNT01:3326046","200"
"101383793574360315","104169295283008507","ESPORTSTMNT05:1520623","200"
"106382545123328648","108155621258911345","ESPORTSTMNT01:2964875","200"
"104710354840711661","106618692723745861","ESPORTSTMNT06:1860114","200"
"99566405124618295","109518697662385282","ESPORTSTMNT01:3339016","200"
"98767991877340524","110060650668050171","ESPORTSTMNT01:3337340","200"
"107603596915629288","109672715584091837","ESPORTSTMNT02:3170763","200"
"105550047979361273","109625578822531947","ESPORTSTMNT06:2763092","200"
"107603548241713732","108285920951598110","ESPORTSTMNT01:2984450","200"
"109539776003058530","109539822193880017","ESPORTSTMNT05:3217482","200"
"105537226118106446","106319725619127908","ESPORTSTMNT03:2053176","200"
"105550036134585264","107439257587613014","ESPORTSTMNT02:2570642","200"
"107598785733448849","109675742496569498","ESPORTSTMNT01:3310340","200"
"99294153828264740","107458367241936698","ESPORTSTMNT01:2862448","200"
"98767991853197861","103540364360693635","ESPORTSTMNT01:1302628","200"
"107760667929003738","110423696149447713","ESPORTSTMNT02:3221977","200"
"109523293035238887","110424922268009164","ESPORTSTMNT06:2821272","200"
"105549993449477104","110413246204026232","ESPORTSTMNT03:3190620","200"
"99566405124618295","110574245860980086","ESPORTSTMNT03:3181455","200"
"98926509892121852","110303581088462643","ESPORTSTMNT03:3175763","200"
"106827823550343961","110507407706737146","ESPORTSTMNT02:3218695","200"
"99566404854685458","110428848767941053","LPL_B:327750","200"
"107603596915629288","109672715584091836","ESPORTSTMNT02:3170762","200"
"101383793567806688","110429332689456301","ESPORTSTMNT06:2822080","200"
"109637393694097670","110429332689390737","ESPORTSTMNT06:2823044","200"
"99566404846951820","110428848767940932","LPL_B:329372","200"
"109539873500788632","110310652412716088","ESPORTSTMNT06:2818191","200"
"105550059790656435","110378429158094574","ESPORTSTMNT02:3217610","200"
"99566406069969565","108197589216174924","ESPORTSTMNT06:2470180","200"
"104367072827489994","106269875363891884","ESPORTSTMNT02:2067385","200"
"105550054006182911","110378429158094516","ESPORTSTMNT01:3375221","200"
"99566408221114231","110413046183474879","ESPORTSTMNT03:3188997","200"
"105503948999800557","110343648528758817","ESPORTSTMNT06:2820888","200"
"107574959289974368","108171576058601832","ESPORTSTMNT02:2775052","200"
"105503535895066182","108158210395838772","ESPORTSTMNT03:2893877","200"
"109981647134921596","109974742842861478","ESPORTSTMNT03:3133281","200"
"101383792891050518","104151038622184200","ESPORTSTMNT01:1413609","200"
"107700204561086446","110423696149447635","ESPORTSTMNT02:3219854","200"
"100205576309502431","110413046183474801","ESPORTSTMNT02:3217365","200"
"100205576307813373","107405837336966034","ESPORTSTMNT02:2660536","200"
"107423109717243380","108172137677894200","ESPORTSTMNT02:2820485","200"
"99322214695067838","110429332689390734","ESPORTSTMNT04:2687192","200"
"105549993449477104","107565607661108891","ESPORTSTMNT02:2553886","200"
"99566406070802758","103495781305067735","ESPORTSTMNT04:1140174","200"
"99294153828264740","108206581964974028","ESPORTSTMNT05:2943023","200"
"101383793572656373","110429332689390648","ESPORTSTMNT04:2685469","200"
"98926509885559666","104174992718947490","ESPORTSTMNT02:1411737","200"
"99322214684939974","105663539175467326","ESPORTSTMNT05:1870922","200"
"106382545123328648","106419362027951558","ESPORTSTMNT01:2144241","200"
"106250729133367861","107575345395646022","ESPORTSTMNT02:2553195","200"
"107597875833524424","107468404709576952","ESPORTSTMNT05:2520472","200"
"100205573495116443","107418445248214164","ESPORTSTMNT03:2580298","200"
"103535282143744679","104253013264701028","ESPORTSTMNT05:1540436","200"
"103535282146169523","106342376606083708","ESPORTSTMNT06:1830878","200"
"105550047979361273","109625578822531967","ESPORTSTMNT01:3301957","200"
"105520822049210915","107563481239680528","ESPORTSTMNT05:2530604","200"
"105521402545275594","108171991244497589","ESPORTSTMNT06:2532310","200"
"103461966965149786","107417059263431342","ESPORTSTMNT06:2190764","200"
"99566404579461230","109625152897595431","ESPORTSTMNT03:3099980","200"
"105550054006182911","109625578822597610","ESPORTSTMNT01:3321528","200"
"105594163014588871","110425027634824041","ESPORTSTMNT06:2817798","200"
"102141671182557163","102141671265554765","ESPORTSTMNT03:1100549","200"
"99566405127798575","107561230007919423","ESPORTSTMNT02:2620855","200"
"109828279319224248","109749565998970879","ESPORTSTMNT01:3333153","200"
"107467834753797729","108171648028422560","ESPORTSTMNT02:2914512","200"
"103535282148790975","106342376606083698","ESPORTSTMNT04:1810225","200"
"106371141659311452","106683293256351123","ESPORTSTMNT06:1880465","200"
"106334794714373670","106668926884178394","ESPORTSTMNT03:2101387","200"
"103535282113853330","103556721519465950","ESPORTSTMNT05:1430378","200"
"102747101562758215","103540364360693631","ESPORTSTMNT01:1304079","200"
"98926509885559666","108206686183472879","ESPORTSTMNT02:2974442","200"
"105504044166670507","107893386212454352","ESPORTSTMNT04:2230245","200"
"99566406490127625","107693721183129160","ESPORTSTMNT03:2638150","200"
"102787200120306562","108158210395838748","ESPORTSTMNT02:2912467","200"
"98767991877340524","105522217233188014","ESPORTSTMNT02:1681785","200"
"101428372603715124","107455808283066362","ESPORTSTMNT03:2590251","200"
"103535282146169523","104253013262865966","ESPORTSTMNT06:1300750","200"
"101422616509070746","106620499030833680","ESPORTSTMNT06:1881350","200"
"99566406332987990","107439320898324981","ESPORTSTMNT01:2734075","200"
"107603548241713732","107639438038173003","ESPORTSTMNT01:2706743","200"
"107603544245460197","108285920951598097","ESPORTSTMNT01:2984436","200"
"99322214689444546","102147201827695430","ESPORTSTMNT05:1210394","200"
"105550001032913831","109523665504481974","ESPORTSTMNT01:3329977","200"
"99566404581868574","104174613353783755","ESPORTSTMNT03:1442655","200"
"103877625775457850","108171648028357000","ESPORTSTMNT01:2983538","200"
"99566405128626825","105562772722104829","ESPORTSTMNT02:1694314","200"
"105397404796640412","105539760574818428","ESPORTSTMNT01:1890980","200"
"109671193729027761","109518697661991504","ESPORTSTMNT01:3296073","200"
"108018637503819612","108285920951532478","ESPORTSTMNT01:2905639","200"
"107700208463820785","107693721183063521","ESPORTSTMNT01:2800042","200"
"107565448721890834","110425082379044663","ESPORTSTMNT04:2683141","200"
"99566408221961358","108355209883944912","ESPORTSTMNT06:2531704","200"
"105553606349477427","106683293256351128","ESPORTSTMNT06:1880565","200"
"109699042809864069","109699002332890780","ESPORTSTMNT03:3087582","200"
"103535282151674574","103556721519465964","ESPORTSTMNT06:1170105","200"
"103535282135552642","103556721519400352","ESPORTSTMNT04:1120447","200"
"99566404585387054","109625152897529819","ESPORTSTMNT04:2659018","200"
"109800832177252614","110310652412781692","ESPORTSTMNT06:2820641","200"
"99566408561605102","107530579842919064","ESPORTSTMNT03:2631241","200"
"98767991940181526","107417059263365730","ESPORTSTMNT02:2555302","200"
"103535282113853330","104253013262865924","ESPORTSTMNT05:1510546","200"
"107597875833524424","109467260900109144","ESPORTSTMNT04:2664746","200"
"99566408217955692","103478355179226713","ESPORTSTMNT03:1301300","200"
"109485351596724390","109523665504547566","ESPORTSTMNT01:3329629","200"
"105594135137147298","105910815969760941","ESPORTSTMNT02:1735323","200"
"103535282124208038","107439320898325057","ESPORTSTMNT03:2636562","200"
"99566408219409348","104202471517814568","ESPORTSTMNT01:1401600","200"
"101428372598668846","104169308691150036","ESPORTSTMNT01:1434754","200"
"103935446548920777","108158179540637791","ESPORTSTMNT06:2541995","200"
"105913238372341488","109518697662253992","ESPORTSTMNT01:3294129","200"
"99566404855553726","102844294671796427","ESPORTSTMNT06:1071491","200"
"99566408221114231","104202471517814556","ESPORTSTMNT01:1401778","200"
"105550042327365041","107559433600201009","ESPORTSTMNT01:2773420","200"
"99566405124618295","108471075295550128","ESPORTSTMNT03:2790111","200"
"107581759470356115","107651378621550518","ESPORTSTMNT02:2661609","200"
"102787200120306562","106305935742607036","ESPORTSTMNT02:2061811","200"
"105593213115128994","108155621258911393","ESPORTSTMNT03:2882296","200"
"99566406490127625","106737410609088150","ESPORTSTMNT03:2093986","200"
"107582181197106556","108319714740709453","ESPORTSTMNT01:2904334","200"
"100725845018863243","107418445248148487","ESPORTSTMNT01:2701289","200"
"105519746234964687","107417469713134315","ESPORTSTMNT02:2671702","200"
"107598878262940546","109675742496438364","ESPORTSTMNT02:3162584","200"
"104710316579222193","107468241211019056","ESPORTSTMNT02:2556972","200"
"107582638341246907","107651193189304153","ESPORTSTMNT02:2673689","200"
"98767991866488695","108176672286729397","ESPORTSTMNT05:3090860","200"
"101383792891050518","102147203014312912","ESPORTSTMNT01:1141504","200"
"104710354840711661","109467209706033231","ESPORTSTMNT01:3316207","200"
"98767991877340524","108206581965039684","ESPORTSTMNT01:3094578","200"
"105514967858969605","110424922267943478","ESPORTSTMNT06:2816794","200"
"99566404585387054","108797577869220679","ESPORTSTMNT04:2472175","200"
"107565477822627354","110425082379044619","ESPORTSTMNT04:2686269","200"
"107581206998502078","107593829779689638","ESPORTSTMNT03:2580093","200"
"101428372598668846","103540398659213473","ESPORTSTMNT03:1334438","200"
"105550042327365041","110378429158160212","ESPORTSTMNT01:3404668","200"
"105515219038427019","110424922268009138","ESPORTSTMNT04:2691372","200"
"100725845018863243","110371551279016185","ESPORTSTMNT02:3213774","200"
"108361545122797332","108514431836292542","ESPORTSTMNT05:2980175","200"
"107580483738977500","110428603625878754","ESPORTSTMNT01:3387856","200"
"107422385694193066","110349992510595791","ESPORTSTMNT03:3192581","200"
"106827823550343961","110507407706737202","ESPORTSTMNT02:3220351","200"
"109485351596724390","110413246204026128","ESPORTSTMNT03:3180892","200"
"110428362822825796","110574245860979996","ESPORTSTMNT03:3182428","200"
"105521706535388095","105990084005116470","ESPORTSTMNT04:1660394","200"
"99322214684939974","102844235749424575","ESPORTSTMNT06:1071025","200"
"105550047979361273","110378429158094584","ESPORTSTMNT02:3210618","200"
"100205573495116443","110371551279016234","ESPORTSTMNT01:3376253","200"
"99322214695067838","107417293272826585","ESPORTSTMNT06:2260320","200"
"99566405130451785","108471075295550088","ESPORTSTMNT03:2794592","200"
"99566408562477641","109672513960335258","ESPORTSTMNT03:3120436","200"
"103535282143744679","107566682549054950","ESPORTSTMNT06:2190106","200"
"105554088239949229","106385973094040245","ESPORTSTMNT06:1840851","200"
"102787200126663579","109467087407687624","ESPORTSTMNT01:3303746","200"
"105593213115128994","105596516632316035","ESPORTSTMNT01:1881095","200"
"105550047979361273","108211175222782296","ESPORTSTMNT02:2830459","200"
"103935421249833954","105562529627228901","ESPORTSTMNT01:1692281","200"
"107422385694193066","109467087407753206","ESPORTSTMNT01:3304731","200"
"105537149834356301","109539799649294344","ESPORTSTMNT01:3330740","200"
"98767991877340524","106433075319986062","ESPORTSTMNT03:2103692","200"
"103935446548920777","107468370561126433","ESPORTSTMNT04:2110571","200"
"105503948999800557","109539770335738387","ESPORTSTMNT02:3140733","200"
"99566408221114231","109523641418061405","ESPORTSTMNT01:3311712","200"
"108361550364038935","108352387614501649","ESPORTSTMNT02:2781539","200"
"103461966951059521","108998961199436937","ESPORTSTMNT02:3045209","200"
"101978171843206569","105663539175401748","ESPORTSTMNT02:1725404","200"
"98767991921462763","108197674527269904","ESPORTSTMNT01:2982051","200"
"102787200149928963","107575345395777176","ESPORTSTMNT03:2567964","200"
"98767991866488695","103462460596590417","ESPORTSTMNT05:1410132","200"
"107467834753797729","110349992510530139","ESPORTSTMNT03:3167472","200"
"107582618156093368","109699002332825173","ESPORTSTMNT03:3099450","200"
"100285330168091787","108998961199371352","ESPORTSTMNT02:3043363","200"
"103461966965149786","106269680921809010","ESPORTSTMNT05:2060344","200"
"105594116005157262","105596427128003528","ESPORTSTMNT01:1721876","200"
"109485351596724390","109523665504350822","ESPORTSTMNT02:3154805","200"
"107564167676290839","110349992510530137","ESPORTSTMNT03:3166998","200"
"101428372603715124","107455808283000800","ESPORTSTMNT01:2773480","200"
"100205573495116443","104174613333860636","ESPORTSTMNT02:1414873","200"
"101428372603715124","108231751507887575","ESPORTSTMNT02:2972516","200"
"99294153830557090","102147201381866901","ESPORTSTMNT02:1092062","200"
"106295024192678387","106319725619062312","ESPORTSTMNT01:2136547","200"
"105532840001188717","106312505038657961","ESPORTSTMNT03:1990176","200"
"103535282143744679","103556721519400350","ESPORTSTMNT05:1400077","200"
"103461966975897718","103462454882440872","ESPORTSTMNT02:1295331","200"
"99566406334639907","104151038622249822","ESPORTSTMNT01:1431769","200"
"99566406338282437","108197674527335546","ESPORTSTMNT02:2960372","200"
"103877675241047720","108746562335166558","ESPORTSTMNT05:3090549","200"
"99566406334639907","106273204410279709","ESPORTSTMNT03:1997140","200"
"106269804045322803","110423696149447705","ESPORTSTMNT02:3220965","200"
"98767991926151025","110429332689390741","ESPORTSTMNT06:2822059","200"
"109828279319224248","110416959492258858","ESPORTSTMNT03:3187913","200"
"105505619546859895","110371551279081909","ESPORTSTMNT02:3219921","200"
"105520822049210915","110424377526038783","ESPORTSTMNT06:2820544","200"
"105550036134585264","110378429158160209","ESPORTSTMNT02:3220148","200"
"105549993449477104","110413246204026126","ESPORTSTMNT02:3219142","200"
"107467827374313054","110349992510661335","ESPORTSTMNT03:3174302","200"
"107581212180071788","110372140233682026","ESPORTSTMNT02:3218516","200"
"101383793572656373","107417059263300142","ESPORTSTMNT01:2705039","200"
"107251295460371069","110416990196889985","ESPORTSTMNT02:3232255","200"
"107258254469504696","110416990196889960","ESPORTSTMNT02:3226785","200"
"98767991954244555","110416959492258817","ESPORTSTMNT01:3408778","200"
"101383793569248484","105522958534618155","ESPORTSTMNT01:1894541","200"
"105520819263036609","109467335887666759","ESPORTSTMNT04:2667055","200"
"103461966971048042","108471075295615744","ESPORTSTMNT03:2883396","200"
"103935468920814040","108158179540506575","ESPORTSTMNT05:2750563","200"
"99566408561605102","102147203804416168","ESPORTSTMNT01:1156061","200"
"101383793572656373","109919226378726215","ESPORTSTMNT06:2775833","200"
"99322214695067838","107417059263431356","ESPORTSTMNT04:2200279","200"
"100285330168091787","102147204157186719","ESPORTSTMNT02:1092152","200"
"99322214684939974","106971698244809238","ESPORTSTMNT04:1970564","200"
"98926509892121852","104174992718947506","ESPORTSTMNT02:1411706","200"
"99566405130451785","102147202176303360","ESPORTSTMNT02:1086423","200"
"105521408363571548","110310652412716134","ESPORTSTMNT04:2687262","200"
"106857761435870473","109974742842795868","ESPORTSTMNT03:3131669","200"
"110424397251619481","110424377526038719","ESPORTSTMNT04:2683788","200"
"104710354840711661","109467209706098823","ESPORTSTMNT04:2672146","200"
"99566408562477641","106269744789393677","ESPORTSTMNT03:2075559","200"
"103963753080578719","105788589450719203","ESPORTSTMNT01:1931322","200"
"107563714667537640","109466537707382583","ESPORTSTMNT06:2767120","200"
"99566406490127625","107693721183129163","ESPORTSTMNT03:2638159","200"
"101428372607057464","106620517421229343","ESPORTSTMNT01:2250493","200"
"99566408217955692","105793991942485663","ESPORTSTMNT03:1827172","200"
"105536918475957734","105990084005182054","ESPORTSTMNT04:1670393","200"
"99566408221961358","108211865723912213","ESPORTSTMNT04:2430681","200"
"102787200120306562","105562556575763348","ESPORTSTMNT01:1721775","200"
"102787200120306562","110343648528758791","ESPORTSTMNT06:2821296","200"
"105550042327365041","110378429158160285","ESPORTSTMNT02:3220939","200"
"105532791598779236","110349992510595777","ESPORTSTMNT03:3192559","200"
"106827765448944398","110507407706737250","ESPORTSTMNT03:3193123","200"
"99566408219409348","110413046183474899","ESPORTSTMNT03:3190206","200"
"105594163014588871","110425027634824069","ESPORTSTMNT06:2819315","200"
"100205576309502431","110056852358713613","ESPORTSTMNT01:3336977","200"
"106806779752531762","108197521935265346","ESPORTSTMNT03:2885412","200"
"99566404852189289","110428848767940912","LPL_B:329904","200"
"99566404579461230","110371551279016198","ESPORTSTMNT02:3218856","200"
"107582641798795198","110372454558428664","ESPORTSTMNT02:3216439","200"
"104843437139220481","110372454558428636","ESPORTSTMNT02:3213657","200"
"99294153824386385","110303581088331477","ESPORTSTMNT02:3216144","200"
"106269818143576465","106737410609088144","ESPORTSTMNT03:2103925","200"
"105594163014588871","109467367966691612","ESPORTSTMNT02:3162518","200"
"100205576309502431","104202471517880182","ESPORTSTMNT01:1435307","200"
"107128093558481418","110424377526038801","ESPORTSTMNT06:2822279","200"
"106857761435870473","110574245860980114","ESPORTSTMNT02:3217200","200"
"105536918475957734","107457033676741272","ESPORTSTMNT03:2564616","200"
"99566408222831088","103478355179357909","ESPORTSTMNT01:1370254","200"
"101428372605353526","104169308691084480","ESPORTSTMNT01:1436460","200"
"103963753080578719","106269769724989728","ESPORTSTMNT02:2062777","200"
"107563714667537640","110848560875705976","ESPORTSTMNT05:3239514","200"
"102787200149928963","110535609417029677","ESPORTSTMNT04:2694231","200"
"105504044166670507","110535609417095403","ESPORTSTMNT05:3240514","200"
"107580483738977500","110733838936446986","ESPORTSTMNT03:3199525","200"
"110534728305628996","110733838936446961","ESPORTSTMNT03:3198196","200"
"106269804045322803","110847390580148416","ESPORTSTMNT01:3416614","200"
"109674814051390025","110377190578222196","ESPORTSTMNT02:3233152","200"
"99566408219409348","110471059652887240","ESPORTSTMNT02:3230586","200"
"99566404853854212","110428848767941200","LPL_A:342601","200"
"108352305932141947","110444946768907078","ESPORTSTMNT01:3401189","200"
"109485342651298305","110471139171602614","ESPORTSTMNT02:3230074","200"
"98926509885559666","110767955468411285","ESPORTSTMNT01:3414439","200"
"99566408358330419","110411420270240434","ESPORTSTMNT01:3411861","200"
"98767991954244555","110416959492258810","ESPORTSTMNT01:3411107","200"
"109485335453835911","110413246204026210","ESPORTSTMNT01:3405552","200"
"110428362822825796","110574243271705506","ESPORTSTMNT01:3406224","200"
"107251374793416561","110416959492258841","ESPORTSTMNT01:3402747","200"
"98767991866488695","110848560875705969","ESPORTSTMNT05:3239535","200"
"100205573496804586","110909366081176379","ESPORTSTMNT01:3417308","200"
"103461966951059521","110767987075556481","ESPORTSTMNT01:3412967","200"
"109828279319224248","110416959492258919","ESPORTSTMNT01:3409715","200"
"107258254469504696","110416959492258853","ESPORTSTMNT01:3403996","200"
"98767991882270868","110428848767941164","LPL_A:343342","200"
"99566406332987990","110383628100402765","ESPORTSTMNT03:3194636","200"
"98767991887166787","110428848767941152","LPL_A:342190","200"
"100725845018863243","110909366081176394","ESPORTSTMNT01:3418429","200"
"108573042084687884","110416990196889980","ESPORTSTMNT02:3228679","200"
"103877625775457850","110349992510661348","ESPORTSTMNT04:2690331","200"
"107581284487120142","110411420270240416","ESPORTSTMNT01:3401230","200"
"109669678317817381","110429898578824089","ESPORTSTMNT04:2690272","200"
"99566406064558732","110429898578824087","ESPORTSTMNT04:2689274","200"
"105559480124455983","110535609417029805","ESPORTSTMNT05:3239455","200"
"107565493716773932","110535609417095369","ESPORTSTMNT05:3240458","200"
"99566408562477641","110411420270240432","ESPORTSTMNT01:3408097","200"
"98926509885559666","110767955468411293","ESPORTSTMNT01:3417104","200"
"110733877357854829","110733838936512554","ESPORTSTMNT03:3200607","200"
"105553606349477427","110310652412781723","ESPORTSTMNT04:2690755","200"
"99566404579461230","110371551279081987","ESPORTSTMNT01:3408529","200"
"105550026570060790","110378429158160378","ESPORTSTMNT01:3413799","200"
"102787200149928963","110428723805402575","ESPORTSTMNT01:3407892","200"
"106972778172351142","110767955468411231","ESPORTSTMNT01:3402602","200"
"105504044166670507","110343648528824392","ESPORTSTMNT04:2690256","200"
"98926509883054987","110303581088462681","ESPORTSTMNT03:3193869","200"
"107251295460371069","110416959492258849","ESPORTSTMNT03:3192759","200"
"99566406332987990","110383628100402745","ESPORTSTMNT03:3194345","200"
"105549995617170853","110471139171602623","ESPORTSTMNT02:3228896","200"
"105550001032913831","110413246204026236","ESPORTSTMNT06:2822413","200"
"105550033967461806","110378429158160172","ESPORTSTMNT03:3195360","200"
"103935468920814040","110535609417095427","ESPORTSTMNT05:3239553","200"
"103877625775457850","110535609417095413","ESPORTSTMNT05:3239541","200"
"107467834753797729","110535609417029797","ESPORTSTMNT05:3239473","200"
"98767991853197861","110371551279082023","ESPORTSTMNT01:3410713","200"
"105594135137147298","110425027634889663","ESPORTSTMNT04:2689837","200"
"105521706535388095","110535609417095371","ESPORTSTMNT05:3239472","200"
"107700199633958891","110847390580148378","ESPORTSTMNT01:3415719","200"
"105550054006182911","110378429158160377","ESPORTSTMNT01:3415713","200"
"107128093558481418","110424377526038821","ESPORTSTMNT04:2691808","200"
"101383793572656373","110429332689456325","ESPORTSTMNT06:2823490","200"
"105549995617170853","110471139171668175","ESPORTSTMNT02:3232371","200"
"105550054006182911","110378429158160373","ESPORTSTMNT01:3413649","200"
"107598878262940546","110377190578222184","ESPORTSTMNT02:3226709","200"
"99566404579461230","110371551279081985","ESPORTSTMNT01:3409439","200"
"107598805167594304","110377190578222175","ESPORTSTMNT01:3407421","200"
"99566408221961358","110413046183474839","ESPORTSTMNT03:3196226","200"
"107700199633958891","110847390580148377","ESPORTSTMNT01:3413797","200"
"105549998884468136","110413246204091786","ESPORTSTMNT01:3412582","200"
"105550033967461806","110378429158160360","ESPORTSTMNT01:3412255","200"
"106972778172351142","110767955468411241","ESPORTSTMNT01:3411210","200"
"105536738266035235","110444946768907085","ESPORTSTMNT01:3401362","200"
"105550024238752685","110378429158160276","ESPORTSTMNT03:3197274","200"
"105521706535388095","110535609417029707","ESPORTSTMNT04:2692273","200"
"99566404850008779","110428848767941197","LPL_A:342522","200"
"107760667929003738","110847390580148411","ESPORTSTMNT01:3416569","200"
"98767991877340524","110767955468411266","ESPORTSTMNT01:3414318","200"
"109783149221216052","110733838936512558","ESPORTSTMNT03:3198622","200"
"101428372605353526","110395337117294351","ESPORTSTMNT01:3407524","200"
"99566408358330419","110411420270240430","ESPORTSTMNT01:3408095","200"
"100205573496804586","110371551279147583","ESPORTSTMNT01:3415276","200"
"100205573495116443","110371551279081933","ESPORTSTMNT01:3407230","200"
"107258254469504696","110416990196889994","ESPORTSTMNT02:3233137","200"
"105550026570060790","110378429158160398","ESPORTSTMNT01:3416359","200"
"98767991926151025","110848560875705951","ESPORTSTMNT05:3239416","200"
"102787200149928963","110535609417029764","ESPORTSTMNT04:2692312","200"
"107467827374313054","110349992510661372","ESPORTSTMNT04:2689715","200"
"110733889090164854","110733838936446929","ESPORTSTMNT03:3196037","200"
"109485342651298305","110471139171602617","ESPORTSTMNT02:3230082","200"
"109485351596724390","110413246204026234","ESPORTSTMNT01:3411433","200"
"107258254469504696","110416959492258901","ESPORTSTMNT01:3407521","200"
"103935468920814040","110424922268009193","ESPORTSTMNT04:2691646","200"
"98767991954244555","110416990196889984","ESPORTSTMNT02:3233198","200"
"99294153824386385","110767987075556476","ESPORTSTMNT01:3413229","200"
"109981650516317055","110733838936512546","ESPORTSTMNT03:3200605","200"
"105505619546859895","110371551279081925","ESPORTSTMNT03:3200187","200"
"101388912914513220","110428848767941172","LPL_A:342366","200"
"98767991935149427","110411420270240447","ESPORTSTMNT01:3417469","200"
"107700199633958891","110847390580148410","ESPORTSTMNT01:3417445","200"
"100205576309502431","110413046183474829","ESPORTSTMNT01:3405200","200"
"99566404854685458","110428848767941190","LPL_A:343543","200"
"107700204561086446","110847390580148355","ESPORTSTMNT01:3415191","200"
"102787200151698443","110424922268009202","ESPORTSTMNT04:2690963","200"
"105505619546859895","110371551279081841","ESPORTSTMNT01:3408162","200"
"98767991954244555","110416990196889972","ESPORTSTMNT02:3228574","200"
"109696092218588987","110422923165247472","ESPORTSTMNT01:3412942","200"
"99566408221114231","110413046183474909","ESPORTSTMNT01:3409876","200"
"105549995617170853","110471139171668174","ESPORTSTMNT02:3231367","200"
"107251245690956393","110416990196889993","ESPORTSTMNT02:3233130","200"
"105521706535388095","110535609417095375","ESPORTSTMNT05:3240492","200"
"103535282119620510","110395337117294377","ESPORTSTMNT01:3418126","200"
"107575082591536093","110535609417029721","ESPORTSTMNT04:2692245","200"
"101428372605353526","110395337117294365","ESPORTSTMNT01:3414251","200"
"103877625775457850","110349992510661374","ESPORTSTMNT04:2690696","200"
"107251295460371069","110416990196889979","ESPORTSTMNT02:3229653","200"
"107565493716773932","110425082379044745","ESPORTSTMNT01:3409853","200"
"107467827374313054","110349992510595747","ESPORTSTMNT03:3182294","200"
"109749493607708438","110444946768907068","ESPORTSTMNT03:3177394","200"
"106827839261303409","110507407706737170","ESPORTSTMNT02:3217866","200"
"99566404854685458","110428848767875180","LPL_B:328033","200"
"98767991897792379","102844235751390657","ESPORTSTMNT06:1070985","200"
"103535282143744679","108197636731353920","ESPORTSTMNT06:2460417","200"
"99322214689444546","105522958534683717","ESPORTSTMNT04:1530423","200"
"108361552741927561","109518697662057110","ESPORTSTMNT03:3118014","200"
"103935421249833954","105562529627163305","ESPORTSTMNT01:1683756","200"
"103461966951059521","109517090067719773","ESPORTSTMNT02:3139906","200"
"107581284487120142","110411420270240444","ESPORTSTMNT01:3414647","200"
"98926509885559666","110767987075556471","ESPORTSTMNT01:3409592","200"
"109800832177252614","110310652412781698","ESPORTSTMNT04:2690570","200"
"105550026570060790","110378429158160221","ESPORTSTMNT03:3196798","200"
"105550059790656435","108211175223241346","ESPORTSTMNT04:2471896","200"
"105537226118106446","106319725618996746","ESPORTSTMNT01:2142440","200"
"99566404585387054","109625152897726631","ESPORTSTMNT03:3127022","200"
