"platformgameid","winningteam"
"ESPORTSTMNT01:2966070","100"
"ESPORTSTMNT01:2782880","200"
"ESPORTSTMNT01:3084243","200"
"ESPORTSTMNT01:3329152","200"
"ESPORTSTMNT01:3319064","200"
"ESPORTSTMNT01:3313674","100"
"ESPORTSTMNT01:3311052","100"
"ESPORTSTMNT01:3296553","200"
"ESPORTSTMNT01:3086785","200"
"ESPORTSTMNT01:3084550","200"
"ESPORTSTMNT01:2983810","100"
"ESPORTSTMNT01:3309931","100"
"ESPORTSTMNT01:2984402","100"
"ESPORTSTMNT01:3094537","100"
"ESPORTSTMNT01:2734521","100"
"ESPORTSTMNT01:3302727","100"
"ESPORTSTMNT01:3312216","100"
"ESPORTSTMNT01:3306938","200"
"ESPORTSTMNT01:2985144","200"
"ESPORTSTMNT01:3310340","200"
"ESPORTSTMNT01:3306451","200"
"ESPORTSTMNT01:2984423","200"
"ESPORTSTMNT01:3302369","100"
"ESPORTSTMNT01:3326290","100"
"ESPORTSTMNT01:3303636","200"
"ESPORTSTMNT01:3302781","100"
"ESPORTSTMNT01:2800567","200"
"ESPORTSTMNT01:2903934","200"
"ESPORTSTMNT01:2902777","100"
"ESPORTSTMNT01:3010079","100"
"ESPORTSTMNT01:2915940","200"
"ESPORTSTMNT01:3301400","100"
"ESPORTSTMNT01:3303415","200"
"ESPORTSTMNT01:2983620","100"
"ESPORTSTMNT01:3318007","200"
"ESPORTSTMNT01:3307381","100"
"ESPORTSTMNT01:3307965","100"
"ESPORTSTMNT01:3086445","100"
"ESPORTSTMNT01:3083887","100"
"ESPORTSTMNT01:3308835","100"
"ESPORTSTMNT01:3311011","100"
"ESPORTSTMNT01:3091777","100"
"ESPORTSTMNT01:3294129","200"
"ESPORTSTMNT01:2861096","100"
"ESPORTSTMNT01:2915790","100"
"ESPORTSTMNT01:3082813","200"
"ESPORTSTMNT01:2772462","200"
"ESPORTSTMNT01:3295302","200"
"ESPORTSTMNT01:3081834","100"
"ESPORTSTMNT01:3328847","100"
"ESPORTSTMNT01:2966091","100"
"ESPORTSTMNT01:2905481","200"
"ESPORTSTMNT01:3095727","200"
"ESPORTSTMNT01:3084494","100"
"ESPORTSTMNT01:3300492","100"
"ESPORTSTMNT01:2915905","200"
"ESPORTSTMNT01:3092591","100"
"ESPORTSTMNT01:2964875","200"
"ESPORTSTMNT01:2781964","100"
"ESPORTSTMNT01:2964908","200"
"ESPORTSTMNT01:3318106","200"
"ESPORTSTMNT01:3303500","200"
"ESPORTSTMNT01:3092718","200"
"ESPORTSTMNT01:3094483","100"
"ESPORTSTMNT01:3305565","100"
"ESPORTSTMNT01:3300913","100"
"ESPORTSTMNT01:2734526","100"
"ESPORTSTMNT01:3312343","200"
"ESPORTSTMNT01:3091893","100"
"ESPORTSTMNT01:3083725","100"
"ESPORTSTMNT01:2706603","100"
"ESPORTSTMNT01:3085808","200"
"ESPORTSTMNT01:3317673","100"
"ESPORTSTMNT01:2965575","100"
"ESPORTSTMNT01:3301452","100"
"ESPORTSTMNT01:3307696","100"
"ESPORTSTMNT01:2984976","200"
"ESPORTSTMNT01:3311460","100"
"ESPORTSTMNT01:3311780","200"
"ESPORTSTMNT01:3081539","100"
"ESPORTSTMNT01:2903286","100"
"ESPORTSTMNT01:3086781","100"
"ESPORTSTMNT01:2905921","200"
"ESPORTSTMNT01:3297245","200"
"ESPORTSTMNT01:3085545","100"
"ESPORTSTMNT01:3308340","100"
"ESPORTSTMNT01:2966183","100"
"ESPORTSTMNT01:2772260","200"
"ESPORTSTMNT01:3096452","200"
"ESPORTSTMNT01:2903222","100"
"ESPORTSTMNT01:2915679","200"
"ESPORTSTMNT01:3094611","200"
"ESPORTSTMNT01:3312742","200"
"ESPORTSTMNT01:3300430","100"
"ESPORTSTMNT01:3294353","100"
"ESPORTSTMNT01:3297964","200"
"ESPORTSTMNT01:3316563","100"
"ESPORTSTMNT01:3086247","200"
"ESPORTSTMNT01:2915325","100"
"ESPORTSTMNT01:3092209","200"
"ESPORTSTMNT01:3081609","100"
"ESPORTSTMNT01:3080910","200"
"ESPORTSTMNT01:2983164","100"
"ESPORTSTMNT01:3316951","100"
"ESPORTSTMNT01:3086258","100"
"ESPORTSTMNT01:2905958","100"
"ESPORTSTMNT01:3324325","100"
"ESPORTSTMNT01:2966006","200"
"ESPORTSTMNT01:3295608","100"
"ESPORTSTMNT01:3094494","100"
"ESPORTSTMNT01:3323295","200"
"ESPORTSTMNT01:3309691","100"
"ESPORTSTMNT01:3326398","100"
"ESPORTSTMNT01:3080881","100"
"ESPORTSTMNT01:3091173","200"
"ESPORTSTMNT01:2734481","100"
"ESPORTSTMNT01:3307870","100"
"ESPORTSTMNT01:3301848","100"
"ESPORTSTMNT01:2905900","100"
"ESPORTSTMNT01:2984964","200"
"ESPORTSTMNT01:3301438","100"
"ESPORTSTMNT01:3010338","200"
"ESPORTSTMNT01:3325296","100"
"ESPORTSTMNT01:2915611","200"
"ESPORTSTMNT01:3308753","100"
"ESPORTSTMNT01:3313692","100"
"ESPORTSTMNT01:3306873","100"
"ESPORTSTMNT01:2965257","200"
"ESPORTSTMNT01:3308733","100"
"ESPORTSTMNT01:3000014","200"
"ESPORTSTMNT01:3325255","200"
"ESPORTSTMNT01:3314911","100"
"ESPORTSTMNT01:3000402","100"
"ESPORTSTMNT01:3303317","100"
"ESPORTSTMNT01:2916171","200"
"ESPORTSTMNT01:2783353","100"
"ESPORTSTMNT01:3311155","100"
"ESPORTSTMNT01:3302882","200"
"ESPORTSTMNT01:3311260","100"
"ESPORTSTMNT01:3082925","100"
"ESPORTSTMNT01:2914404","100"
"ESPORTSTMNT01:3305621","100"
"ESPORTSTMNT01:3305211","200"
"ESPORTSTMNT01:3010072","200"
"ESPORTSTMNT01:3298877","200"
"ESPORTSTMNT01:2983210","100"
"ESPORTSTMNT01:3308953","200"
"ESPORTSTMNT01:3325480","100"
"ESPORTSTMNT01:3303528","200"
"ESPORTSTMNT01:3091478","100"
"ESPORTSTMNT01:3324824","200"
"ESPORTSTMNT01:2916288","200"
"ESPORTSTMNT01:3086254","100"
"ESPORTSTMNT01:3307919","200"
"ESPORTSTMNT01:3093541","100"
"ESPORTSTMNT01:3093735","200"
"ESPORTSTMNT01:3308840","200"
"ESPORTSTMNT01:2782468","200"
"ESPORTSTMNT01:3092604","100"
"ESPORTSTMNT01:3319313","100"
"ESPORTSTMNT01:3306454","100"
"ESPORTSTMNT01:3321461","200"
"ESPORTSTMNT01:3317978","200"
"ESPORTSTMNT01:3084534","100"
"ESPORTSTMNT01:3082123","100"
"ESPORTSTMNT01:3309917","100"
"ESPORTSTMNT01:3305255","100"
"ESPORTSTMNT01:3094337","200"
"ESPORTSTMNT01:3306514","200"
"ESPORTSTMNT01:3309617","200"
"ESPORTSTMNT01:3092570","100"
"ESPORTSTMNT01:3294611","100"
"ESPORTSTMNT01:3294629","100"
"ESPORTSTMNT01:3311744","100"
"ESPORTSTMNT01:3311408","200"
"ESPORTSTMNT01:3085339","200"
"ESPORTSTMNT01:3322864","100"
"ESPORTSTMNT01:3300186","100"
"ESPORTSTMNT01:3319312","100"
"ESPORTSTMNT01:3296073","100"
"ESPORTSTMNT01:3313344","200"
"ESPORTSTMNT01:3301369","200"
"ESPORTSTMNT01:3305355","100"
"ESPORTSTMNT01:3325518","100"
"ESPORTSTMNT01:3086332","100"
"ESPORTSTMNT01:2912071","100"
"ESPORTSTMNT01:3343164","200"
"ESPORTSTMNT01:3095575","100"
"ESPORTSTMNT01:3311339","100"
"ESPORTSTMNT01:2965025","100"
"ESPORTSTMNT01:3308067","200"
"ESPORTSTMNT01:2965142","100"
"ESPORTSTMNT01:3094384","100"
"ESPORTSTMNT01:3309904","100"
"ESPORTSTMNT01:3327461","200"
"ESPORTSTMNT01:3301814","200"
"ESPORTSTMNT01:3323268","100"
"ESPORTSTMNT01:3081961","200"
"ESPORTSTMNT01:3301178","200"
"ESPORTSTMNT01:3307967","100"
"ESPORTSTMNT01:3317079","100"
"ESPORTSTMNT01:3316762","100"
"ESPORTSTMNT01:3010064","200"
"ESPORTSTMNT01:2911672","200"
"ESPORTSTMNT01:3312388","200"
"ESPORTSTMNT01:3082961","100"
"ESPORTSTMNT01:3307039","100"
"ESPORTSTMNT01:3309892","200"
"ESPORTSTMNT01:3082097","200"
"ESPORTSTMNT01:3096874","100"
"ESPORTSTMNT01:3010071","200"
"ESPORTSTMNT01:3317843","200"
"ESPORTSTMNT01:2912068","200"
"ESPORTSTMNT01:3305848","100"
"ESPORTSTMNT01:3315993","100"
"ESPORTSTMNT01:3300993","100"
"ESPORTSTMNT01:3313276","200"
"ESPORTSTMNT01:2782634","200"
"ESPORTSTMNT01:3307711","200"
"ESPORTSTMNT01:3313637","200"
"ESPORTSTMNT01:3314278","100"
"ESPORTSTMNT01:3306772","100"
"ESPORTSTMNT01:3305157","100"
"ESPORTSTMNT01:2984450","200"
"ESPORTSTMNT01:3315636","200"
"ESPORTSTMNT01:3306957","200"
"ESPORTSTMNT01:3317832","100"
"ESPORTSTMNT01:3313670","100"
"ESPORTSTMNT01:3306612","100"
"ESPORTSTMNT01:3084306","100"
"ESPORTSTMNT01:3303391","200"
"ESPORTSTMNT01:3326211","200"
"ESPORTSTMNT01:3314302","100"
"ESPORTSTMNT01:3300434","200"
"ESPORTSTMNT01:3312264","100"
"ESPORTSTMNT01:3315866","200"
"ESPORTSTMNT01:3315982","100"
"ESPORTSTMNT01:3324578","200"
"ESPORTSTMNT01:3314936","200"
"ESPORTSTMNT01:3096073","200"
"ESPORTSTMNT01:3306944","100"
"ESPORTSTMNT01:3321523","100"
"ESPORTSTMNT01:3091455","200"
"ESPORTSTMNT01:2984978","100"
"ESPORTSTMNT01:2984952","200"
"ESPORTSTMNT01:3301928","200"
"ESPORTSTMNT01:3307398","100"
"ESPORTSTMNT01:3305240","100"
"ESPORTSTMNT01:3094401","200"
"ESPORTSTMNT01:2915863","200"
"ESPORTSTMNT01:3309997","200"
"ESPORTSTMNT01:3311082","200"
"ESPORTSTMNT01:3303696","100"
"ESPORTSTMNT01:3328015","100"
"ESPORTSTMNT01:3312693","100"
"ESPORTSTMNT01:2983822","200"
"ESPORTSTMNT01:3091425","100"
"ESPORTSTMNT01:3295071","100"
"ESPORTSTMNT01:2983277","200"
"ESPORTSTMNT01:2905087","200"
"ESPORTSTMNT01:2782845","200"
"ESPORTSTMNT01:3325173","100"
"ESPORTSTMNT01:3094984","200"
"ESPORTSTMNT01:3314636","200"
"ESPORTSTMNT01:3295103","200"
"ESPORTSTMNT01:3311682","100"
"ESPORTSTMNT01:3311520","200"
"ESPORTSTMNT01:3330335","100"
"ESPORTSTMNT01:2915314","200"
"ESPORTSTMNT01:3309456","200"
"ESPORTSTMNT01:3092256","100"
"ESPORTSTMNT01:3309468","100"
"ESPORTSTMNT01:3303362","200"
"ESPORTSTMNT01:3317552","100"
"ESPORTSTMNT01:2984968","200"
"ESPORTSTMNT01:2964817","100"
"ESPORTSTMNT01:2781427","200"
"ESPORTSTMNT01:3306793","200"
"ESPORTSTMNT01:2966223","100"
"ESPORTSTMNT01:3296574","100"
"ESPORTSTMNT01:2982246","200"
"ESPORTSTMNT01:3310542","200"
"ESPORTSTMNT01:2965827","100"
"ESPORTSTMNT01:3325781","200"
"ESPORTSTMNT01:2965033","100"
"ESPORTSTMNT01:3317726","100"
"ESPORTSTMNT01:3316564","100"
"ESPORTSTMNT01:3317430","200"
"ESPORTSTMNT01:3313794","200"
"ESPORTSTMNT01:3302316","100"
"ESPORTSTMNT01:3308027","100"
"ESPORTSTMNT01:3294619","200"
"ESPORTSTMNT01:2966214","200"
"ESPORTSTMNT01:2965557","200"
"ESPORTSTMNT01:3329659","100"
"ESPORTSTMNT01:3305712","200"
"ESPORTSTMNT01:3310158","200"
"ESPORTSTMNT01:3309912","200"
"ESPORTSTMNT01:3316567","200"
"ESPORTSTMNT01:3000394","100"
"ESPORTSTMNT01:3315715","200"
"ESPORTSTMNT01:3327929","100"
"ESPORTSTMNT01:3314824","200"
"ESPORTSTMNT01:3308924","200"
"ESPORTSTMNT01:3321528","200"
"ESPORTSTMNT01:3310852","100"
"ESPORTSTMNT01:3312295","100"
"ESPORTSTMNT01:3316504","200"
"ESPORTSTMNT01:3303389","200"
"ESPORTSTMNT01:3331293","100"
"ESPORTSTMNT01:3313365","100"
"ESPORTSTMNT01:3318164","200"
"ESPORTSTMNT01:3311728","200"
"ESPORTSTMNT01:3085805","100"
"ESPORTSTMNT01:3094589","200"
"ESPORTSTMNT01:3304926","200"
"ESPORTSTMNT01:3093506","200"
"ESPORTSTMNT01:3086787","100"
"ESPORTSTMNT01:3295610","100"
"ESPORTSTMNT01:3318093","100"
"ESPORTSTMNT01:3324332","100"
"ESPORTSTMNT01:3296074","100"
"ESPORTSTMNT01:3326148","200"
"ESPORTSTMNT01:3324865","100"
"ESPORTSTMNT01:3311384","200"
"ESPORTSTMNT01:2983134","100"
"ESPORTSTMNT01:3304702","100"
"ESPORTSTMNT01:3310874","200"
"ESPORTSTMNT01:3314547","100"
"ESPORTSTMNT01:3324874","200"
"ESPORTSTMNT01:3330889","200"
"ESPORTSTMNT01:3306621","200"
"ESPORTSTMNT01:3308862","200"
"ESPORTSTMNT01:3317140","100"
"ESPORTSTMNT01:3326046","200"
"ESPORTSTMNT01:3303498","200"
"ESPORTSTMNT01:3314229","100"
"ESPORTSTMNT01:3332541","200"
"ESPORTSTMNT01:3313653","200"
"ESPORTSTMNT01:3313797","200"
"ESPORTSTMNT01:3314730","100"
"ESPORTSTMNT01:3329977","100"
"ESPORTSTMNT01:3313351","200"
"ESPORTSTMNT01:3308816","200"
"ESPORTSTMNT01:2905408","100"
"ESPORTSTMNT01:3085532","100"
"ESPORTSTMNT01:3330556","100"
"ESPORTSTMNT01:3322313","200"
"ESPORTSTMNT01:3317087","200"
"ESPORTSTMNT01:3338794","100"
"ESPORTSTMNT01:3085346","200"
"ESPORTSTMNT01:3083165","200"
"ESPORTSTMNT01:3310363","100"
"ESPORTSTMNT01:3304540","100"
"ESPORTSTMNT01:3323294","200"
"ESPORTSTMNT01:3312717","100"
"ESPORTSTMNT01:3301190","100"
"ESPORTSTMNT01:3314645","100"
"ESPORTSTMNT01:3083914","200"
"ESPORTSTMNT01:3328685","100"
"ESPORTSTMNT01:3317684","200"
"ESPORTSTMNT01:3322986","100"
"ESPORTSTMNT01:3096063","200"
"ESPORTSTMNT01:3310938","100"
"ESPORTSTMNT01:3314314","200"
"ESPORTSTMNT01:2985121","200"
"ESPORTSTMNT01:3302674","200"
"ESPORTSTMNT01:3300699","200"
"ESPORTSTMNT01:3317732","100"
"ESPORTSTMNT01:3096974","100"
"ESPORTSTMNT01:3316734","200"
"ESPORTSTMNT01:3302641","200"
"ESPORTSTMNT01:2982845","200"
"ESPORTSTMNT01:3308320","100"
"ESPORTSTMNT01:3310890","100"
"ESPORTSTMNT01:3335520","100"
"ESPORTSTMNT01:3321940","200"
"ESPORTSTMNT01:3314342","100"
"ESPORTSTMNT01:3321972","200"
"ESPORTSTMNT01:3305507","100"
"ESPORTSTMNT01:3325713","100"
"ESPORTSTMNT01:3327436","200"
"ESPORTSTMNT01:3313816","200"
"ESPORTSTMNT01:3328689","100"
"ESPORTSTMNT01:3311134","200"
"ESPORTSTMNT01:3313248","100"
"ESPORTSTMNT01:3316155","100"
"ESPORTSTMNT01:3336482","200"
"ESPORTSTMNT01:3334297","200"
"ESPORTSTMNT01:3309094","100"
"ESPORTSTMNT01:3318032","200"
"ESPORTSTMNT01:3313115","200"
"ESPORTSTMNT01:3325624","200"
"ESPORTSTMNT01:3369350","200"
"ESPORTSTMNT01:3010073","100"
"ESPORTSTMNT01:3323441","200"
"ESPORTSTMNT01:3304284","100"
"ESPORTSTMNT01:3318060","100"
"ESPORTSTMNT01:3310923","100"
"ESPORTSTMNT01:3327883","100"
"ESPORTSTMNT01:3337370","200"
"ESPORTSTMNT01:3316688","100"
"ESPORTSTMNT01:3094603","200"
"ESPORTSTMNT01:3311412","100"
"ESPORTSTMNT01:3096456","100"
"ESPORTSTMNT01:3302706","100"
"ESPORTSTMNT01:3092613","100"
"ESPORTSTMNT01:3309887","200"
"ESPORTSTMNT01:3314331","200"
"ESPORTSTMNT01:3310324","100"
"ESPORTSTMNT01:3309761","200"
"ESPORTSTMNT01:3332618","100"
"ESPORTSTMNT01:3314656","200"
"ESPORTSTMNT01:3303652","200"
"ESPORTSTMNT01:3302368","200"
"ESPORTSTMNT01:3314837","100"
"ESPORTSTMNT01:3294128","100"
"ESPORTSTMNT01:3328186","200"
"ESPORTSTMNT01:3304603","100"
"ESPORTSTMNT01:3303746","200"
"ESPORTSTMNT01:3303665","200"
"ESPORTSTMNT01:3324181","100"
"ESPORTSTMNT01:3316995","100"
"ESPORTSTMNT01:3323975","200"
"ESPORTSTMNT01:3332334","200"
"ESPORTSTMNT01:3307762","100"
"ESPORTSTMNT01:3316551","200"
"ESPORTSTMNT01:3316867","100"
"ESPORTSTMNT01:3309872","200"
"ESPORTSTMNT01:3096881","200"
"ESPORTSTMNT01:3312668","100"
"ESPORTSTMNT01:3310232","100"
"ESPORTSTMNT01:3314352","100"
"ESPORTSTMNT01:3320338","100"
"ESPORTSTMNT01:3315349","100"
"ESPORTSTMNT01:3320031","100"
"ESPORTSTMNT01:3325316","200"
"ESPORTSTMNT01:3324551","100"
"ESPORTSTMNT01:3311224","200"
"ESPORTSTMNT01:3315571","100"
"ESPORTSTMNT01:3317943","100"
"ESPORTSTMNT01:3304899","100"
"ESPORTSTMNT01:3317175","100"
"ESPORTSTMNT01:3312396","100"
"ESPORTSTMNT01:3294091","100"
"ESPORTSTMNT01:3316208","100"
"ESPORTSTMNT01:3315589","100"
"ESPORTSTMNT01:3092439","200"
"ESPORTSTMNT01:3317459","100"
"ESPORTSTMNT01:3314655","100"
"ESPORTSTMNT01:3311455","200"
"ESPORTSTMNT01:3309987","200"
"ESPORTSTMNT01:3321663","200"
"ESPORTSTMNT01:3300455","100"
"ESPORTSTMNT01:3304301","200"
"ESPORTSTMNT01:3301417","200"
"ESPORTSTMNT01:3317821","200"
"ESPORTSTMNT01:3322416","100"
"ESPORTSTMNT01:3322521","100"
"ESPORTSTMNT01:3326458","200"
"ESPORTSTMNT01:3308319","100"
"ESPORTSTMNT01:3334521","200"
"ESPORTSTMNT01:3313790","200"
"ESPORTSTMNT01:3307124","200"
"ESPORTSTMNT01:3311565","100"
"ESPORTSTMNT01:3091540","200"
"ESPORTSTMNT01:3367587","200"
"ESPORTSTMNT01:3326234","200"
"ESPORTSTMNT01:3339505","200"
"ESPORTSTMNT01:3311824","200"
"ESPORTSTMNT01:3317599","200"
"ESPORTSTMNT01:3086249","100"
"ESPORTSTMNT01:3091236","100"
"ESPORTSTMNT01:3321532","100"
"ESPORTSTMNT01:3308600","100"
"ESPORTSTMNT01:3322791","100"
"ESPORTSTMNT01:3316094","100"
"ESPORTSTMNT01:3321431","200"
"ESPORTSTMNT01:3329157","100"
"ESPORTSTMNT01:3306943","200"
"ESPORTSTMNT01:3314306","100"
"ESPORTSTMNT01:3095730","100"
"ESPORTSTMNT01:3000018","200"
"ESPORTSTMNT01:3330780","200"
"ESPORTSTMNT01:3294114","100"
"ESPORTSTMNT01:3317857","200"
"ESPORTSTMNT01:3316999","200"
"ESPORTSTMNT01:3304214","200"
"ESPORTSTMNT01:3324352","200"
"ESPORTSTMNT01:3311651","100"
"ESPORTSTMNT01:3326283","100"
"ESPORTSTMNT01:3296275","100"
"ESPORTSTMNT01:3310160","100"
"ESPORTSTMNT01:3310885","200"
"ESPORTSTMNT01:3311275","200"
"ESPORTSTMNT01:3329841","100"
"ESPORTSTMNT01:3338908","100"
"ESPORTSTMNT01:3336846","100"
"ESPORTSTMNT01:3322691","100"
"ESPORTSTMNT01:3329406","200"
"ESPORTSTMNT01:3306226","100"
"ESPORTSTMNT01:3323970","200"
"ESPORTSTMNT01:3326540","100"
"ESPORTSTMNT01:3309850","100"
"ESPORTSTMNT01:3304774","100"
"ESPORTSTMNT01:3324334","200"
"ESPORTSTMNT01:3313951","100"
"ESPORTSTMNT01:3328205","100"
"ESPORTSTMNT01:3296319","100"
"ESPORTSTMNT01:3314317","100"
"ESPORTSTMNT01:3312690","200"
"ESPORTSTMNT01:3313862","200"
"ESPORTSTMNT01:3327201","100"
"ESPORTSTMNT01:3323946","100"
"ESPORTSTMNT01:3314752","100"
"ESPORTSTMNT01:3312673","200"
"ESPORTSTMNT01:3308381","100"
"ESPORTSTMNT01:3316205","200"
"ESPORTSTMNT01:3332511","200"
"ESPORTSTMNT01:3315838","100"
"ESPORTSTMNT01:3311452","200"
"ESPORTSTMNT01:3328411","200"
"ESPORTSTMNT01:3343014","100"
"ESPORTSTMNT01:3309516","100"
"ESPORTSTMNT01:3368490","200"
"ESPORTSTMNT01:3327433","100"
"ESPORTSTMNT01:3328155","100"
"ESPORTSTMNT01:3323905","200"
"ESPORTSTMNT01:3324628","200"
"ESPORTSTMNT01:3324835","200"
"ESPORTSTMNT01:3342594","200"
"ESPORTSTMNT01:3319316","100"
"ESPORTSTMNT01:2984722","200"
"ESPORTSTMNT01:3310972","100"
"ESPORTSTMNT01:3333061","200"
"ESPORTSTMNT01:3315880","200"
"ESPORTSTMNT01:3311922","100"
"ESPORTSTMNT01:3330528","100"
"ESPORTSTMNT01:3300956","100"
"ESPORTSTMNT01:3314916","200"
"ESPORTSTMNT01:3318088","100"
"ESPORTSTMNT01:3303961","200"
"ESPORTSTMNT01:3335422","200"
"ESPORTSTMNT01:3337518","100"
"ESPORTSTMNT01:3316207","200"
"ESPORTSTMNT01:3300763","200"
"ESPORTSTMNT01:3302399","200"
"ESPORTSTMNT01:3305741","200"
"ESPORTSTMNT01:3301956","100"
"ESPORTSTMNT01:3300498","200"
"ESPORTSTMNT01:3322654","100"
"ESPORTSTMNT01:2966220","100"
"ESPORTSTMNT01:3309870","100"
"ESPORTSTMNT01:3325832","100"
"ESPORTSTMNT01:3304647","200"
"ESPORTSTMNT01:3328976","200"
"ESPORTSTMNT01:3312711","200"
"ESPORTSTMNT01:3314849","100"
"ESPORTSTMNT01:3337643","100"
"ESPORTSTMNT01:3307101","200"
"ESPORTSTMNT01:3363735","100"
"ESPORTSTMNT01:3316937","100"
"ESPORTSTMNT01:3323632","100"
"ESPORTSTMNT01:3375321","200"
"ESPORTSTMNT01:3324591","100"
"ESPORTSTMNT01:3334689","100"
"ESPORTSTMNT01:3308108","100"
"ESPORTSTMNT01:3318108","200"
"ESPORTSTMNT01:3367147","100"
"ESPORTSTMNT01:3294331","100"
"ESPORTSTMNT01:3308368","100"
"ESPORTSTMNT01:3308829","200"
"ESPORTSTMNT01:3326230","100"
"ESPORTSTMNT01:3305685","100"
"ESPORTSTMNT01:3325232","200"
"ESPORTSTMNT01:3335003","100"
"ESPORTSTMNT01:3310561","200"
"ESPORTSTMNT01:3363718","200"
"ESPORTSTMNT01:3314651","200"
"ESPORTSTMNT01:3367468","100"
"ESPORTSTMNT01:3313186","100"
"ESPORTSTMNT01:3322447","100"
"ESPORTSTMNT01:3336544","200"
"ESPORTSTMNT01:3307036","100"
"ESPORTSTMNT01:3331856","100"
"ESPORTSTMNT01:3335427","100"
"ESPORTSTMNT01:3338635","100"
"ESPORTSTMNT01:3336968","200"
"ESPORTSTMNT01:3311827","200"
"ESPORTSTMNT01:3306459","100"
"ESPORTSTMNT01:3314348","100"
"ESPORTSTMNT01:3326415","100"
"ESPORTSTMNT01:3312877","200"
"ESPORTSTMNT01:3324928","100"
"ESPORTSTMNT01:2982937","100"
"ESPORTSTMNT01:3331382","100"
"ESPORTSTMNT01:3299893","100"
"ESPORTSTMNT01:3330772","100"
"ESPORTSTMNT01:3315785","100"
"ESPORTSTMNT01:3095739","100"
"ESPORTSTMNT01:3316592","100"
"ESPORTSTMNT01:3307723","200"
"ESPORTSTMNT01:3338373","200"
"ESPORTSTMNT01:3326254","200"
"ESPORTSTMNT01:3328190","100"
"ESPORTSTMNT01:3309058","200"
"ESPORTSTMNT01:3331479","200"
"ESPORTSTMNT01:3323280","100"
"ESPORTSTMNT01:3325855","100"
"ESPORTSTMNT01:3322692","200"
"ESPORTSTMNT01:3344159","100"
"ESPORTSTMNT01:3338486","100"
"ESPORTSTMNT01:3310290","200"
"ESPORTSTMNT01:3336988","200"
"ESPORTSTMNT01:3315729","100"
"ESPORTSTMNT01:3331729","100"
"ESPORTSTMNT01:3315675","200"
"ESPORTSTMNT01:3324649","200"
"ESPORTSTMNT01:3302258","100"
"ESPORTSTMNT01:3366106","200"
"ESPORTSTMNT01:3301911","100"
"ESPORTSTMNT01:3309743","100"
"ESPORTSTMNT01:3314339","100"
"ESPORTSTMNT01:3378161","200"
"ESPORTSTMNT01:3333488","200"
"ESPORTSTMNT01:3331333","100"
"ESPORTSTMNT01:3300767","200"
"ESPORTSTMNT01:3301957","200"
"ESPORTSTMNT01:3317737","200"
"ESPORTSTMNT01:3343549","200"
"ESPORTSTMNT01:3330869","100"
"ESPORTSTMNT01:3336771","100"
"ESPORTSTMNT01:3325340","200"
"ESPORTSTMNT01:3321890","100"
"ESPORTSTMNT01:2982645","200"
"ESPORTSTMNT01:3316930","200"
"ESPORTSTMNT01:3312892","100"
"ESPORTSTMNT01:3340325","200"
"ESPORTSTMNT01:3331536","100"
"ESPORTSTMNT01:3328420","100"
"ESPORTSTMNT01:3332776","100"
"ESPORTSTMNT01:3325429","100"
"ESPORTSTMNT01:3314921","100"
"ESPORTSTMNT01:3331967","100"
"ESPORTSTMNT01:3323958","100"
"ESPORTSTMNT01:3328754","100"
"ESPORTSTMNT01:3331761","200"
"ESPORTSTMNT01:3326541","200"
"ESPORTSTMNT01:3308842","100"
"ESPORTSTMNT01:3306877","200"
"ESPORTSTMNT01:3319321","100"
"ESPORTSTMNT01:3315802","200"
"ESPORTSTMNT01:3312670","200"
"ESPORTSTMNT01:3317104","200"
"ESPORTSTMNT01:3320334","100"
"ESPORTSTMNT01:3311848","100"
"ESPORTSTMNT01:3314288","200"
"ESPORTSTMNT01:3300884","200"
"ESPORTSTMNT01:3312759","100"
"ESPORTSTMNT01:3340066","200"
"ESPORTSTMNT01:3334191","200"
"ESPORTSTMNT01:3094578","100"
"ESPORTSTMNT01:3315287","100"
"ESPORTSTMNT01:3328968","200"
"ESPORTSTMNT01:3316510","100"
"ESPORTSTMNT01:3327897","200"
"ESPORTSTMNT01:3330804","200"
"ESPORTSTMNT01:3324806","200"
"ESPORTSTMNT01:3092419","200"
"ESPORTSTMNT01:3313659","200"
"ESPORTSTMNT01:3316788","100"
"ESPORTSTMNT01:3336673","200"
"ESPORTSTMNT01:3304731","100"
"ESPORTSTMNT01:3322803","200"
"ESPORTSTMNT01:3308985","200"
"ESPORTSTMNT01:3315605","200"
"ESPORTSTMNT01:3296320","200"
"ESPORTSTMNT01:3310502","100"
"ESPORTSTMNT01:3334731","100"
"ESPORTSTMNT01:3317362","200"
"ESPORTSTMNT01:3316941","100"
"ESPORTSTMNT01:3324167","100"
"ESPORTSTMNT01:3333121","200"
"ESPORTSTMNT01:3335145","100"
"ESPORTSTMNT01:3315674","100"
"ESPORTSTMNT01:3313920","100"
"ESPORTSTMNT01:3369398","100"
"ESPORTSTMNT01:3301201","200"
"ESPORTSTMNT01:3326284","100"
"ESPORTSTMNT01:2903704","200"
"ESPORTSTMNT01:3368555","100"
"ESPORTSTMNT01:3313367","200"
"ESPORTSTMNT01:3301410","100"
"ESPORTSTMNT01:3325533","100"
"ESPORTSTMNT01:3338354","100"
"ESPORTSTMNT01:3366887","200"
"ESPORTSTMNT01:3300915","100"
"ESPORTSTMNT01:3322782","100"
"ESPORTSTMNT01:3313350","100"
