gametime_inhib,platformgameid,killerteamid_inhib,gametime_tower,killerteamid_tower,gametime_kill,killerteamid_kill,eventtime,blue_teamid,esportsgameid,red_teamid,gametime,blue_team_shutdown,red_team_shutdown,blue_shutdown_collected,red_shutdown_collected,blue_shutdown_converted,red_shutdown_converted
1486919,ESPORTSTMNT01:2773310,200,726054,200,208427,200,2022-03-10T21:14:55.948Z,105594116005157262,107417530554631224,103878020539746273,651015,650.0,1500.0,1100.0,500.0,1100.0,500.0
1751961,ESPORTSTMNT01:2773317,200,927476,100,216968,100,2022-03-10T22:03:47.535Z,107598878262940546,107728324360456211,107598683861013570,1628028,50.0,900.0,300.0,100.0,300.0,100.0
1890893,ESPORTSTMNT01:2773329,100,933419,100,336134,100,2022-03-10T23:00:26.797Z,104843437139220481,107728324360587391,107598785733448849,1007018,2150.0,400.0,300.0,50.0,300.0,50.0
1347665,ESPORTSTMNT01:2773342,100,732815,100,104142,100,2022-03-10T23:59:09.656Z,107598805167594304,107728324360587403,107598788926820994,614019,2100.0,150.0,50.0,650.0,50.0,650.0
1389124,ESPORTSTMNT01:2773354,200,595622,100,417582,100,2022-03-11T00:48:37.921Z,107598699275015260,107728324360521765,107598651997213225,586009,1300.0,1500.0,0.0,600.0,0.0,600.0
1495296,ESPORTSTMNT01:2773420,100,1045270,100,477972,200,2022-03-11T05:11:20.242Z,105550024238752685,107559433600201009,105550042327365041,1213006,1550.0,1000.0,350.0,350.0,350.0,350.0
1527412,ESPORTSTMNT01:2773422,100,649807,100,201247,200,2022-03-11T05:07:06.731Z,105550051809743868,107559433600201021,105550047979361273,567006,1750.0,0.0,300.0,500.0,300.0,500.0
1591175,ESPORTSTMNT01:2773425,200,796630,100,320180,200,2022-03-11T05:07:00.088Z,105550049871017396,107559433600200995,105550036134585264,1110013,2250.0,1750.0,850.0,300.0,850.0,300.0
2223017,ESPORTSTMNT01:2773480,100,864817,200,257912,100,2022-03-11T09:06:48.490Z,101428372607057464,107455808283000800,101428372603715124,1585029,500.0,0.0,700.0,50.0,700.0,50.0
1840554,ESPORTSTMNT01:2773482,100,736306,200,366186,200,2022-03-11T09:12:14.058Z,99566404581868574,107418445248279856,98767991853197861,1816019,850.0,200.0,850.0,800.0,850.0,800.0
1317312,ESPORTSTMNT01:2780058,100,803499,100,287140,100,2022-03-04T21:09:12.647Z,99566405129589291,107424951278647403,99566405127798575,841011,1250.0,0.0,0.0,1300.0,0.0,1300.0
1388351,ESPORTSTMNT01:2780091,100,960511,200,175667,200,2022-03-04T21:56:42.000Z,99566405127798575,107561230007919434,99566405129589291,587020,1550.0,0.0,100.0,1350.0,100.0,1350.0
1820221,ESPORTSTMNT01:2780146,200,800948,100,266890,100,2022-03-04T23:36:02.078Z,99566405123587075,107561230007853855,99566405128626825,1042000,550.0,0.0,1000.0,1350.0,1000.0,1350.0
1984549,ESPORTSTMNT01:2780160,100,829994,200,161942,200,2022-03-04T23:59:53.254Z,107582641798795198,107651193187338012,107582638341246907,1249022,2100.0,1300.0,1000.0,750.0,1000.0,750.0
1759911,ESPORTSTMNT01:2780165,100,865761,100,537838,100,2022-03-05T00:08:19.679Z,107581300297680248,107593829779755202,107581296208168309,670017,2950.0,200.0,150.0,800.0,150.0,800.0
1768177,ESPORTSTMNT01:2780175,100,658120,100,275670,100,2022-03-05T00:11:07.106Z,107582157086477662,107682708469908003,107582181197106556,629024,1800.0,150.0,100.0,700.0,100.0,700.0
1796135,ESPORTSTMNT01:2780192,100,746309,100,270704,200,2022-03-05T00:41:54.025Z,99566405126602853,107424951278647365,103461966981927044,1024008,1200.0,550.0,800.0,1350.0,800.0,1350.0
1441395,ESPORTSTMNT01:2780207,100,1068603,100,154234,100,2022-03-05T01:04:44.099Z,107581300297680248,107593829779755203,107581296208168309,1297022,1850.0,0.0,150.0,1600.0,150.0,1600.0
2260107,ESPORTSTMNT01:2780209,200,955035,100,185551,100,2022-03-05T01:09:53.936Z,107598712583969458,107728324360521783,107598699275015260,479009,4400.0,3000.0,1250.0,1150.0,1250.0,1150.0
1507030,ESPORTSTMNT01:2780217,100,921962,100,264224,100,2022-03-05T01:36:58.128Z,103461966981927044,107561230007919415,99566405126602853,1068031,2650.0,0.0,0.0,450.0,0.0,450.0
1151053,ESPORTSTMNT01:2780228,100,1008667,100,222174,100,2022-03-05T01:48:39.323Z,107582618156093368,107651193187403570,107582598621022934,1004005,2250.0,0.0,0.0,300.0,0.0,300.0
2216260,ESPORTSTMNT01:2780233,100,930566,100,136685,200,2022-03-05T02:09:34.830Z,107582150625414483,107682708469973561,107582178455767077,1829008,1000.0,350.0,500.0,350.0,500.0,350.0
1522050,ESPORTSTMNT01:2780234,100,858425,100,271687,200,2022-03-05T02:03:10.656Z,107581178720470377,107593829779624082,107581284487120142,469002,2300.0,400.0,400.0,300.0,400.0,300.0
1264203,ESPORTSTMNT01:2780273,100,950129,100,390374,200,2022-03-05T02:57:57.781Z,107581178720470377,107593829779624083,107581284487120142,940016,2650.0,650.0,350.0,1350.0,350.0,1350.0
2090733,ESPORTSTMNT01:2780338,200,977032,200,241159,200,2022-03-05T08:10:32.213Z,100205573495116443,107418445248279795,99566404581868574,1457028,900.0,1700.0,200.0,450.0,200.0,450.0
1560239,ESPORTSTMNT01:2780787,200,780521,100,300042,100,2022-03-05T22:39:27.772Z,98767991860392497,107458367241281272,98926509892121852,1079006,950.0,1800.0,900.0,450.0,900.0,450.0
1463337,ESPORTSTMNT01:2780834,100,717991,100,266416,100,2022-03-06T00:36:04.064Z,98767991877340524,107458367241281232,99294153824386385,699030,2250.0,150.0,0.0,650.0,0.0,650.0
1763196,ESPORTSTMNT01:2780840,200,782906,200,725041,100,2022-03-06T01:29:22.407Z,98926509884398584,107458367241281240,98926509883054987,1276002,150.0,750.0,200.0,50.0,200.0,50.0
1858600,ESPORTSTMNT01:2780943,100,598720,100,483946,100,2022-03-06T09:06:47.949Z,101428372598668846,107455808283066358,101428372602011186,494004,2300.0,150.0,300.0,350.0,300.0,350.0
1644748,ESPORTSTMNT01:2780991,200,713316,200,107464,100,2022-03-06T11:19:54.031Z,101428372603715124,107455808283066366,101428372605353526,1157008,300.0,1350.0,1050.0,250.0,1050.0,250.0
1654803,ESPORTSTMNT01:2781166,100,835985,200,79424,200,2022-03-06T17:16:26.557Z,99566408217955692,107405837336966032,100205576307813373,1047020,1850.0,1600.0,650.0,300.0,650.0,300.0
1690172,ESPORTSTMNT01:2781212,100,865034,100,400121,100,2022-03-06T18:20:04.391Z,99566408221961358,107405837336966094,105397399468432537,819010,1750.0,400.0,500.0,1700.0,500.0,1700.0
1178993,ESPORTSTMNT01:2781270,100,716917,100,176383,100,2022-03-06T20:22:44.535Z,104202382255290736,107405837336966052,100205576309502431,738026,350.0,0.0,1150.0,1700.0,1150.0,1700.0
1929922,ESPORTSTMNT01:2781403,100,1083729,200,245434,100,2022-03-06T23:27:45.105Z,98926509892121852,107458367241281254,98926509883054987,710028,1650.0,1800.0,600.0,400.0,600.0,400.0
1511125,ESPORTSTMNT01:2781743,100,853625,100,361639,100,2022-03-07T16:58:03.543Z,102787200155434012,107417432878793593,105519846782566525,705023,2200.0,0.0,0.0,600.0,0.0,600.0
2241923,ESPORTSTMNT01:2781745,100,761057,100,609863,100,2022-03-07T17:03:21.432Z,105532791598779236,107468241211150244,103935421249833954,1265006,800.0,0.0,650.0,1150.0,650.0,1150.0
1921919,ESPORTSTMNT01:2781781,100,720473,100,170706,200,2022-03-07T17:49:47.135Z,107423109717243380,107417432878859187,107423086908356081,1952004,1450.0,0.0,550.0,200.0,550.0,200.0
1644196,ESPORTSTMNT01:2781789,100,947694,200,374710,100,2022-03-07T18:06:13.209Z,107467794614674479,107468241211084674,104710316579222193,973029,1400.0,600.0,950.0,550.0,950.0,550.0
1710750,ESPORTSTMNT01:2781816,200,641724,100,421904,100,2022-03-07T18:47:28.572Z,107423075317119707,107417432878793575,107423083507599175,885017,2300.0,50.0,50.0,1850.0,50.0,1850.0
1386606,ESPORTSTMNT01:2781830,100,831567,100,173305,200,2022-03-07T19:08:31.230Z,107422385694193066,107468241211084698,102787200126663579,820028,1550.0,50.0,50.0,250.0,50.0,250.0
1159212,ESPORTSTMNT01:2781865,100,743932,100,231567,100,2022-03-07T19:49:55.986Z,105519746234964687,107417432878793601,103877891572305836,971023,2600.0,0.0,0.0,1500.0,0.0,1500.0
1806622,ESPORTSTMNT01:2781868,100,860430,100,197164,200,2022-03-07T20:08:47.814Z,107467827374313054,107468241211150286,107467803833323099,444030,1450.0,600.0,550.0,800.0,550.0,800.0
1661760,ESPORTSTMNT01:2781915,100,869221,100,492083,200,2022-03-07T21:10:22.498Z,107467834753797729,107468241211150274,103877625775457850,549021,2100.0,0.0,0.0,50.0,0.0,50.0
2288433,ESPORTSTMNT01:2781964,100,870508,200,231745,200,2022-03-08T00:03:19.289Z,107603548241713732,107639438038238613,107603600826620492,1248023,1350.0,800.0,850.0,800.0,850.0,800.0
2178289,ESPORTSTMNT01:2781971,100,918266,100,117663,100,2022-03-07T23:55:25.979Z,107581733744920199,107659745139428769,107581755241449104,805026,2450.0,1700.0,1550.0,600.0,1550.0,600.0
1715983,ESPORTSTMNT01:2781984,100,1151935,200,185530,200,2022-03-08T01:18:00.949Z,107603600826620492,107639438038238614,107603548241713732,802026,1850.0,150.0,150.0,300.0,150.0,300.0
1520766,ESPORTSTMNT01:2781985,100,734813,200,377248,200,2022-03-08T01:02:53.882Z,107581689894520368,107659745139428743,107581738783262346,1164003,1400.0,0.0,400.0,850.0,400.0,850.0
1140184,ESPORTSTMNT01:2781996,100,617545,100,394933,100,2022-03-08T02:03:35.433Z,107581750701049485,107659745139428757,107581765633427097,463022,1150.0,0.0,0.0,150.0,0.0,150.0
1867751,ESPORTSTMNT01:2781997,100,781289,200,206127,100,2022-03-08T02:14:28.449Z,107603600826620492,107639438038238615,107603548241713732,276003,2600.0,100.0,150.0,1200.0,150.0,1200.0
1710614,ESPORTSTMNT01:2782001,100,633491,100,151354,200,2022-03-08T02:55:19.395Z,107581759470356115,107659745139428793,107581761958954646,911005,2550.0,150.0,100.0,350.0,100.0,350.0
1350901,ESPORTSTMNT01:2782334,100,1046268,100,644435,200,2022-03-08T18:57:40.269Z,105521451717484016,107575410020761261,105521706535388095,622010,2200.0,100.0,100.0,600.0,100.0,600.0
1827250,ESPORTSTMNT01:2782404,100,805818,100,299883,100,2022-03-08T21:02:59.112Z,105549997263803379,107565607661240095,105550005698683818,1893022,150.0,300.0,3000.0,1950.0,3000.0,1950.0
1654538,ESPORTSTMNT01:2782430,100,891535,100,290669,200,2022-03-08T22:06:15.493Z,105549988405523871,107565607661108965,105549993449477104,918031,1450.0,450.0,50.0,0.0,50.0,0.0
1344642,ESPORTSTMNT01:2782447,100,776668,100,216179,100,2022-03-08T22:58:11.327Z,106302593752767294,107565607661240117,105550003470349739,583002,2450.0,550.0,200.0,650.0,200.0,650.0
1548223,ESPORTSTMNT01:2782467,100,823885,100,52788,100,2022-03-08T23:53:06.731Z,107599156601411192,107677841286763459,107598982142057588,893008,2450.0,300.0,200.0,350.0,200.0,350.0
2124261,ESPORTSTMNT01:2782468,200,929733,200,385287,100,2022-03-09T00:03:19.402Z,107582178455767077,107682708470039117,107582157086477662,1100024,1150.0,350.0,450.0,800.0,450.0,800.0
2405213,ESPORTSTMNT01:2782469,100,755210,200,304510,200,2022-03-08T23:42:40.254Z,105549995617170853,107565607661240091,105550001032913831,1359032,1850.0,3150.0,2100.0,600.0,2100.0,600.0
2076663,ESPORTSTMNT01:2782479,200,923028,200,213220,200,2022-03-09T00:10:19.264Z,107603554304287575,107639438038238617,107603544245460197,1944008,250.0,400.0,1700.0,750.0,1700.0,750.0
1927465,ESPORTSTMNT01:2782487,200,716192,100,138805,200,2022-03-09T00:44:44.381Z,99566408356697119,107677841286829033,107599188771591359,994026,1350.0,1500.0,1550.0,550.0,1550.0,550.0
1572105,ESPORTSTMNT01:2782507,100,987238,100,337276,100,2022-03-09T01:20:22.326Z,107582157086477662,107682708470039118,107582178455767077,799022,2450.0,150.0,550.0,1500.0,550.0,1500.0
1998850,ESPORTSTMNT01:2782567,200,921673,200,158748,200,2022-03-09T08:08:09.373Z,102747101565183056,107418445248214183,99566404585387054,1599025,200.0,850.0,1150.0,250.0,1150.0,250.0
2118899,ESPORTSTMNT01:2782634,200,897321,200,209356,100,2022-03-09T11:10:01.052Z,100725845018863243,107418445248214195,100205573495116443,820022,1700.0,2400.0,700.0,650.0,700.0,650.0
2523395,ESPORTSTMNT01:2782685,100,642628,100,389538,100,2022-03-09T13:18:50.049Z,100205573495116443,107418445248214197,100725845018863243,1541011,1850.0,1150.0,850.0,150.0,850.0,150.0
1857372,ESPORTSTMNT01:2782842,200,878471,100,270876,100,2022-03-09T20:16:30.588Z,105549993449477104,107565607661174537,105549997263803379,452006,1400.0,1550.0,450.0,1350.0,450.0,1350.0
1495284,ESPORTSTMNT01:2782864,200,773502,100,645452,100,2022-03-09T21:19:47.995Z,105594135137147298,107417530554631218,102787200132955066,1107021,1050.0,700.0,750.0,650.0,750.0,650.0
1937506,ESPORTSTMNT01:2782871,100,934544,100,168776,100,2022-03-09T21:23:54.387Z,105549998884468136,107565607661174511,105549988405523871,616001,1650.0,650.0,1200.0,450.0,1200.0,450.0
1153998,ESPORTSTMNT01:2782878,100,827102,100,211903,100,2022-03-09T22:18:49.003Z,102787200132955066,107417530554631219,105594135137147298,377030,2800.0,0.0,0.0,200.0,0.0,200.0
3069629,ESPORTSTMNT01:2782880,200,932236,100,59867,100,2022-03-09T22:20:49.121Z,105550001032913831,107565607661240115,106302593752767294,558020,2200.0,1600.0,900.0,2050.0,900.0,2050.0
1838628,ESPORTSTMNT01:2782900,100,888985,200,134401,200,2022-03-09T23:31:34.825Z,105550005698683818,107565607661174547,105549995617170853,879010,1600.0,1400.0,750.0,600.0,750.0,600.0
1848807,ESPORTSTMNT01:2782910,200,980352,100,294693,100,2022-03-10T00:00:49.614Z,107581287168722290,107593829779755198,107581300297680248,1560019,250.0,1750.0,200.0,150.0,200.0,150.0
1637296,ESPORTSTMNT01:2782912,200,953566,200,337962,200,2022-03-10T00:06:17.003Z,107603566520687175,107639438038238621,107603586980602718,1478027,450.0,500.0,1750.0,200.0,1750.0,200.0
1539553,ESPORTSTMNT01:2782918,100,901121,200,403305,200,2022-03-10T00:25:28.150Z,105550003470349739,107565607661174531,105549991104165282,1600012,50.0,100.0,1150.0,200.0,1150.0,200.0
1461343,ESPORTSTMNT01:2782931,200,912365,200,87097,200,2022-03-10T00:57:41.106Z,107581300297680248,107593829779755199,107581287168722290,476004,350.0,450.0,850.0,300.0,850.0,300.0
1798963,ESPORTSTMNT01:2782935,100,867116,100,143858,200,2022-03-10T01:19:28.030Z,107603586980602718,107639438038238622,107603566520687175,1432003,1450.0,600.0,450.0,300.0,450.0,300.0
1556237,ESPORTSTMNT01:2782952,100,611108,200,149636,200,2022-03-10T01:53:11.790Z,107581287168722290,107593829779689626,107581284487120142,1557031,1650.0,1200.0,2450.0,2350.0,2450.0,2350.0
2381376,ESPORTSTMNT01:2782966,100,794161,100,594142,200,2022-03-10T03:00:14.678Z,107581284487120142,107593829779689627,107581287168722290,467016,2600.0,300.0,150.0,1200.0,150.0,1200.0
1650888,ESPORTSTMNT01:2782972,100,952227,200,395059,100,2022-03-10T04:00:55.187Z,107581287168722290,107593829779689628,107581284487120142,853002,2050.0,850.0,300.0,850.0,300.0,850.0
1870215,ESPORTSTMNT01:2783230,100,779029,100,508745,100,2022-03-10T20:11:39.854Z,99566408221114231,107405837336966076,99566408221961358,1057023,1200.0,300.0,250.0,600.0,250.0,600.0
1934275,ESPORTSTMNT01:2783271,100,695901,100,179048,100,2022-03-11T00:12:25.597Z,107582598621022934,107651193187403590,107582618156093368,468007,2350.0,1550.0,1200.0,850.0,1200.0,850.0
1671849,ESPORTSTMNT01:2783280,100,784654,100,244541,200,2022-03-11T00:08:03.582Z,107581296208168309,107593829779689646,107581206998502078,351015,550.0,0.0,0.0,1150.0,0.0,1150.0
1919548,ESPORTSTMNT01:2783286,100,779947,100,144385,100,2022-03-11T01:04:38.653Z,107581206998502078,107593829779689647,107581296208168309,1382020,2350.0,200.0,200.0,2300.0,200.0,2300.0
1499650,ESPORTSTMNT01:2783287,200,859310,200,232188,100,2022-03-11T01:24:59.358Z,107582618156093368,107651193187403591,107582598621022934,432010,150.0,0.0,850.0,300.0,850.0,300.0
1964677,ESPORTSTMNT01:2783291,100,711701,100,69697,200,2022-03-11T02:08:50.881Z,107581300297680248,107593829779624086,107581284487120142,409017,2150.0,1800.0,1500.0,2050.0,1500.0,2050.0
1235982,ESPORTSTMNT01:2783304,100,696628,100,322500,100,2022-03-11T03:04:22.539Z,107581284487120142,107593829779624087,107581300297680248,354022,1050.0,50.0,0.0,400.0,0.0,400.0
2109139,ESPORTSTMNT01:2783353,100,782619,100,200291,100,2022-03-11T05:09:00.935Z,105550054006182911,107559433600135435,105550033967461806,2097014,1450.0,0.0,300.0,100.0,300.0,100.0
1181080,ESPORTSTMNT01:2783410,100,777105,100,193189,100,2022-03-11T10:08:46.215Z,107700199633958891,107693721183063543,107700208463820785,510032,1950.0,0.0,0.0,350.0,0.0,350.0
1408670,ESPORTSTMNT01:2783411,100,765122,100,170853,200,2022-03-11T10:16:43.810Z,100285330168091787,107455808283066370,103535282119620510,782012,2200.0,0.0,0.0,700.0,0.0,700.0
1862143,ESPORTSTMNT01:2783447,100,616403,100,111248,100,2022-03-11T12:56:19.912Z,104367068120825486,107693721182997961,99566406490127625,880027,2200.0,200.0,150.0,150.0,150.0,150.0
1755475,ESPORTSTMNT01:2800030,200,789055,200,254244,200,2022-03-12T10:04:51.753Z,107700204561086446,107693721182997977,104367068120825486,1878006,700.0,1000.0,1550.0,650.0,1550.0,650.0
1822431,ESPORTSTMNT01:2800042,200,762207,100,508850,100,2022-03-12T11:05:43.149Z,106269859169658575,107693721183063521,107700208463820785,1304013,1350.0,950.0,1850.0,950.0,1850.0,950.0
1299186,ESPORTSTMNT01:2800052,100,864003,100,295084,100,2022-03-12T12:15:50.394Z,99566406490127625,107693721182801349,107700211633200412,444025,2800.0,0.0,0.0,450.0,0.0,450.0
1848747,ESPORTSTMNT01:2800057,200,657598,200,375124,200,2022-03-12T13:06:21.064Z,107700199633958891,107693721183063547,106269804045322803,670019,900.0,450.0,250.0,800.0,250.0,800.0
1372133,ESPORTSTMNT01:2800079,100,932744,100,157149,100,2022-03-12T15:10:05.050Z,103878020539746273,107417530554631228,105594135137147298,1436421,1550.0,0.0,0.0,800.0,0.0,800.0
2299525,ESPORTSTMNT01:2800095,100,928624,100,357079,100,2022-03-12T17:02:16.436Z,103878020539746273,107417530554631230,105594135137147298,1721008,150.0,1250.0,1750.0,450.0,1750.0,450.0
1739104,ESPORTSTMNT01:2800105,200,896379,100,331943,100,2022-03-12T18:10:27.361Z,105594135137147298,107417530554631231,103878020539746273,754001,1400.0,4550.0,500.0,750.0,500.0,750.0
2154244,ESPORTSTMNT01:2800145,200,950107,200,207057,100,2022-03-13T09:16:30.515Z,107700199633958891,107693721183063549,104367068120825486,1602031,2350.0,1550.0,700.0,700.0,700.0,700.0
1179302,ESPORTSTMNT01:2800152,100,636962,100,152798,100,2022-03-13T11:13:49.534Z,107700211633200412,107693721183063535,107760667929003738,1143029,750.0,0.0,0.0,300.0,0.0,300.0
1335746,ESPORTSTMNT01:2800157,100,949912,100,533860,200,2022-03-13T12:10:55.634Z,107700204561086446,107693721182997971,107700208463820785,935002,1650.0,150.0,50.0,0.0,50.0,0.0
1391561,ESPORTSTMNT01:2800165,100,805354,100,485218,100,2022-03-13T12:58:56.646Z,106269804045322803,107693721183063525,106269859169658575,620030,1400.0,0.0,150.0,1100.0,150.0,1100.0
1642911,ESPORTSTMNT01:2800260,100,598501,100,225741,100,2022-03-14T17:04:54.479Z,105521637552587612,107575410020761265,105521451717484016,1132002,2050.0,0.0,0.0,1000.0,0.0,1000.0
1463984,ESPORTSTMNT01:2800544,100,744164,100,300339,100,2022-03-20T16:14:41.090Z,107575082591536093,107597929684883561,102787200129022886,624019,2850.0,100.0,0.0,650.0,0.0,650.0
2001823,ESPORTSTMNT01:2800551,100,899974,100,392456,100,2022-03-20T17:00:27.042Z,107575082591536093,107597929684883562,102787200129022886,1379024,2300.0,1050.0,550.0,850.0,550.0,850.0
1547462,ESPORTSTMNT01:2800554,200,871649,200,162214,200,2022-03-20T17:04:30.312Z,102787200149928963,107575410020761271,105521637552587612,1266014,100.0,1500.0,0.0,200.0,0.0,200.0
1418406,ESPORTSTMNT01:2800560,100,893366,200,219177,200,2022-03-20T17:52:18.585Z,102787200149928963,107575410020761272,105521637552587612,1401010,1050.0,0.0,600.0,50.0,600.0,50.0
1177095,ESPORTSTMNT01:2800562,200,848691,100,196592,100,2022-03-20T17:56:13.917Z,102787200129022886,107597929684883563,107575082591536093,1282010,900.0,550.0,1750.0,1000.0,1750.0,1000.0
2122593,ESPORTSTMNT01:2800563,200,872004,200,252657,200,2022-03-20T18:09:19.131Z,105536918475957734,107457033676741342,107456994699991548,1857005,200.0,2050.0,1150.0,450.0,1150.0,450.0
1859713,ESPORTSTMNT01:2800564,200,613150,100,230371,100,2022-03-20T18:36:51.594Z,105521637552587612,107575410020761273,102787200149928963,1877024,200.0,1350.0,1300.0,950.0,1300.0,950.0
2098527,ESPORTSTMNT01:2800565,200,917707,200,160085,100,2022-03-20T19:15:22.276Z,105536918475957734,107457033676741343,107456994699991548,1029015,1700.0,1900.0,250.0,1050.0,250.0,1050.0
1791936,ESPORTSTMNT01:2800573,100,766546,100,78331,100,2022-03-20T20:18:45.060Z,107456994699991548,107457033676741344,105536918475957734,635019,2250.0,0.0,50.0,1650.0,50.0,1650.0
1606696,ESPORTSTMNT01:2810127,100,906466,100,219118,200,2022-03-13T09:07:29.381Z,103535282119620510,107455808283066352,101428372598668846,810024,1550.0,50.0,150.0,800.0,150.0,800.0
1435590,ESPORTSTMNT01:2810133,100,894001,100,214081,100,2022-03-13T11:11:09.492Z,101428372605353526,107455808283066388,101428372602011186,644007,2950.0,0.0,0.0,150.0,0.0,150.0
1774210,ESPORTSTMNT01:2810138,100,850131,100,148822,100,2022-03-13T12:18:55.910Z,100285330168091787,107455808283066360,101428372603715124,1151023,1300.0,50.0,50.0,550.0,50.0,550.0
2066678,ESPORTSTMNT01:2810154,200,945118,200,272678,200,2022-03-13T16:23:48.312Z,107575082591536093,107597929684883543,102787200129022886,962005,650.0,800.0,250.0,100.0,250.0,100.0
1912611,ESPORTSTMNT01:2810157,100,762214,100,506476,200,2022-03-13T17:03:20.945Z,105504044166670507,107417752301978948,103877589042434434,898028,2600.0,350.0,550.0,950.0,550.0,950.0
1721164,ESPORTSTMNT01:2810162,100,747331,100,334655,100,2022-03-13T17:59:34.743Z,103877589042434434,107417752301978949,105504044166670507,1127024,900.0,0.0,0.0,400.0,0.0,400.0
1525302,ESPORTSTMNT01:2810165,100,863883,100,237051,100,2022-03-13T18:03:22.545Z,107456994699991548,107457033676741336,105536773074826367,535003,3550.0,0.0,0.0,1500.0,0.0,1500.0
1733102,ESPORTSTMNT01:2810174,100,689331,200,260860,100,2022-03-13T18:21:51.784Z,107575082591536093,107597929684883545,102787200129022886,1703028,1100.0,300.0,950.0,500.0,950.0,500.0
1764106,ESPORTSTMNT01:2810176,100,923378,200,197529,200,2022-03-13T18:49:07.183Z,107456994699991548,107457033676741337,105536773074826367,1600013,950.0,150.0,850.0,0.0,850.0,0.0
1774051,ESPORTSTMNT01:2810178,200,955880,200,431393,200,2022-03-13T19:00:30.413Z,105504044166670507,107417752301978950,103877589042434434,1316007,250.0,2200.0,50.0,150.0,50.0,150.0
1469362,ESPORTSTMNT01:2810185,100,978495,100,211335,100,2022-03-13T19:14:37.752Z,107575082591536093,107597929684883546,102787200129022886,706014,1050.0,0.0,0.0,1000.0,0.0,1000.0
1744992,ESPORTSTMNT01:2810187,200,902227,200,189784,100,2022-03-13T19:40:51.880Z,105536773074826367,107457033676741338,107456994699991548,620021,1600.0,1650.0,850.0,1200.0,850.0,1200.0
1432851,ESPORTSTMNT01:2810190,100,944475,100,247356,100,2022-03-13T20:00:39.036Z,103877589042434434,107417752301978951,105504044166670507,1261002,750.0,0.0,0.0,1850.0,0.0,1850.0
2130568,ESPORTSTMNT01:2810245,200,979430,100,728304,200,2022-03-14T10:08:24.018Z,101428372603715124,107455808283131940,101428372598668846,1114030,150.0,300.0,700.0,300.0,700.0,300.0
1580110,ESPORTSTMNT01:2810248,100,703325,100,264092,100,2022-03-14T12:23:05.473Z,100285330168091787,107455808283131966,101428372605353526,524019,1900.0,0.0,50.0,150.0,50.0,150.0
2008431,ESPORTSTMNT01:2810423,200,908649,100,195558,100,2022-03-19T15:08:51.417Z,103878020539746273,107417530554631234,102787200132955066,869027,400.0,300.0,1300.0,1000.0,1300.0,1000.0
1406863,ESPORTSTMNT01:2810425,200,807519,200,273814,200,2022-03-19T16:13:52.378Z,102787200132955066,107417530554631235,103878020539746273,1491021,1450.0,850.0,2000.0,1450.0,2000.0,1450.0
1885900,ESPORTSTMNT01:2810438,100,737769,100,264713,200,2022-03-19T17:40:21.785Z,102787200129022886,107597929684883556,106382545123328648,1461032,300.0,400.0,2250.0,2050.0,2250.0,2050.0
1950015,ESPORTSTMNT01:2810441,100,753803,100,201497,100,2022-03-19T18:18:50.312Z,102787200132955066,107417530554631237,103878020539746273,826025,1800.0,450.0,0.0,1600.0,0.0,1600.0
1471944,ESPORTSTMNT01:2810442,200,841449,200,169738,200,2022-03-19T18:47:07.021Z,106382545123328648,107597929684883557,102787200129022886,857012,650.0,750.0,1000.0,750.0,1000.0,750.0
1602356,ESPORTSTMNT01:2810446,100,817717,100,146372,200,2022-03-19T19:41:54.402Z,102787200129022886,107597929684883558,106382545123328648,821020,700.0,1350.0,1100.0,600.0,1100.0,600.0
1865462,ESPORTSTMNT01:2860394,100,918089,200,325758,100,2022-04-02T21:27:12.062Z,98767991877340524,107458367241871127,99294153828264740,1072009,450.0,0.0,450.0,1700.0,450.0,1700.0
1594641,ESPORTSTMNT01:2860401,100,869356,200,160269,200,2022-04-02T22:28:40.245Z,99294153828264740,107458367241871128,98767991877340524,885016,1500.0,500.0,450.0,1400.0,450.0,1400.0
1997025,ESPORTSTMNT01:2861096,100,979805,100,452707,100,2022-04-10T20:38:49.674Z,98926509892121852,107458367241936681,103461966951059521,1973026,2450.0,1800.0,1650.0,2200.0,1650.0,2200.0
2281806,ESPORTSTMNT01:2861109,200,901604,200,222021,200,2022-04-10T21:54:50.678Z,98926509892121852,107458367241936682,103461966951059521,418000,2100.0,3050.0,150.0,600.0,150.0,600.0
1817461,ESPORTSTMNT01:2862448,100,831308,200,162206,200,2022-04-24T19:51:06.636Z,103461966951059521,107458367241936698,99294153828264740,854022,1950.0,1450.0,300.0,0.0,300.0,0.0
1378292,ESPORTSTMNT01:2862478,100,952832,100,577218,200,2022-04-24T20:48:43.579Z,103461966951059521,107458367241936699,99294153828264740,908001,1650.0,0.0,0.0,0.0,0.0,0.0
1636134,ESPORTSTMNT01:2870689,200,848564,200,90141,100,2022-04-03T21:45:20.665Z,103461966951059521,107458367241871122,98926509885559666,620000,300.0,1550.0,550.0,250.0,550.0,250.0
1619226,ESPORTSTMNT01:2870691,200,757166,200,48206,100,2022-04-03T22:36:24.401Z,98926509885559666,107458367241871123,103461966951059521,1663007,50.0,850.0,1150.0,150.0,1150.0,150.0
1867696,ESPORTSTMNT01:2870693,200,867657,200,210497,200,2022-04-03T23:29:14.189Z,103461966951059521,107458367241871124,98926509885559666,1551019,650.0,1300.0,850.0,350.0,850.0,350.0
