"gametime","platformgameid","teamid"
"731014","ESPORTSTMNT03:2798262","200"
"645181","ESPORTSTMNT05:1410711","200"
"1016013","ESPORTSTMNT01:3383590","100"
"963934","LPL_B:328235","100"
"750930","ESPORTSTMNT05:2941999","200"
"818278","ESPORTSTMNT01:3343164","100"
"1191438","ESPORTSTMNT02:3220891","100"
"889793","ESPORTSTMNT06:2541345","100"
"886475","ESPORTSTMNT01:3398553","200"
"979586","ESPORTSTMNT01:2136300","100"
"693345","ESPORTSTMNT06:1020649","200"
"1190163","ESPORTSTMNT02:1270555","100"
"1139054","ESPORTSTMNT01:3407528","100"
"847170","ESPORTSTMNT02:2073662","100"
"819144","ESPORTSTMNT03:1404522","100"
"918106","ESPORTSTMNT01:3332778","100"
"1446810","ESPORTSTMNT06:2531126","200"
"1144896","ESPORTSTMNT01:3308027","200"
"980941","ESPORTSTMNT03:1823095","200"
"619880","ESPORTSTMNT05:1520649","100"
"887806","ESPORTSTMNT01:2691494","200"
"974740","ESPORTSTMNT06:1300295","100"
"938315","ESPORTSTMNT03:2566413","100"
"1017633","ESPORTSTMNT04:1330044","100"
"921364","ESPORTSTMNT06:1320892","100"
"901294","ESPORTSTMNT02:2671200","200"
"939202","ESPORTSTMNT03:2830575","200"
"906562","ESPORTSTMNT02:2789857","200"
"936256","ESPORTSTMNT06:1861062","100"
"973224","ESPORTSTMNT03:2002572","200"
"891338","ESPORTSTMNT04:2200271","200"
"942726","ESPORTSTMNT01:2773026","100"
"1011114","ESPORTSTMNT03:2542608","100"
"977536","ESPORTSTMNT04:2663973","100"
"1582944","ESPORTSTMNT06:1270318","100"
"537715","ESPORTSTMNT02:2260146","100"
"1497379","ESPORTSTMNT01:3407486","200"
"1000517","ESPORTSTMNT02:3169559","200"
"660848","ESPORTSTMNT03:2636241","100"
"784729","ESPORTSTMNT04:2656245","100"
"782819","ESPORTSTMNT02:1104004","200"
"744057","ESPORTSTMNT01:3417445","200"
"713728","ESPORTSTMNT06:1071461","100"
"889040","ESPORTSTMNT05:2980160","100"
"1316629","ESPORTSTMNT01:2965048","200"
"914824","ESPORTSTMNT05:2530549","100"
"1262979","ESPORTSTMNT03:2885390","200"
"1203294","ESPORTSTMNT04:2692228","200"
"681762","ESPORTSTMNT01:3334291","200"
"1091446","ESPORTSTMNT01:1690841","200"
"1201005","ESPORTSTMNT05:2760205","100"
"1332882","ESPORTSTMNT01:3372716","200"
"900105","ESPORTSTMNT03:3129569","200"
"897465","ESPORTSTMNT04:1810254","100"
"928253","ESPORTSTMNT03:2931422","100"
"752956","ESPORTSTMNT03:3096742","200"
"677022","ESPORTSTMNT03:2561456","100"
"647113","ESPORTSTMNT02:1938663","100"
"911948","ESPORTSTMNT03:3177570","100"
"766927","ESPORTSTMNT01:2030263","200"
"937094","ESPORTSTMNT02:3141521","200"
"830912","ESPORTSTMNT02:1281110","200"
"804102","ESPORTSTMNT04:2230467","100"
"868003","ESPORTSTMNT06:1310115","100"
"1315632","ESPORTSTMNT02:2884971","100"
"864523","ESPORTSTMNT03:1825145","100"
"865889","ESPORTSTMNT05:1980904","200"
"1122632","ESPORTSTMNT01:3313248","100"
"909571","ESPORTSTMNT03:2055305","200"
"1221014","ESPORTSTMNT03:2569281","200"
"895245","ESPORTSTMNT02:3210763","200"
"915324","LPL_A:343936","100"
"1252582","ESPORTSTMNT03:1951571","100"
"917652","ESPORTSTMNT02:2674307","200"
"718110","ESPORTSTMNT06:1571045","100"
"861817","ESPORTSTMNT01:1323941","200"
"1029601","ESPORTSTMNT02:3163857","200"
"833406","ESPORTSTMNT02:2663850","200"
"855728","ESPORTSTMNT06:1180366","100"
"577609","ESPORTSTMNT02:1281267","200"
"978762","ESPORTSTMNT03:1443527","200"
"1249727","ESPORTSTMNT02:1734394","100"
"938689","ESPORTSTMNT02:3143454","200"
"751595","ESPORTSTMNT04:2451534","200"
"949537","ESPORTSTMNT05:1971072","100"
"802866","ESPORTSTMNT02:2972350","200"
"690032","ESPORTSTMNT03:1631118","200"
"1184597","ESPORTSTMNT01:3311848","100"
"1135481","ESPORTSTMNT04:2665281","100"
"719861","ESPORTSTMNT06:2530829","200"
"982614","ESPORTSTMNT03:3092236","100"
"841396","ESPORTSTMNT01:2697651","200"
"846841","ESPORTSTMNT01:3408822","100"
"921803","ESPORTSTMNT01:2771623","200"
"1107520","ESPORTSTMNT01:2744179","100"
"982834","ESPORTSTMNT05:3239367","100"
"669414","ESPORTSTMNT05:2670500","100"
"809041","ESPORTSTMNT03:2930064","100"
"1095899","ESPORTSTMNT02:1260525","100"
"894503","ESPORTSTMNT03:2714536","200"
"866831","ESPORTSTMNT01:3380486","200"
"918121","ESPORTSTMNT01:1131451","100"
"647898","ESPORTSTMNT04:2220295","200"
"998915","ESPORTSTMNT01:2700432","100"
"1020168","ESPORTSTMNT03:2052020","200"
"965045","ESPORTSTMNT03:1760771","100"
"843518","ESPORTSTMNT04:1800724","200"
"885033","ESPORTSTMNT03:1551831","100"
"819917","ESPORTSTMNT01:1894686","200"
"1167686","ESPORTSTMNT01:3384079","100"
"817882","ESPORTSTMNT02:3190811","100"
"891117","ESPORTSTMNT01:3330766","200"
"656050","ESPORTSTMNT02:2573038","200"
"920807","ESPORTSTMNT05:1870286","100"
"891078","ESPORTSTMNT01:2133736","200"
"710147","ESPORTSTMNT01:2783421","200"
"726310","ESPORTSTMNT06:2290127","200"
"1038623","ESPORTSTMNT02:3041903","200"
"584821","ESPORTSTMNT06:1881002","100"
"632001","ESPORTSTMNT02:1291045","200"
"1038179","ESPORTSTMNT05:2950655","100"
"1022728","ESPORTSTMNT05:2940485","100"
"931766","ESPORTSTMNT03:3131927","100"
"725712","ESPORTSTMNT03:3116064","200"
"736389","ESPORTSTMNT01:1300935","200"
"991424","ESPORTSTMNT03:1352552","200"
"948476","ESPORTSTMNT02:2554483","200"
"1193197","ESPORTSTMNT03:1641027","100"
"1074895","ESPORTSTMNT02:2663209","100"
"1042230","ESPORTSTMNT03:3130372","100"
"979827","ESPORTSTMNT04:2666120","100"
"1039137","ESPORTSTMNT03:1403600","200"
"743522","ESPORTSTMNT02:2661160","100"
"836665","ESPORTSTMNT01:2772562","200"
"804915","ESPORTSTMNT03:2101804","100"
"945316","ESPORTSTMNT02:1926467","100"
"892542","ESPORTSTMNT02:2555403","100"
"923520","ESPORTSTMNT01:3320031","100"
"596133","ESPORTSTMNT03:3103008","100"
"979327","ESPORTSTMNT04:1880363","100"
"916846","ESPORTSTMNT02:3221246","100"
"842401","ESPORTSTMNT05:1981178","100"
"1020412","ESPORTSTMNT03:1433748","100"
"795922","ESPORTSTMNT06:2460579","200"
"1440977","ESPORTSTMNT01:1143700","200"
"980645","ESPORTSTMNT03:1133745","200"
"1011344","ESPORTSTMNT06:1580789","200"
"957681","ESPORTSTMNT02:1385159","100"
"773954","ESPORTSTMNT02:2077856","200"
"868956","ESPORTSTMNT05:2020037","200"
"970233","ESPORTSTMNT01:3404678","100"
"862454","ESPORTSTMNT03:2797366","100"
"1109196","ESPORTSTMNT02:2664248","100"
"802802","ESPORTSTMNT01:3010068","200"
"724815","ESPORTSTMNT01:2702196","200"
"1022250","ESPORTSTMNT03:2654180","200"
"636675","ESPORTSTMNT01:1721719","200"
"891335","LPL_A:343450","100"
"902538","ESPORTSTMNT04:1660266","100"
"862374","ESPORTSTMNT01:3316688","100"
"839279","ESPORTSTMNT01:3386993","200"
"814631","ESPORTSTMNT04:2670523","100"
"834841","ESPORTSTMNT02:1094477","200"
"860560","ESPORTSTMNT05:2580212","200"
"948332","ESPORTSTMNT03:3088872","200"
"714007","ESPORTSTMNT03:3124898","200"
"916849","ESPORTSTMNT01:1120789","200"
"705783","ESPORTSTMNT06:1840436","100"
"750220","ESPORTSTMNT03:2091995","100"
"1083102","ESPORTSTMNT03:3198741","200"
"726024","ESPORTSTMNT02:2065327","200"
"999977","ESPORTSTMNT01:3329670","100"
"1285251","ESPORTSTMNT03:2101640","100"
"1127266","ESPORTSTMNT03:1350872","100"
"919614","ESPORTSTMNT05:2990860","100"
"884086","ESPORTSTMNT06:1861064","200"
"931026","ESPORTSTMNT01:2143685","200"
"968317","LPL_A:342190","100"
"1009716","ESPORTSTMNT06:2500250","200"
"1200296","ESPORTSTMNT03:2885053","200"
"801121","ESPORTSTMNT01:1401595","200"
"1079788","ESPORTSTMNT01:3336261","100"
"940657","ESPORTSTMNT05:2951632","100"
"931547","ESPORTSTMNT02:1381917","100"
"755210","ESPORTSTMNT01:2782469","100"
"990669","ESPORTSTMNT03:2002608","100"
"832856","ESPORTSTMNT06:2822305","200"
"757037","ESPORTSTMNT02:2578314","200"
"1032558","ESPORTSTMNT03:1766232","100"
"1147496","ESPORTSTMNT01:3336455","200"
"827544","ESPORTSTMNT01:3406900","100"
"550503","ESPORTSTMNT02:2578037","100"
"1207839","ESPORTSTMNT02:2553075","100"
"813040","ESPORTSTMNT01:3367502","100"
"1158286","ESPORTSTMNT02:3231318","100"
"958937","ESPORTSTMNT02:1320823","100"
"787915","ESPORTSTMNT02:3170401","200"
"1091948","ESPORTSTMNT03:2051801","200"
"775204","ESPORTSTMNT03:3125343","200"
"985560","LPL_B:327522","100"
"910131","ESPORTSTMNT04:2673966","100"
"953553","ESPORTSTMNT03:1551806","100"
"1250698","ESPORTSTMNT01:2693789","100"
"1190436","ESPORTSTMNT03:2636466","200"
"1012716","ESPORTSTMNT06:2817915","100"
"920173","ESPORTSTMNT05:2520142","200"
"1047643","ESPORTSTMNT02:1926172","200"
"867518","ESPORTSTMNT03:2790980","100"
"571729","ESPORTSTMNT01:1405624","100"
"944359","ESPORTSTMNT06:1881349","200"
"980605","ESPORTSTMNT04:2290315","100"
"896562","ESPORTSTMNT02:3154434","100"
"1051715","ESPORTSTMNT01:3327477","200"
"744184","ESPORTSTMNT04:2410351","200"
"922325","ESPORTSTMNT01:3379197","200"
"858233","ESPORTSTMNT04:1890296","100"
"1015963","ESPORTSTMNT02:2779328","100"
"959529","ESPORTSTMNT05:2943023","100"
"942715","ESPORTSTMNT03:1756959","200"
"840546","ESPORTSTMNT05:1440690","100"
"779822","ESPORTSTMNT06:2340370","100"
"727000","ESPORTSTMNT01:1291737","200"
"842460","ESPORTSTMNT05:1390257","100"
"1255247","ESPORTSTMNT06:1560068","200"
"783695","ESPORTSTMNT06:1881079","100"
"1075398","ESPORTSTMNT03:1100980","200"
"1143236","ESPORTSTMNT05:1832055","200"
"813860","ESPORTSTMNT01:2982848","200"
"680680","ESPORTSTMNT02:2556364","200"
"654411","ESPORTSTMNT03:1631207","200"
"1282582","ESPORTSTMNT02:3142305","100"
"657011","ESPORTSTMNT03:1990208","200"
"1081716","ESPORTSTMNT01:3082943","200"
"1100080","ESPORTSTMNT06:1840955","100"
"1222721","ESPORTSTMNT01:3325255","200"
"856451","ESPORTSTMNT01:1886833","100"
"859815","ESPORTSTMNT03:2793474","200"
"1071871","ESPORTSTMNT02:1104235","100"
"925756","LPL_B:323139","200"
"732645","ESPORTSTMNT06:1690221","200"
"1017766","ESPORTSTMNT02:1924039","200"
"903208","ESPORTSTMNT05:2942515","200"
"576545","ESPORTSTMNT03:1404080","100"
"887269","ESPORTSTMNT01:1692355","100"
"810339","ESPORTSTMNT03:2007068","200"
"1013370","ESPORTSTMNT01:1155220","100"
"971429","ESPORTSTMNT06:2531748","100"
"749322","ESPORTSTMNT02:1102033","200"
"1122216","ESPORTSTMNT01:3402602","100"
"780183","ESPORTSTMNT04:1800359","200"
"981546","ESPORTSTMNT02:3169368","200"
"978070","ESPORTSTMNT05:2530963","200"
"803600","ESPORTSTMNT06:2510009","200"
"570038","ESPORTSTMNT03:1631206","200"
"1222550","ESPORTSTMNT03:2780214","100"
"947611","ESPORTSTMNT04:2664639","100"
"775751","ESPORTSTMNT03:2714611","200"
"863167","ESPORTSTMNT03:1117297","200"
"713625","ESPORTSTMNT03:1551701","100"
"1226522","ESPORTSTMNT06:1881122","200"
"555249","ESPORTSTMNT05:1530143","200"
"765828","ESPORTSTMNT04:2684848","200"
"984504","ESPORTSTMNT01:2694058","100"
"930031","ESPORTSTMNT05:2952473","200"
"1059925","ESPORTSTMNT03:3126434","200"
"1251018","ESPORTSTMNT03:3116248","100"
"1056804","ESPORTSTMNT06:2260423","200"
"566373","ESPORTSTMNT05:2941998","200"
"1082697","ESPORTSTMNT02:2076233","100"
"901798","ESPORTSTMNT02:1413832","100"
"1016290","ESPORTSTMNT06:2532170","100"
"896032","ESPORTSTMNT03:2101680","200"
"870642","ESPORTSTMNT03:2547288","200"
"1053118","ESPORTSTMNT04:2692186","100"
"844827","ESPORTSTMNT03:2543611","100"
"1040931","ESPORTSTMNT02:1735292","100"
"1113667","ESPORTSTMNT05:1822036","100"
"1008439","ESPORTSTMNT06:2816810","100"
"827509","ESPORTSTMNT01:2591846","100"
"805729","ESPORTSTMNT06:2190797","200"
"1155226","ESPORTSTMNT03:1995821","200"
"628383","ESPORTSTMNT04:2667146","100"
"956121","ESPORTSTMNT03:3119946","100"
"695986","ESPORTSTMNT03:1414400","100"
"840482","ESPORTSTMNT06:2470770","200"
"1392327","LPL_A:331179","100"
"1236488","ESPORTSTMNT05:1831400","200"
"1086486","ESPORTSTMNT04:1970442","200"
"1097137","ESPORTSTMNT03:1995279","100"
"1020021","LPL_A:342581","200"
"955635","ESPORTSTMNT01:3333540","100"
"926129","ESPORTSTMNT01:3338904","200"
"573796","ESPORTSTMNT05:1520498","200"
"1040949","ESPORTSTMNT03:3095575","200"
"1063127","ESPORTSTMNT01:3414497","200"
"862707","ESPORTSTMNT03:1333677","200"
"1048806","ESPORTSTMNT06:1570290","100"
"1288846","ESPORTSTMNT06:2260481","100"
"862111","ESPORTSTMNT05:1821241","100"
"561168","ESPORTSTMNT01:2135213","200"
"898688","ESPORTSTMNT01:3415992","100"
"1375334","ESPORTSTMNT01:2745300","200"
"802135","ESPORTSTMNT04:2689091","200"
"824459","ESPORTSTMNT02:1693141","200"
"917310","ESPORTSTMNT02:3189804","200"
"1067680","ESPORTSTMNT02:2554198","200"
"952608","ESPORTSTMNT02:1924544","100"
"1008690","ESPORTSTMNT02:2776794","100"
"724023","ESPORTSTMNT02:2661673","200"
"794031","ESPORTSTMNT02:3157998","200"
"1065564","ESPORTSTMNT05:2760540","200"
"954188","ESPORTSTMNT01:1305624","100"
"754401","ESPORTSTMNT03:3133251","200"
"1043069","ESPORTSTMNT01:3091522","100"
"891826","ESPORTSTMNT05:3219457","200"
"864834","ESPORTSTMNT05:1410132","200"
"958267","ESPORTSTMNT02:2789810","100"
"834418","ESPORTSTMNT01:2697444","100"
"1213730","ESPORTSTMNT02:1722619","200"
"925224","ESPORTSTMNT04:1971182","200"
"835248","ESPORTSTMNT06:2819642","100"
"757123","ESPORTSTMNT01:3329971","100"
"1018762","ESPORTSTMNT02:1086407","200"
"879002","ESPORTSTMNT02:3217327","100"
"1020435","ESPORTSTMNT04:2693243","200"
"654930","ESPORTSTMNT03:1127218","100"
"864682","ESPORTSTMNT04:2471797","100"
"1211375","ESPORTSTMNT01:2695805","100"
"671561","ESPORTSTMNT01:3411062","200"
"1700592","ESPORTSTMNT04:1800209","100"
"948230","ESPORTSTMNT04:2683788","100"
"1084743","ESPORTSTMNT05:3222081","200"
"1012636","ESPORTSTMNT06:1881135","100"
"750824","ESPORTSTMNT02:1295331","200"
"913629","ESPORTSTMNT02:3218228","200"
"1036865","ESPORTSTMNT06:2819304","200"
"847953","ESPORTSTMNT02:3140610","100"
"549807","ESPORTSTMNT02:1726064","200"
"888522","ESPORTSTMNT05:3222408","200"
"899143","ESPORTSTMNT04:2451041","100"
"976127","ESPORTSTMNT06:2531145","200"
"1003242","ESPORTSTMNT01:3408162","200"
"910633","ESPORTSTMNT04:2140140","200"
"959247","ESPORTSTMNT01:3391036","200"
"1085921","ESPORTSTMNT02:2963763","200"
"748299","ESPORTSTMNT03:2885716","200"
"891823","ESPORTSTMNT03:1823098","100"
"835858","ESPORTSTMNT03:2653118","200"
"739444","ESPORTSTMNT05:3239389","100"
"1014649","ESPORTSTMNT01:3295610","200"
"1449265","LPL_A:328720","100"
"1195578","ESPORTSTMNT02:3140740","100"
"841864","ESPORTSTMNT02:1922359","100"
"978873","ESPORTSTMNT01:1325167","200"
"964296","ESPORTSTMNT02:2076314","200"
"1015737","ESPORTSTMNT06:2819664","200"
"690495","ESPORTSTMNT05:1981385","100"
"1106544","ESPORTSTMNT05:2990357","100"
"660701","ESPORTSTMNT03:2789671","100"
"1067225","ESPORTSTMNT03:3193877","100"
"943848","ESPORTSTMNT03:3131457","200"
"887198","ESPORTSTMNT03:2563015","200"
"2193673","ESPORTSTMNT02:3139906","200"
"690888","ESPORTSTMNT04:1660397","200"
"929587","ESPORTSTMNT01:3310232","100"
"777932","ESPORTSTMNT01:1682882","200"
"875856","ESPORTSTMNT01:3328079","200"
"890081","ESPORTSTMNT01:3086446","100"
"922751","ESPORTSTMNT02:2670816","200"
"2114757","ESPORTSTMNT03:1532935","100"
"976352","ESPORTSTMNT02:1698014","100"
"747771","ESPORTSTMNT02:2210033","200"
"905155","ESPORTSTMNT02:3160853","200"
"1271118","ESPORTSTMNT03:3095022","100"
"924992","ESPORTSTMNT05:1870667","100"
"991836","ESPORTSTMNT05:2942491","200"
"985214","ESPORTSTMNT03:1334248","200"
"1056734","ESPORTSTMNT02:3166508","100"
"869601","ESPORTSTMNT04:2690096","200"
"1081862","ESPORTSTMNT06:1880536","100"
"865225","ESPORTSTMNT03:1114522","200"
"1024127","ESPORTSTMNT06:2768703","200"
"875065","ESPORTSTMNT05:2600010","200"
"1066528","ESPORTSTMNT02:2663542","200"
"927306","ESPORTSTMNT03:2712519","100"
"825926","LPL_A:331805","200"
"811464","ESPORTSTMNT06:1170837","200"
"891817","LPL_B:327583","100"
"950162","ESPORTSTMNT06:2500103","100"
"896916","ESPORTSTMNT03:2003021","100"
"816013","ESPORTSTMNT01:3318106","100"
"691536","ESPORTSTMNT03:2543154","200"
"1018621","ESPORTSTMNT04:1960519","200"
"980413","ESPORTSTMNT04:1250235","100"
"1125733","ESPORTSTMNT02:3170350","200"
"1019460","ESPORTSTMNT04:2472256","200"
"861661","ESPORTSTMNT03:3131241","200"
"716712","ESPORTSTMNT04:1481087","200"
"1069893","ESPORTSTMNT05:1830074","100"
"963276","ESPORTSTMNT03:3178575","100"
"903551","ESPORTSTMNT06:1571180","200"
"976823","ESPORTSTMNT02:1692808","200"
"957612","ESPORTSTMNT01:3329093","100"
"898379","ESPORTSTMNT02:3229077","100"
"985798","ESPORTSTMNT02:1384656","200"
"809207","ESPORTSTMNT06:1190497","200"
"1118310","ESPORTSTMNT05:3218532","200"
"941857","ESPORTSTMNT01:2966070","100"
"1110077","ESPORTSTMNT02:1936537","200"
"1018685","ESPORTSTMNT03:2789627","100"
"1066982","ESPORTSTMNT01:1304282","200"
"627825","ESPORTSTMNT03:2637554","200"
"1222535","ESPORTSTMNT06:2815737","100"
"926760","ESPORTSTMNT01:1144891","100"
"939584","ESPORTSTMNT01:1893214","100"
"510232","ESPORTSTMNT01:2144284","200"
"1195928","ESPORTSTMNT03:1092143","200"
"1072290","ESPORTSTMNT04:1250160","100"
"1126296","ESPORTSTMNT05:3240492","100"
"1036124","ESPORTSTMNT03:2549584","100"
"964582","ESPORTSTMNT03:2658141","200"
"826021","ESPORTSTMNT02:3218812","200"
"1134314","ESPORTSTMNT05:3090746","200"
"1082282","ESPORTSTMNT06:2763193","200"
"988896","ESPORTSTMNT03:3127918","100"
"767223","ESPORTSTMNT06:1031270","200"
"1302784","ESPORTSTMNT02:3217756","100"
"878398","ESPORTSTMNT02:3219069","200"
"919983","ESPORTSTMNT03:3097664","200"
"668592","ESPORTSTMNT01:2982864","100"
"950878","ESPORTSTMNT01:3340066","200"
"928174","ESPORTSTMNT03:3176947","200"
"1308151","ESPORTSTMNT01:1882810","100"
"652869","ESPORTSTMNT03:1992674","100"
"571847","ESPORTSTMNT05:1860815","100"
"717991","ESPORTSTMNT01:2780834","200"
"796109","ESPORTSTMNT02:1681778","100"
"923910","ESPORTSTMNT02:2076533","200"
"1037712","ESPORTSTMNT01:1291442","100"
"624103","ESPORTSTMNT01:3092419","100"
"1445887","ESPORTSTMNT03:1114404","200"
"630818","ESPORTSTMNT01:2744219","200"
"1149505","ESPORTSTMNT03:3100084","100"
"1065980","ESPORTSTMNT01:3309830","100"
"729957","ESPORTSTMNT02:1937333","100"
"860877","ESPORTSTMNT05:2521000","100"
"998387","ESPORTSTMNT03:1333721","100"
"905059","ESPORTSTMNT04:2130034","100"
"1006123","ESPORTSTMNT04:2451521","100"
"1008117","ESPORTSTMNT05:2070165","200"
"822887","ESPORTSTMNT06:1881252","200"
"978640","ESPORTSTMNT01:3383089","200"
"1035660","ESPORTSTMNT06:2767689","200"
"915175","ESPORTSTMNT01:1155977","200"
"951692","ESPORTSTMNT02:2820615","100"
"1058120","ESPORTSTMNT03:3187789","200"
"958548","ESPORTSTMNT05:2610020","100"
"719566","ESPORTSTMNT01:3330557","200"
"732215","ESPORTSTMNT03:1140633","100"
"908253","ESPORTSTMNT01:3316155","100"
"594946","ESPORTSTMNT06:1300859","200"
"1145746","ESPORTSTMNT01:2742492","100"
"926307","ESPORTSTMNT02:1686301","200"
"916572","ESPORTSTMNT03:1433006","200"
"861415","ESPORTSTMNT03:2564389","100"
"770304","ESPORTSTMNT02:1384620","200"
"956056","ESPORTSTMNT02:1395870","200"
"587422","ESPORTSTMNT05:2953111","200"
"1331066","ESPORTSTMNT03:3086144","200"
"988147","ESPORTSTMNT04:1810744","100"
"1158356","ESPORTSTMNT04:2691247","200"
"694032","ESPORTSTMNT01:1132857","200"
"860824","ESPORTSTMNT01:2773157","100"
"1046987","ESPORTSTMNT04:2691904","100"
"802151","ESPORTSTMNT01:1436466","200"
"628256","ESPORTSTMNT04:2210121","200"
"1396684","ESPORTSTMNT02:2964165","200"
"893338","ESPORTSTMNT03:2549589","100"
"1224996","ESPORTSTMNT03:3188183","100"
"616122","ESPORTSTMNT02:2064808","200"
"1068828","ESPORTSTMNT03:1762985","100"
"1076108","ESPORTSTMNT04:2689837","100"
"701580","ESPORTSTMNT05:1831831","100"
"947924","ESPORTSTMNT03:2961716","100"
"1075705","ESPORTSTMNT05:2951728","200"
"978005","ESPORTSTMNT02:2575285","200"
"1145221","ESPORTSTMNT01:1144955","100"
"952255","ESPORTSTMNT02:1091363","200"
"989508","ESPORTSTMNT04:1800347","200"
"865798","ESPORTSTMNT02:1080561","200"
"1000918","ESPORTSTMNT01:3091876","100"
"1013362","ESPORTSTMNT01:3338918","200"
"817291","ESPORTSTMNT04:1570384","200"
"951417","ESPORTSTMNT03:1340760","100"
"898228","ESPORTSTMNT03:1684025","100"
"1194454","ESPORTSTMNT03:3168164","100"
"1154664","ESPORTSTMNT02:3219921","100"
"1004386","ESPORTSTMNT03:3102179","200"
"1128867","ESPORTSTMNT03:2796815","100"
"631254","ESPORTSTMNT01:1424413","100"
"710853","ESPORTSTMNT02:1320811","200"
"1268181","ESPORTSTMNT04:2451210","100"
"886661","ESPORTSTMNT01:3375039","100"
"951458","ESPORTSTMNT02:3221152","100"
"959997","ESPORTSTMNT03:2566823","200"
"942147","ESPORTSTMNT01:1880694","200"
"1009496","ESPORTSTMNT01:2906317","200"
"801159","ESPORTSTMNT03:1552615","100"
"892662","ESPORTSTMNT03:3191547","200"
"883577","ESPORTSTMNT05:1390170","200"
"1247240","ESPORTSTMNT03:3199178","200"
"603384","ESPORTSTMNT02:3166552","100"
"1026405","ESPORTSTMNT04:2471675","200"
"923582","ESPORTSTMNT03:2094054","200"
"981297","ESPORTSTMNT01:2770996","100"
"708197","ESPORTSTMNT02:3217200","200"
"718010","ESPORTSTMNT06:1071024","200"
"689314","ESPORTSTMNT02:2820291","200"
"655515","ESPORTSTMNT01:2735577","200"
"682747","ESPORTSTMNT06:1310404","100"
"1376886","ESPORTSTMNT01:2250285","200"
"698112","ESPORTSTMNT01:1431669","200"
"981785","ESPORTSTMNT06:1840851","200"
"867596","ESPORTSTMNT03:1413711","200"
"799402","ESPORTSTMNT01:2130762","200"
"690918","ESPORTSTMNT01:1324954","100"
"955329","ESPORTSTMNT06:1570754","200"
"601536","ESPORTSTMNT02:1722439","100"
"854865","ESPORTSTMNT02:2673009","200"
"931180","ESPORTSTMNT06:1190915","100"
"889630","ESPORTSTMNT01:3312690","200"
"1123105","ESPORTSTMNT05:1540097","100"
"1132445","ESPORTSTMNT04:1320063","100"
"826102","ESPORTSTMNT01:3336144","200"
"931041","ESPORTSTMNT02:2786573","200"
"898093","ESPORTSTMNT04:1130548","200"
"904312","ESPORTSTMNT03:1751196","200"
"892183","ESPORTSTMNT01:3405863","100"
"920229","ESPORTSTMNT01:1436333","100"
"1111279","ESPORTSTMNT06:2776133","200"
"891299","ESPORTSTMNT05:3221192","100"
"1637570","ESPORTSTMNT04:1600040","200"
"1050595","ESPORTSTMNT02:1115876","100"
"893773","ESPORTSTMNT02:2779317","100"
"1105063","ESPORTSTMNT01:2770433","200"
"1454529","ESPORTSTMNT01:2905971","100"
"950999","ESPORTSTMNT03:2890904","200"
"864735","ESPORTSTMNT03:3134196","200"
"857476","ESPORTSTMNT02:1095566","100"
"947153","ESPORTSTMNT02:2914531","200"
"991326","ESPORTSTMNT02:1960637","200"
"1024095","ESPORTSTMNT02:2075210","200"
"900231","ESPORTSTMNT02:3151595","100"
"1042620","ESPORTSTMNT03:1133756","100"
"737013","ESPORTSTMNT02:3191553","200"
"918444","ESPORTSTMNT01:1306165","200"
"927963","ESPORTSTMNT03:2544985","100"
"960507","ESPORTSTMNT04:2683955","200"
"980307","ESPORTSTMNT02:3156051","100"
"1008839","ESPORTSTMNT05:1210394","100"
"894516","ESPORTSTMNT01:2131062","100"
"1342695","ESPORTSTMNT03:1996827","100"
"816107","ESPORTSTMNT02:2971014","100"
"705703","ESPORTSTMNT05:2521004","200"
"885355","ESPORTSTMNT04:1971308","200"
"1195045","ESPORTSTMNT02:1101828","100"
"986979","ESPORTSTMNT02:1725539","100"
"966404","ESPORTSTMNT02:2557701","200"
"692707","ESPORTSTMNT03:3119033","200"
"953523","ESPORTSTMNT03:3193944","100"
"1013005","ESPORTSTMNT03:2104094","100"
"922005","ESPORTSTMNT06:2773252","200"
"1012532","ESPORTSTMNT01:2731918","200"
"848331","ESPORTSTMNT01:2139387","200"
"898311","ESPORTSTMNT03:1751181","100"
"919253","ESPORTSTMNT02:3212009","200"
"958302","ESPORTSTMNT02:1693175","100"
"1404831","ESPORTSTMNT03:2782287","100"
"1148749","ESPORTSTMNT03:2884520","200"
"899482","ESPORTSTMNT03:3141605","200"
"950999","ESPORTSTMNT05:1860562","200"
"963211","ESPORTSTMNT05:2750154","200"
"820683","ESPORTSTMNT01:3398688","100"
"697398","ESPORTSTMNT03:2070881","200"
"964046","ESPORTSTMNT02:3212514","100"
"1626300","ESPORTSTMNT05:2531004","100"
"894564","ESPORTSTMNT06:2818738","200"
"701717","ESPORTSTMNT01:2982090","200"
"936692","ESPORTSTMNT06:2460668","100"
"947242","ESPORTSTMNT01:1883205","100"
"983223","ESPORTSTMNT03:2703543","100"
"938329","ESPORTSTMNT03:2799374","200"
"1017256","ESPORTSTMNT02:3187940","200"
"1045980","ESPORTSTMNT04:2471945","200"
"709624","ESPORTSTMNT02:1692004","200"
"1270387","ESPORTSTMNT05:2020016","200"
"772195","ESPORTSTMNT01:2740661","200"
"1053298","ESPORTSTMNT01:2132172","200"
"860114","ESPORTSTMNT02:3220669","100"
"856436","ESPORTSTMNT03:3125422","100"
"1086761","ESPORTSTMNT03:1821670","100"
"1060407","ESPORTSTMNT02:2074181","100"
"921991","ESPORTSTMNT03:3182425","100"
