"platformgameid","teamid","side","shutdown_collected","blue_max_shutdown","red_max_shutdown"
"ESPORTSTMNT01:2772769","107423083507599175","100","0","1600.0","0.0"
"ESPORTSTMNT01:2772769","107423086908356081","200","550","1600.0","0.0"
"ESPORTSTMNT01:2250383","98767991916844003","200",,"1400.0","100.0"
"ESPORTSTMNT01:2250383","106806773698472633","100",,"1400.0","100.0"
"ESPORTSTMNT01:2704268","105550059790656435","100",,"550.0","100.0"
"ESPORTSTMNT01:2704268","105550054006182911","200",,"550.0","100.0"
"ESPORTSTMNT03:3117469","109671193729027761","200","3300","1800.0","300.0"
"ESPORTSTMNT03:3117469","99566405127798575","100","1450","1800.0","300.0"
"ESPORTSTMNT03:2548902","105521451717484016","100","100","1500.0","50.0"
"ESPORTSTMNT03:2548902","105521504308341229","200","1800","1500.0","50.0"
"ESPORTSTMNT03:2055028","103461966951059521","100",,"1350.0","0.0"
"ESPORTSTMNT03:2055028","98926509883054987","200",,"1350.0","0.0"
"ESPORTSTMNT03:3128976","105521706535388095","200","550","400.0","300.0"
"ESPORTSTMNT03:3128976","105521637552587612","100","650","400.0","300.0"
"ESPORTSTMNT03:1995810","103963753080578719","100",,"1400.0","0.0"
"ESPORTSTMNT03:1995810","99322214684939974","200",,"1400.0","0.0"
"ESPORTSTMNT03:2005839","102747101565183056","100",,"250.0","950.0"
"ESPORTSTMNT03:2005839","105505619546859895","200",,"250.0","950.0"
"ESPORTSTMNT01:2698440","104710678170825211","200",,"700.0","1100.0"
"ESPORTSTMNT01:2698440","105593182576105603","100",,"700.0","1100.0"
"ESPORTSTMNT01:3335520","105550049871017396","200","250","1400.0","0.0"
"ESPORTSTMNT01:3335520","105550026570060790","100","100","1400.0","0.0"
"ESPORTSTMNT06:1860933","99566406065437842","100",,"1400.0","100.0"
"ESPORTSTMNT06:1860933","99566406066182955","200",,"1400.0","100.0"
"ESPORTSTMNT01:3080933","102141671183409133","200","600","700.0","900.0"
"ESPORTSTMNT01:3080933","99566405127798575","100","250","700.0","900.0"
"ESPORTSTMNT03:1330903","99566405127798575","100",,"850.0","0.0"
"ESPORTSTMNT03:1330903","99566405123587075","200",,"850.0","0.0"
"ESPORTSTMNT03:2546645","107598805167594304","200","1650","2200.0","0.0"
"ESPORTSTMNT03:2546645","107598704067400262","100","0","2200.0","0.0"
"ESPORTSTMNT04:2451869","105550033967461806","200","0","1000.0","0.0"
"ESPORTSTMNT04:2451869","105550026570060790","100","1200","1000.0","0.0"
"ESPORTSTMNT01:2147479","98767991860392497","100",,"1100.0","150.0"
"ESPORTSTMNT01:2147479","98926509884398584","200",,"1100.0","150.0"
"ESPORTSTMNT05:1520182","98767991949608898","100",,"600.0","1000.0"
"ESPORTSTMNT05:1520182","103495716836203404","200",,"600.0","1000.0"
"ESPORTSTMNT04:2430032","99566405124618295","200","100","100.0","800.0"
"ESPORTSTMNT04:2430032","99566405128626825","100","850","100.0","800.0"
"ESPORTSTMNT03:1994536","99566405130451785","100",,"550.0","500.0"
"ESPORTSTMNT03:1994536","99566405128626825","200",,"550.0","500.0"
"ESPORTSTMNT02:1927373","99566404581868574","100",,"150.0","1500.0"
"ESPORTSTMNT02:1927373","105505619546859895","200",,"150.0","1500.0"
"ESPORTSTMNT06:2774854","107582173169864040","100","0","1100.0","0.0"
"ESPORTSTMNT06:2774854","108319669531442279","200","100","1100.0","0.0"
"ESPORTSTMNT01:3409320","98767991860392497","200","350","850.0","550.0"
"ESPORTSTMNT01:3409320","98926509883054987","100","1350","850.0","550.0"
"ESPORTSTMNT03:2002473","102787200149928963","200",,"50.0","100.0"
"ESPORTSTMNT03:2002473","105521504308341229","100",,"50.0","100.0"
"ESPORTSTMNT02:2552091","101383793567806688","200",,"750.0","50.0"
"ESPORTSTMNT02:2552091","107563714667537640","100",,"750.0","50.0"
"ESPORTSTMNT06:2540230","103535282113853330","100","1750","400.0","750.0"
"ESPORTSTMNT06:2540230","103535282158162659","200","1900","400.0","750.0"
"ESPORTSTMNT06:2817850","105515219038427019","200","1500","1000.0","250.0"
"ESPORTSTMNT06:2817850","109523293035238887","100","900","1000.0","250.0"
"ESPORTSTMNT03:3119019","99566405123587075","200","700","1000.0","600.0"
"ESPORTSTMNT03:3119019","99566405130451785","100","0","1000.0","600.0"
"ESPORTSTMNT03:3093271","98767991853197861","100","1200","500.0","700.0"
"ESPORTSTMNT03:3093271","100725845018863243","200","1250","500.0","700.0"
"ESPORTSTMNT06:2540943","105550003470349739","200","200","1950.0","0.0"
"ESPORTSTMNT06:2540943","105549991104165282","100","0","1950.0","0.0"
"ESPORTSTMNT01:2708045","107582157086477662","200",,"1200.0","450.0"
"ESPORTSTMNT01:2708045","107582176093752697","100",,"1200.0","450.0"
"ESPORTSTMNT06:2767276","103877675241047720","100","0","1300.0","0.0"
"ESPORTSTMNT06:2767276","109523293035238887","200","450","1300.0","0.0"
"ESPORTSTMNT04:2410385","101383793572656373","100","0","1900.0","0.0"
"ESPORTSTMNT04:2410385","107563714667537640","200","0","1900.0","0.0"
"ESPORTSTMNT02:1733430","104710343016706538","200",,"1100.0","350.0"
"ESPORTSTMNT02:1733430","103935523328473675","100",,"1100.0","350.0"
"ESPORTSTMNT01:3303342","108361552741927561","100","100","1100.0","0.0"
"ESPORTSTMNT01:3303342","106857734387052095","200","1350","1100.0","0.0"
"ESPORTSTMNT04:1230690","103535282146169523","200",,"1000.0","250.0"
"ESPORTSTMNT04:1230690","104251016988118464","100",,"1000.0","250.0"
"ESPORTSTMNT04:2694222","109696073114910519","100","1700","750.0","500.0"
"ESPORTSTMNT04:2694222","105593182576105603","200","2350","750.0","500.0"
"ESPORTSTMNT01:3341080","99566408217955692","100","350","1000.0","750.0"
"ESPORTSTMNT01:3341080","105397404796640412","200","1400","1000.0","750.0"
"ESPORTSTMNT06:2773618","98767991926151025","100","50","1000.0","0.0"
"ESPORTSTMNT06:2773618","101383793572656373","200","950","1000.0","0.0"
"ESPORTSTMNT04:2210280","105521419784127190","100","0","1350.0","50.0"
"ESPORTSTMNT04:2210280","102787200138722262","200","1050","1350.0","50.0"
"ESPORTSTMNT02:2067619","102747101565183056","200",,"700.0","700.0"
"ESPORTSTMNT02:2067619","100205573496804586","100",,"700.0","700.0"
"ESPORTSTMNT03:1631521","105357803054359120","100",,"1100.0","150.0"
"ESPORTSTMNT03:1631521","105357804699574324","200",,"1100.0","150.0"
"ESPORTSTMNT04:1481075","103877675241047720","200",,"950.0","850.0"
"ESPORTSTMNT04:1481075","105515266817621145","100",,"950.0","850.0"
"ESPORTSTMNT01:3387354","100725845022060229","200","950","1650.0","0.0"
"ESPORTSTMNT01:3387354","100205573496804586","100","50","1650.0","0.0"
"ESPORTSTMNT01:3408778","98767991954244555","200","1300","1250.0","0.0"
"ESPORTSTMNT01:3408778","107251374793416561","100","50","1250.0","0.0"
"ESPORTSTMNT03:2546251","107700211633200412","200","1350","1350.0","0.0"
"ESPORTSTMNT03:2546251","107700204561086446","100","0","1350.0","0.0"
"ESPORTSTMNT06:2820286","105520786527322647","100","0","1350.0","0.0"
"ESPORTSTMNT06:2820286","105520822049210915","200","1050","1350.0","0.0"
"ESPORTSTMNT03:1442708","99566404581868574","200",,"1550.0","0.0"
"ESPORTSTMNT03:1442708","100205573495116443","100",,"1550.0","0.0"
"ESPORTSTMNT04:1810835","103535282113853330","200",,"2050.0","0.0"
"ESPORTSTMNT04:1810835","103535282135552642","100",,"2050.0","0.0"
"ESPORTSTMNT06:2775989","107599485973747723","100","200","1100.0","150.0"
"ESPORTSTMNT06:2775989","109800832177252614","200","1350","1100.0","150.0"
"ESPORTSTMNT02:2662339","107582598621022934","100","550","2000.0","300.0"
"ESPORTSTMNT02:2662339","107582609836036013","200","150","2000.0","300.0"
"ESPORTSTMNT02:3219311","106827827857159558","200","250","100.0","100.0"
"ESPORTSTMNT02:3219311","106827765448944398","100","1000","100.0","100.0"
"ESPORTSTMNT06:1830980","102787200159169580","100",,"1300.0","100.0"
"ESPORTSTMNT06:1830980","105520713962793016","200",,"1300.0","100.0"
"ESPORTSTMNT05:2942535","99566406065437842","100","150","1500.0","0.0"
"ESPORTSTMNT05:2942535","99566406066182955","200","100","1500.0","0.0"
"ESPORTSTMNT05:2531007","105520784254806142","200",,"650.0","1250.0"
"ESPORTSTMNT05:2531007","105520788833075738","100",,"650.0","1250.0"
"ESPORTSTMNT06:1571186","102787200151698443","100",,"1700.0","0.0"
"ESPORTSTMNT06:1571186","105515345386578249","200",,"1700.0","0.0"
"ESPORTSTMNT04:1890370","105521706535388095","100",,"100.0","700.0"
"ESPORTSTMNT04:1890370","103935446548920777","200",,"100.0","700.0"
"ESPORTSTMNT06:2775381","109697683685398040","100","750","1100.0","350.0"
"ESPORTSTMNT06:2775381","109697689430777005","200","1050","1100.0","350.0"
"ESPORTSTMNT04:2693124","105520786527322647","200","100","1450.0","0.0"
"ESPORTSTMNT04:2693124","105520796734358045","100","500","1450.0","0.0"
"ESPORTSTMNT04:2666269","101383793574360315","100","50","1550.0","50.0"
"ESPORTSTMNT04:2666269","103461966965149786","200","850","1550.0","50.0"
"ESPORTSTMNT04:2240137","107467834753797729","100","700","300.0","400.0"
"ESPORTSTMNT04:2240137","105504044166670507","200","500","300.0","400.0"
"ESPORTSTMNT02:3215249","98767991860392497","200","400","1550.0","0.0"
"ESPORTSTMNT02:3215249","103461966951059521","100","50","1550.0","0.0"
"ESPORTSTMNT01:3331878","107251295460371069","100","0","950.0","300.0"
"ESPORTSTMNT01:3331878","107251245690956393","200","650","950.0","300.0"
"ESPORTSTMNT01:2697844","99566408222831088","200",,"1450.0","0.0"
"ESPORTSTMNT01:2697844","99566408217955692","100",,"1450.0","0.0"
"ESPORTSTMNT02:3048787","98767991882270868","100","1450","400.0","900.0"
"ESPORTSTMNT02:3048787","99566404585387054","200","450","400.0","900.0"
"ESPORTSTMNT02:1401713","99566408217955692","200",,"150.0","450.0"
"ESPORTSTMNT02:1401713","99566408217116828","100",,"150.0","450.0"
"ESPORTSTMNT01:2781996","107581750701049485","100","0","900.0","0.0"
"ESPORTSTMNT01:2781996","107581765633427097","200","150","900.0","0.0"
"ESPORTSTMNT01:1415446","99566404581868574","200",,"900.0","100.0"
"ESPORTSTMNT01:1415446","102747101565183056","100",,"900.0","100.0"
"ESPORTSTMNT03:3199224","106269859169658575","200","400","1550.0","50.0"
"ESPORTSTMNT03:3199224","99566406490127625","100","0","1550.0","50.0"
"ESPORTSTMNT02:1334877","100205573496804586","100",,"100.0","1350.0"
"ESPORTSTMNT02:1334877","100205573495116443","200",,"100.0","1350.0"
"ESPORTSTMNT04:2664736","103877589042434434","100","1100","600.0","0.0"
"ESPORTSTMNT04:2664736","105504044166670507","200","900","600.0","0.0"
"ESPORTSTMNT04:2683303","102787200120306562","100","1500","200.0","1150.0"
"ESPORTSTMNT04:2683303","103877589042434434","200","250","200.0","1150.0"
"ESPORTSTMNT03:2568613","107599040773840060","100","0","1300.0","350.0"
"ESPORTSTMNT03:2568613","107599061926073885","200","250","1300.0","350.0"
"ESPORTSTMNT06:2350356","108203173414485265","200","200","1500.0","50.0"
"ESPORTSTMNT06:2350356","108203169709977541","100","0","1500.0","50.0"
"ESPORTSTMNT03:2546882","99566404581868574","100","1600","1300.0","600.0"
"ESPORTSTMNT03:2546882","105505619546859895","200","450","1300.0","600.0"
"ESPORTSTMNT03:2793000","107603596915629288","200","550","1450.0","0.0"
"ESPORTSTMNT03:2793000","107603544245460197","100","0","1450.0","0.0"
"ESPORTSTMNT02:2672269","101428372598668846","200","2150","1850.0","0.0"
"ESPORTSTMNT02:2672269","100285330168091787","100","50","1850.0","0.0"
"ESPORTSTMNT04:2668055","105520796734358045","100","550","150.0","50.0"
"ESPORTSTMNT04:2668055","105520822049210915","200","150","150.0","50.0"
"ESPORTSTMNT06:1730824","98767991892579754","200",,"250.0","0.0"
"ESPORTSTMNT06:1730824","103461966965149786","100",,"250.0","0.0"
"ESPORTSTMNT03:2561100","99566405128626825","200","750","800.0","200.0"
"ESPORTSTMNT03:2561100","103461966975897718","100","900","800.0","200.0"
"ESPORTSTMNT04:2450083","104251016988118464","200","0","1050.0","0.0"
"ESPORTSTMNT04:2450083","103535282143744679","100","0","1050.0","0.0"
"ESPORTSTMNT01:2705102","101383793567806688","200",,"1250.0","750.0"
"ESPORTSTMNT01:2705102","98767991926151025","100",,"1250.0","750.0"
"ESPORTSTMNT02:2674178","105550033967461806","200","300","50.0","150.0"
"ESPORTSTMNT02:2674178","105550054006182911","100","300","50.0","150.0"
"ESPORTSTMNT06:2260130","103535282135552642","200","1000","650.0","350.0"
"ESPORTSTMNT06:2260130","103535282140533402","100","700","650.0","350.0"
"ESPORTSTMNT01:1895810","102787200149928963","200",,"1200.0","200.0"
"ESPORTSTMNT01:1895810","105521706535388095","100",,"1200.0","200.0"
"ESPORTSTMNT01:3334689","99566405124618295","100","0","1700.0","0.0"
"ESPORTSTMNT01:3334689","108361552741927561","200","300","1700.0","0.0"
"ESPORTSTMNT05:3060320","105521706535388095","100","800","650.0","300.0"
"ESPORTSTMNT05:3060320","102787200124959636","200","1250","650.0","300.0"
"ESPORTSTMNT03:2789688","107582618156093368","100","1750","650.0","250.0"
"ESPORTSTMNT03:2789688","107582598621022934","200","2050","650.0","250.0"
"ESPORTSTMNT03:3099635","107179722233063345","200","1400","1150.0","450.0"
"ESPORTSTMNT03:3099635","105593182576105603","100","950","1150.0","450.0"
"ESPORTSTMNT01:2690227","105550049871017396","100",,"600.0","50.0"
"ESPORTSTMNT01:2690227","105550042327365041","200",,"600.0","50.0"
"ESPORTSTMNT04:1880141","106301891501674861","100",,"1550.0","100.0"
"ESPORTSTMNT04:1880141","105503848339138647","200",,"1550.0","100.0"
"ESPORTSTMNT03:2101345","104710682193583854","200",,"100.0","900.0"
"ESPORTSTMNT03:2101345","106334794714373670","100",,"100.0","900.0"
"ESPORTSTMNT01:2905921","107599174108436104","100","500","200.0","750.0"
"ESPORTSTMNT01:2905921","107598982142057588","200","350","200.0","750.0"
"ESPORTSTMNT03:2787725","105550024238752685","100","300","900.0","1300.0"
"ESPORTSTMNT03:2787725","105550033967461806","200","1150","900.0","1300.0"
"ESPORTSTMNT01:2200735","105550054006182911","200",,"850.0","400.0"
"ESPORTSTMNT01:2200735","105550042327365041","100",,"850.0","400.0"
"ESPORTSTMNT02:2555406","103461966971048042","200",,"850.0","0.0"
"ESPORTSTMNT02:2555406","99566405130451785","100",,"850.0","0.0"
"ESPORTSTMNT03:2070584","103877625775457850","100",,"1550.0","150.0"
"ESPORTSTMNT03:2070584","105537408539332006","200",,"1550.0","150.0"
"ESPORTSTMNT02:3212196","100205576309502431","100","150","200.0","200.0"
"ESPORTSTMNT02:3212196","99566408217116828","200","650","200.0","200.0"
"ESPORTSTMNT01:3326809","109699038581250169","100","900","1150.0","350.0"
"ESPORTSTMNT01:3326809","109699042809864069","200","700","1150.0","350.0"
"ESPORTSTMNT01:2134217","98767991860392497","200",,"450.0","1350.0"
"ESPORTSTMNT01:2134217","98767991877340524","100",,"450.0","1350.0"
"ESPORTSTMNT01:3332848","99566406332987990","200","700","1350.0","450.0"
"ESPORTSTMNT01:3332848","106269804045322803","100","1550","1350.0","450.0"
"ESPORTSTMNT06:2470101","101383793567806688","100","150","50.0","650.0"
"ESPORTSTMNT06:2470101","103461966965149786","200","0","50.0","650.0"
"ESPORTSTMNT03:2001713","105593278887024877","200",,"1200.0","200.0"
"ESPORTSTMNT03:2001713","105593213115128994","100",,"1200.0","200.0"
"ESPORTSTMNT05:2520735","105514967858969605","100",,"850.0","900.0"
"ESPORTSTMNT05:2520735","107468079354897663","200",,"850.0","900.0"
"ESPORTSTMNT01:3081883","104841890701948065","100","150","550.0","100.0"
"ESPORTSTMNT01:3081883","106806773698472633","200","800","550.0","100.0"
"ESPORTSTMNT03:2002669","105537621677160078","200",,"1450.0","0.0"
"ESPORTSTMNT03:2002669","103877625775457850","100",,"1450.0","0.0"
"ESPORTSTMNT03:3192984","109828279319224248","200","0","1800.0","0.0"
"ESPORTSTMNT03:3192984","108573042084687884","100","150","1800.0","0.0"
"ESPORTSTMNT06:2820752","107597875833524424","100","200","1100.0","200.0"
"ESPORTSTMNT06:2820752","106371141659311452","200","1150","1100.0","200.0"
"ESPORTSTMNT01:3334178","109480204628225868","100","400","1700.0","200.0"
"ESPORTSTMNT01:3334178","105397404796640412","200","0","1700.0","200.0"
"ESPORTSTMNT03:3168052","107467803833323099","100","0","1600.0","0.0"
"ESPORTSTMNT03:3168052","107467794614674479","200","300","1600.0","0.0"
"ESPORTSTMNT01:2771989","99566408356697119","200","50","50.0","950.0"
"ESPORTSTMNT01:2771989","107599040773840060","100","50","50.0","950.0"
"ESPORTSTMNT01:2862478","103461966951059521","100","0","1500.0","0.0"
"ESPORTSTMNT01:2862478","99294153828264740","200","0","1500.0","0.0"
"ESPORTSTMNT06:2532067","100205573496804586","200","1050","1900.0","50.0"
"ESPORTSTMNT06:2532067","98767991853197861","100","50","1900.0","50.0"
"ESPORTSTMNT03:2130440","99294153828264740","200",,"1700.0","0.0"
"ESPORTSTMNT03:2130440","98926509885559666","100",,"1700.0","0.0"
"ESPORTSTMNT01:2132205","105593161016793151","100",,"1850.0","550.0"
"ESPORTSTMNT01:2132205","105593278887024877","200",,"1850.0","550.0"
"LPL_A:331179","98767991882270868","200","600","1200.0","200.0"
"LPL_A:331179","99566404854685458","100","200","1200.0","200.0"
"ESPORTSTMNT06:2775920","107603596915629288","100","150","1000.0","450.0"
"ESPORTSTMNT06:2775920","107603600826620492","200","1850","1000.0","450.0"
"ESPORTSTMNT01:2148282","103963753080578719","200",,"1100.0","300.0"
"ESPORTSTMNT01:2148282","104270958001747936","100",,"1100.0","300.0"
"ESPORTSTMNT06:1860065","105554088239949229","100",,"750.0","900.0"
"ESPORTSTMNT06:1860065","102787200124959636","200",,"750.0","900.0"
"ESPORTSTMNT04:2689104","108361552741927561","200","50","50.0","600.0"
"ESPORTSTMNT04:2689104","105913238372341488","100","450","50.0","600.0"
"ESPORTSTMNT03:2074844","105505619546859895","200",,"550.0","200.0"
"ESPORTSTMNT03:2074844","100725845022060229","100",,"550.0","200.0"
"ESPORTSTMNT04:2686326","109539873500788632","100","550","1600.0","150.0"
"ESPORTSTMNT04:2686326","104710682193583854","200","2700","1600.0","150.0"
"ESPORTSTMNT02:2820303","102747101565183056","100","1900","1050.0","1100.0"
"ESPORTSTMNT02:2820303","99566404585387054","200","1450","1050.0","1100.0"
"ESPORTSTMNT03:2051951","103963715924353674","100",,"300.0","450.0"
"ESPORTSTMNT03:2051951","100289931264192378","200",,"300.0","450.0"
"ESPORTSTMNT03:2565854","105550049871017396","100","100","1450.0","100.0"
"ESPORTSTMNT03:2565854","105550033967461806","200","100","1450.0","100.0"
"ESPORTSTMNT03:2543466","105520796734358045","200","650","1750.0","0.0"
"ESPORTSTMNT03:2543466","105520819263036609","100","0","1750.0","0.0"
"ESPORTSTMNT01:3405597","107581765633427097","100","100","1850.0","100.0"
"ESPORTSTMNT01:3405597","107582157086477662","200","400","1850.0","100.0"
"ESPORTSTMNT01:3330904","107251295460371069","100","500","1250.0","400.0"
"ESPORTSTMNT01:3330904","107251245690956393","200","550","1250.0","400.0"
"ESPORTSTMNT03:3187237","107575082591536093","200","1450","700.0","200.0"
"ESPORTSTMNT03:3187237","106382545123328648","100","950","700.0","200.0"
"ESPORTSTMNT01:1880777","99566408561605102","100",,"50.0","150.0"
"ESPORTSTMNT01:1880777","104841890701948065","200",,"50.0","150.0"
"ESPORTSTMNT02:3222301","99566404585387054","200","0","1550.0","50.0"
"ESPORTSTMNT02:3222301","102747101565183056","100","50","1550.0","50.0"
"ESPORTSTMNT03:2896088","107456419134134246","200","700","450.0","800.0"
"ESPORTSTMNT03:2896088","104710354840711661","100","400","450.0","800.0"
"ESPORTSTMNT01:2693619","105503848339138647","200",,"450.0","1350.0"
"ESPORTSTMNT01:2693619","105503535895066182","100",,"450.0","1350.0"
"ESPORTSTMNT04:2664759","107598780504331406","100","800","200.0","900.0"
"ESPORTSTMNT04:2664759","106806779752531762","200","400","200.0","900.0"
"ESPORTSTMNT02:1682174","103461966951059521","100",,"50.0","300.0"
"ESPORTSTMNT02:1682174","98926509885559666","200",,"50.0","300.0"
"ESPORTSTMNT06:2580464","105514907449611976","200","1150","650.0","1000.0"
"ESPORTSTMNT06:2580464","102787200151698443","100","700","650.0","1000.0"
"ESPORTSTMNT02:3159258","107693836459380354","200","1500","950.0","0.0"
"ESPORTSTMNT02:3159258","104710678170825211","100","300","950.0","0.0"
"ESPORTSTMNT03:2549580","107598704067400262","200","700","350.0","50.0"
"ESPORTSTMNT03:2549580","104843437139220481","100","950","350.0","50.0"
"ESPORTSTMNT01:3301452","106857734387052095","200","750","1350.0","1100.0"
"ESPORTSTMNT01:3301452","103461966975897718","100","1500","1350.0","1100.0"
"ESPORTSTMNT06:2820876","105536643047197642","100","650","1200.0","0.0"
"ESPORTSTMNT06:2820876","99566406065437842","200","950","1200.0","0.0"
"ESPORTSTMNT01:2250343","98767991853197861","100",,"1400.0","0.0"
"ESPORTSTMNT01:2250343","100205573496804586","200",,"1400.0","0.0"
"ESPORTSTMNT01:3325518","98767991877340524","100","50","850.0","200.0"
"ESPORTSTMNT01:3325518","98767991930907107","200","450","850.0","200.0"
"ESPORTSTMNT03:1552386","99566404852189289","100",,"300.0","0.0"
"ESPORTSTMNT03:1552386","99566404853058754","200",,"300.0","0.0"
"ESPORTSTMNT03:1994402","106295024192678387","200",,"1450.0","100.0"
"ESPORTSTMNT03:1994402","105536918475957734","100",,"1450.0","100.0"
"ESPORTSTMNT02:1934097","98767991930907107","200",,"1050.0","150.0"
"ESPORTSTMNT02:1934097","98926509884398584","100",,"1050.0","150.0"
"ESPORTSTMNT03:3200244","107700204561086446","100","50","1100.0","300.0"
"ESPORTSTMNT03:3200244","108517492697602721","200","700","1100.0","300.0"
"ESPORTSTMNT03:2549869","105550024238752685","100","450","350.0","350.0"
"ESPORTSTMNT03:2549869","105550042327365041","200","700","350.0","350.0"
"ESPORTSTMNT01:1896227","103935523328473675","100",,"1050.0","0.0"
"ESPORTSTMNT01:1896227","102787200138722262","200",,"1050.0","0.0"
"ESPORTSTMNT05:2951270","104710682193583854","100","800","50.0","500.0"
"ESPORTSTMNT05:2951270","105521408363571548","200","50","50.0","500.0"
"ESPORTSTMNT02:2883013","99566406490127625","200","1450","1150.0","50.0"
"ESPORTSTMNT02:2883013","107700199633958891","100","50","1150.0","50.0"
"ESPORTSTMNT04:2240181","103935530333072898","200","650","500.0","450.0"
"ESPORTSTMNT04:2240181","107416483509696259","100","1050","500.0","450.0"
"ESPORTSTMNT04:2666069","107416483509696259","100","0","1000.0","50.0"
"ESPORTSTMNT04:2666069","102787200120306562","200","1250","1000.0","50.0"
"ESPORTSTMNT03:3118925","105549991104165282","100","150","1150.0","150.0"
"ESPORTSTMNT03:3118925","105549997263803379","200","1500","1150.0","150.0"
"ESPORTSTMNT04:1520578","104270958001747936","100",,"1050.0","500.0"
"ESPORTSTMNT04:1520578","98767991871709842","200",,"1050.0","500.0"
"ESPORTSTMNT03:2792837","105549997263803379","100","450","950.0","400.0"
"ESPORTSTMNT03:2792837","105549995617170853","200","1100","950.0","400.0"
"ESPORTSTMNT03:2656813","99566405126602853","200","1450","350.0","1400.0"
"ESPORTSTMNT03:2656813","103461966975897718","100","1650","350.0","1400.0"
"LPL_A:334041","99566404853058754","200","1200","1200.0","750.0"
"LPL_A:334041","99566404846951820","100","50","1200.0","750.0"
"ESPORTSTMNT01:2773317","107598683861013570","200","100","50.0","900.0"
"ESPORTSTMNT01:2773317","107598878262940546","100","300","50.0","900.0"
"ESPORTSTMNT05:3218451","108403526900459473","200","1550","1200.0","700.0"
"ESPORTSTMNT05:3218451","107423083507599175","100","600","1200.0","700.0"
"ESPORTSTMNT02:1333433","100205573496804586","200",,"950.0","100.0"
"ESPORTSTMNT02:1333433","100725845022060229","100",,"950.0","100.0"
"ESPORTSTMNT01:3092743","101383792887446028","200","50","1900.0","400.0"
"ESPORTSTMNT01:3092743","99566406338282437","100","600","1900.0","400.0"
"ESPORTSTMNT03:2006611","99294153828264740","100",,"950.0","50.0"
"ESPORTSTMNT03:2006611","98767991930907107","200",,"950.0","50.0"
"ESPORTSTMNT06:1880465","106371141659311452","200",,"750.0","500.0"
"ESPORTSTMNT06:1880465","102787200124959636","100",,"750.0","500.0"
"ESPORTSTMNT03:2789672","107599061926073885","100","600","1250.0","100.0"
"ESPORTSTMNT03:2789672","107599112065439311","200","1400","1250.0","100.0"
"ESPORTSTMNT05:2940652","100205576307813373","200","1400","400.0","200.0"
"ESPORTSTMNT05:2940652","105397404796640412","100","500","400.0","200.0"
"ESPORTSTMNT02:1931445","103461966981927044","100",,"50.0","650.0"
"ESPORTSTMNT02:1931445","103461966971048042","200",,"50.0","650.0"
"ESPORTSTMNT04:2668132","101383793567806688","200","1300","1050.0","1350.0"
"ESPORTSTMNT04:2668132","99322214695067838","100","350","1050.0","1350.0"
"ESPORTSTMNT04:1490413","105519977854458717","100",,"100.0","650.0"
"ESPORTSTMNT04:1490413","105520077508552574","200",,"100.0","650.0"
"ESPORTSTMNT04:1801022","99566406064558732","100",,"400.0","1000.0"
"ESPORTSTMNT04:1801022","103495716836203404","200",,"400.0","1000.0"
"LPL_A:342366","99566404853058754","100","0","1850.0","0.0"
"LPL_A:342366","101388912914513220","200","200","1850.0","0.0"
"ESPORTSTMNT03:2568906","100725845018863243","100","750","750.0","950.0"
"ESPORTSTMNT03:2568906","98767991853197861","200","550","750.0","950.0"
"ESPORTSTMNT02:1722592","103877625775457850","200",,"1000.0","0.0"
"ESPORTSTMNT02:1722592","102787200126663579","100",,"1000.0","0.0"
"ESPORTSTMNT01:3412255","105550033967461806","200","600","1150.0","50.0"
"ESPORTSTMNT01:3412255","105550049871017396","100","50","1150.0","50.0"
"ESPORTSTMNT04:1800430","103495716836203404","100",,"700.0","500.0"
"ESPORTSTMNT04:1800430","102235771678061291","200",,"700.0","500.0"
"ESPORTSTMNT05:3219422","109800832177252614","200","1550","1100.0","400.0"
"ESPORTSTMNT05:3219422","105521408363571548","100","650","1100.0","400.0"
"ESPORTSTMNT02:2578055","107581284487120142","100",,"1100.0","50.0"
"ESPORTSTMNT02:2578055","107581206998502078","200",,"1100.0","50.0"
"ESPORTSTMNT06:2420058","103535282140533402","200","850","750.0","300.0"
"ESPORTSTMNT06:2420058","103535282146169523","100","1050","750.0","300.0"
"ESPORTSTMNT03:1996427","99566408222831088","200",,"850.0","850.0"
"ESPORTSTMNT03:1996427","99566408217116828","100",,"850.0","850.0"
"ESPORTSTMNT03:2054528","103461966971048042","100",,"1200.0","850.0"
"ESPORTSTMNT03:2054528","99566405130451785","200",,"1200.0","850.0"
"ESPORTSTMNT06:1880212","103535282148790975","100",,"1500.0","0.0"
"ESPORTSTMNT06:1880212","103535282135552642","200",,"1500.0","0.0"
"LPL_A:343544","99566404854685458","100","1350","700.0","300.0"
"LPL_A:343544","99566404853854212","200","2300","700.0","300.0"
"LPL_A:335379","99566404853854212","200","300","1250.0","0.0"
"LPL_A:335379","99566404852189289","100","0","1250.0","0.0"
"ESPORTSTMNT06:2420139","103535282158162659","200","200","150.0","650.0"
"ESPORTSTMNT06:2420139","103535282140533402","100","900","150.0","650.0"
"ESPORTSTMNT04:2451862","105550033967461806","200","1400","500.0","1100.0"
"ESPORTSTMNT04:2451862","105550026570060790","100","200","500.0","1100.0"
"ESPORTSTMNT05:2520579","103935530333072898","100",,"2000.0","0.0"
"ESPORTSTMNT05:2520579","105553606349477427","200",,"2000.0","0.0"
"ESPORTSTMNT02:3171418","107582181197106556","200","900","900.0","0.0"
