"gametime","platformgameid","killerteamid"
"270174","ESPORTSTMNT02:2554473","200"
"910466","ESPORTSTMNT05:1440413","100"
"738414","ESPORTSTMNT01:1153186","100"
"1253002","ESPORTSTMNT03:2793000","200"
"361294","ESPORTSTMNT01:2770248","100"
"297968","ESPORTSTMNT02:3151932","100"
"405153","ESPORTSTMNT03:2549532","100"
"428087","ESPORTSTMNT04:980853","100"
"374720","ESPORTSTMNT05:3222594","200"
"558734","ESPORTSTMNT01:3373574","100"
"300106","ESPORTSTMNT04:2210133","200"
"208272","ESPORTSTMNT01:1323323","100"
"133232","ESPORTSTMNT06:2818850","100"
"175372","ESPORTSTMNT04:2667209","100"
"662691","ESPORTSTMNT02:2663564","200"
"149949","ESPORTSTMNT06:2500090","200"
"146655","ESPORTSTMNT02:1722675","100"
"268578","ESPORTSTMNT02:2151278","100"
"536255","LPL_B:328443","200"
"338870","ESPORTSTMNT03:2654265","100"
"1390226","ESPORTSTMNT01:1161872","200"
"499057","ESPORTSTMNT01:2740860","200"
"235868","ESPORTSTMNT02:1687074","200"
"754178","ESPORTSTMNT03:2798087","100"
"176394","ESPORTSTMNT01:2731436","200"
"229395","ESPORTSTMNT01:3324167","100"
"255787","ESPORTSTMNT05:3240474","200"
"264019","ESPORTSTMNT01:2134279","200"
"509028","ESPORTSTMNT01:3336673","200"
"655076","ESPORTSTMNT01:2913860","100"
"307635","ESPORTSTMNT02:1115919","200"
"430959","ESPORTSTMNT04:2667001","100"
"807573","ESPORTSTMNT01:2705102","200"
"408496","ESPORTSTMNT02:2884736","200"
"299313","ESPORTSTMNT06:1690311","100"
"197930","ESPORTSTMNT04:2090611","100"
"450152","ESPORTSTMNT04:2683217","100"
"604184","ESPORTSTMNT01:3306459","100"
"525842","ESPORTSTMNT03:1123484","200"
"536906","ESPORTSTMNT03:1752579","200"
"457897","ESPORTSTMNT06:2819761","100"
"244871","ESPORTSTMNT06:1200054","100"
"540369","ESPORTSTMNT05:1870983","200"
"195196","ESPORTSTMNT05:1440391","200"
"872367","ESPORTSTMNT02:2914954","200"
"545131","ESPORTSTMNT05:3217525","200"
"238523","ESPORTSTMNT03:1816951","200"
"830177","ESPORTSTMNT06:2776011","100"
"196969","ESPORTSTMNT03:3177724","200"
"112204","ESPORTSTMNT01:1401754","100"
"62145","ESPORTSTMNT03:2714847","200"
"414259","ESPORTSTMNT01:1690520","200"
"399011","ESPORTSTMNT02:3052797","100"
"470469","ESPORTSTMNT01:3324181","200"
"715671","ESPORTSTMNT02:1735340","100"
"218418","ESPORTSTMNT04:2664773","100"
"496912","ESPORTSTMNT01:1883366","100"
"256325","ESPORTSTMNT02:2073223","200"
"848698","ESPORTSTMNT02:3165397","200"
"304894","ESPORTSTMNT03:1440746","100"
"75703","ESPORTSTMNT01:1304122","100"
"533835","ESPORTSTMNT02:2973094","200"
"1444500","ESPORTSTMNT03:1532374","200"
"268397","ESPORTSTMNT03:3083357","100"
"622720","ESPORTSTMNT03:3090285","200"
"682938","ESPORTSTMNT02:2663759","200"
"307657","ESPORTSTMNT02:1291926","100"
"516799","ESPORTSTMNT01:2696545","100"
"241900","ESPORTSTMNT03:3193374","200"
"611561","ESPORTSTMNT02:2914475","200"
"710574","ESPORTSTMNT06:2470621","100"
"247952","ESPORTSTMNT01:3382332","200"
"288112","ESPORTSTMNT01:1436488","100"
"737392","ESPORTSTMNT02:1333388","100"
"296753","ESPORTSTMNT06:2773714","100"
"448759","ESPORTSTMNT03:1813915","200"
"246091","ESPORTSTMNT03:1996654","100"
"196242","ESPORTSTMNT06:2470249","100"
"285549","ESPORTSTMNT01:2731745","100"
"306690","ESPORTSTMNT03:1432114","200"
"142604","ESPORTSTMNT03:2102164","200"
"379608","ESPORTSTMNT06:2767266","100"
"178855","ESPORTSTMNT03:3192853","200"
"233459","ESPORTSTMNT03:2652899","200"
"154633","ESPORTSTMNT03:3116980","100"
"209465","ESPORTSTMNT01:3409421","200"
"510259","ESPORTSTMNT02:2788038","100"
"282671","ESPORTSTMNT06:2767305","200"
"240310","ESPORTSTMNT01:1894569","100"
"208157","ESPORTSTMNT04:1800534","200"
"854192","ESPORTSTMNT03:3160799","200"
"270027","ESPORTSTMNT03:2790049","300"
"238607","ESPORTSTMNT01:2139385","100"
"181241","ESPORTSTMNT06:2816736","100"
"432327","ESPORTSTMNT01:1155089","200"
"220121","ESPORTSTMNT05:1831399","100"
"311564","ESPORTSTMNT04:2200570","200"
"827426","ESPORTSTMNT04:2664563","100"
"377909","ESPORTSTMNT06:1580736","100"
"389022","ESPORTSTMNT03:1766503","200"
"422607","ESPORTSTMNT03:2654199","100"
"332427","ESPORTSTMNT03:2566389","200"
"407304","ESPORTSTMNT05:2940496","200"
"521598","ESPORTSTMNT01:2916156","200"
"872073","ESPORTSTMNT04:1660581","100"
"248149","ESPORTSTMNT01:3367459","200"
"225966","LPL_A:335215","100"
"176328","ESPORTSTMNT03:3181577","100"
"603062","ESPORTSTMNT02:2553742","200"
"1544350","ESPORTSTMNT02:1295398","200"
"78088","ESPORTSTMNT02:2974441","200"
"336134","ESPORTSTMNT01:2773329","100"
"303370","ESPORTSTMNT02:3161638","200"
"528165","ESPORTSTMNT05:2600088","100"
"303762","ESPORTSTMNT02:3169559","100"
"1215024","ESPORTSTMNT06:1690253","100"
"409290","ESPORTSTMNT02:2881572","100"
"253594","ESPORTSTMNT02:2787390","100"
"701309","ESPORTSTMNT06:1560261","100"
"201775","ESPORTSTMNT02:3216571","200"
"562777","ESPORTSTMNT06:1061031","200"
"49672","ESPORTSTMNT06:2768385","200"
"148107","ESPORTSTMNT03:3184902","100"
"458191","ESPORTSTMNT03:1996433","200"
"173251","ESPORTSTMNT01:2734069","200"
"520223","LPL_B:330033","200"
"431171","ESPORTSTMNT02:3215282","100"
"754796","ESPORTSTMNT06:2542315","200"
"199443","ESPORTSTMNT06:1580577","200"
"621716","ESPORTSTMNT06:2190150","100"
"216778","ESPORTSTMNT03:1334223","100"
"458489","ESPORTSTMNT04:1610185","100"
"437142","ESPORTSTMNT02:3219737","100"
"338117","ESPORTSTMNT03:2785621","100"
"387745","ESPORTSTMNT01:3402436","100"
"363180","ESPORTSTMNT06:1031447","100"
"365669","ESPORTSTMNT03:2549584","100"
"707249","ESPORTSTMNT03:1382513","200"
"1646239","ESPORTSTMNT02:1081984","100"
"47234","ESPORTSTMNT03:3088138","100"
"489240","ESPORTSTMNT06:1880643","200"
"557173","ESPORTSTMNT04:2665284","100"
"199836","ESPORTSTMNT01:3330462","100"
"533222","ESPORTSTMNT03:2055305","100"
"580784","ESPORTSTMNT04:1800392","200"
"393045","ESPORTSTMNT01:1142252","100"
"164693","ESPORTSTMNT01:2146356","200"
"523285","ESPORTSTMNT03:2884510","100"
"543208","ESPORTSTMNT01:3344551","200"
"760137","ESPORTSTMNT02:1733023","200"
"586234","ESPORTSTMNT02:1723568","200"
"241387","ESPORTSTMNT04:2230405","100"
"152966","ESPORTSTMNT06:2460417","100"
"532253","ESPORTSTMNT03:2102586","100"
"212973","ESPORTSTMNT03:2102010","100"
"514648","ESPORTSTMNT03:3188183","200"
"152924","ESPORTSTMNT06:2819130","200"
"376819","ESPORTSTMNT03:2102412","100"
"944853","ESPORTSTMNT06:2260368","200"
"373939","ESPORTSTMNT01:3343111","100"
"1560732","ESPORTSTMNT03:3111606","100"
"522882","ESPORTSTMNT01:3333153","200"
"524694","ESPORTSTMNT05:3221089","100"
"330227","ESPORTSTMNT04:1230341","200"
"301278","ESPORTSTMNT06:2822362","100"
"692704","ESPORTSTMNT01:1891104","200"
"497151","ESPORTSTMNT02:2577605","200"
"446732","ESPORTSTMNT02:1405442","200"
"817989","ESPORTSTMNT06:2775280","100"
"348125","ESPORTSTMNT01:1424413","200"
"463594","ESPORTSTMNT01:2915383","200"
"685700","ESPORTSTMNT01:3319064","100"
"560429","ESPORTSTMNT05:1190202","200"
"611535","ESPORTSTMNT03:1404918","200"
"263356","ESPORTSTMNT02:2065403","100"
"529662","ESPORTSTMNT03:2564348","200"
"63415","ESPORTSTMNT04:2130311","200"
"953272","ESPORTSTMNT01:2134677","100"
"409025","ESPORTSTMNT02:1935491","100"
"183760","ESPORTSTMNT03:3126281","200"
"194091","ESPORTSTMNT01:2800267","100"
"497161","ESPORTSTMNT02:1684282","200"
"177422","ESPORTSTMNT03:2792402","100"
"159907","ESPORTSTMNT05:2680311","100"
"728142","ESPORTSTMNT05:1870396","200"
"372435","ESPORTSTMNT01:3339102","100"
"414128","ESPORTSTMNT03:3089608","200"
"620835","ESPORTSTMNT03:1822593","200"
"630959","ESPORTSTMNT01:3334433","200"
"648266","ESPORTSTMNT02:1296174","100"
"56360","ESPORTSTMNT01:2132307","200"
"512495","ESPORTSTMNT01:2982845","200"
"374713","ESPORTSTMNT04:1600017","100"
"656088","ESPORTSTMNT05:1820447","100"
"1017058","ESPORTSTMNT02:2775884","200"
"424927","ESPORTSTMNT02:3151375","200"
"585174","ESPORTSTMNT06:2823165","100"
"475524","ESPORTSTMNT03:1331336","200"
"1118866","ESPORTSTMNT02:2070522","100"
"709028","ESPORTSTMNT02:2789813","200"
"925484","ESPORTSTMNT03:3130374","100"
"229222","ESPORTSTMNT01:2743665","200"
"220442","ESPORTSTMNT03:2882803","100"
"371235","ESPORTSTMNT04:2430234","100"
"180608","ESPORTSTMNT04:2657243","200"
"177283","ESPORTSTMNT03:3128222","200"
"176892","ESPORTSTMNT05:3218452","200"
"863366","ESPORTSTMNT04:980745","200"
"358845","ESPORTSTMNT06:1860575","100"
"377840","ESPORTSTMNT02:2574792","100"
"906789","ESPORTSTMNT01:3408461","200"
"522187","ESPORTSTMNT04:2688612","100"
"322001","ESPORTSTMNT06:1061950","200"
"708399","ESPORTSTMNT01:3411415","200"
"505284","ESPORTSTMNT04:1800787","200"
"263237","ESPORTSTMNT02:2964840","100"
"279165","ESPORTSTMNT01:2743971","100"
"365320","ESPORTSTMNT01:2707629","200"
"213963","ESPORTSTMNT05:2942027","100"
"194330","ESPORTSTMNT06:2500265","100"
"906124","ESPORTSTMNT06:1300853","200"
"355422","ESPORTSTMNT02:2972300","200"
"290235","ESPORTSTMNT03:2655444","200"
"454433","ESPORTSTMNT03:2093990","200"
"536533","ESPORTSTMNT01:3295302","100"
"482976","ESPORTSTMNT02:1112252","200"
"183849","ESPORTSTMNT02:1686346","100"
"902202","ESPORTSTMNT02:3162887","200"
"669850","ESPORTSTMNT03:2568172","200"
"370363","ESPORTSTMNT03:3197398","200"
"728949","ESPORTSTMNT01:3094970","200"
"686688","ESPORTSTMNT03:1140633","100"
"178691","ESPORTSTMNT02:2960623","100"
"255847","ESPORTSTMNT02:3144428","100"
"184523","ESPORTSTMNT01:2149127","100"
"207006","ESPORTSTMNT03:2930862","100"
"411571","ESPORTSTMNT01:3338205","100"
"927484","ESPORTSTMNT05:1440484","200"
"268986","ESPORTSTMNT01:3331382","100"
"363643","ESPORTSTMNT01:3411263","200"
"307974","ESPORTSTMNT04:2140146","200"
"396466","ESPORTSTMNT01:3091190","100"
"509008","ESPORTSTMNT02:3217976","100"
"101414","ESPORTSTMNT02:1688108","100"
"592618","ESPORTSTMNT03:1113199","100"
"545971","ESPORTSTMNT01:3310232","200"
"130727","ESPORTSTMNT04:2687262","100"
"247092","ESPORTSTMNT02:3170582","200"
"271687","ESPORTSTMNT01:2780234","200"
"180219","ESPORTSTMNT03:3144371","200"
"113537","ESPORTSTMNT05:2990684","200"
"457736","ESPORTSTMNT05:2980212","200"
"203849","ESPORTSTMNT01:2138615","200"
"195586","ESPORTSTMNT03:3099954","100"
"362127","ESPORTSTMNT02:1800585","100"
"421079","ESPORTSTMNT03:2100945","200"
"921293","ESPORTSTMNT01:2983121","100"
"128956","ESPORTSTMNT01:3387101","100"
"272494","ESPORTSTMNT03:3131746","200"
"539973","ESPORTSTMNT06:1050653","200"
"269014","ESPORTSTMNT06:1320738","200"
"223202","ESPORTSTMNT04:2110443","100"
"1068933","ESPORTSTMNT05:1400811","200"
"319126","ESPORTSTMNT05:1510605","100"
"510603","ESPORTSTMNT02:1281110","200"
"512940","ESPORTSTMNT04:2685825","200"
"932359","ESPORTSTMNT02:2787956","100"
"480512","ESPORTSTMNT05:2952305","100"
"376603","ESPORTSTMNT05:1430650","200"
"332942","ESPORTSTMNT03:2787750","200"
"589892","ESPORTSTMNT05:2951398","100"
"459038","ESPORTSTMNT01:2148331","100"
"615078","ESPORTSTMNT06:2290649","200"
"587576","ESPORTSTMNT03:2546137","200"
"378907","ESPORTSTMNT06:2823458","200"
"382408","ESPORTSTMNT02:1687547","200"
"136409","ESPORTSTMNT01:1300956","200"
"242148","ESPORTSTMNT01:3311384","200"
"527921","ESPORTSTMNT01:2905641","100"
"767155","ESPORTSTMNT03:1991444","200"
"367319","ESPORTSTMNT05:3221112","100"
"566259","ESPORTSTMNT03:1756507","200"
"297734","ESPORTSTMNT01:2707936","200"
"419598","ESPORTSTMNT04:2451797","200"
"842674","ESPORTSTMNT04:1530511","200"
"329951","ESPORTSTMNT06:1840939","100"
"451523","ESPORTSTMNT06:1720931","200"
"364299","ESPORTSTMNT02:3045480","100"
"284738","ESPORTSTMNT02:2075210","100"
"465541","ESPORTSTMNT03:1755537","100"
"230320","ESPORTSTMNT02:3171548","200"
"252798","ESPORTSTMNT04:2470107","100"
"162648","ESPORTSTMNT03:2561938","200"
"396407","ESPORTSTMNT02:1333463","100"
"98955","ESPORTSTMNT02:2789786","100"
"157584","ESPORTSTMNT03:3129600","200"
"781256","ESPORTSTMNT02:3160552","100"
"190084","ESPORTSTMNT06:2540513","200"
"790734","ESPORTSTMNT02:2575041","200"
"813117","ESPORTSTMNT03:1432789","100"
"232842","ESPORTSTMNT03:3100709","200"
"413290","ESPORTSTMNT06:1880104","100"
"161878","ESPORTSTMNT01:3308783","100"
"276006","ESPORTSTMNT01:3092256","200"
"398479","ESPORTSTMNT06:2818982","200"
"538696","ESPORTSTMNT02:1960107","100"
"62361","ESPORTSTMNT03:2610054","100"
"1393241","ESPORTSTMNT06:1310719","300"
"1082417","ESPORTSTMNT01:1884466","200"
"404395","ESPORTSTMNT03:3126094","200"
"532018","ESPORTSTMNT04:1180103","200"
"937191","ESPORTSTMNT06:1170080","200"
"932646","ESPORTSTMNT01:2770433","100"
"333462","ESPORTSTMNT02:2779483","100"
"678488","ESPORTSTMNT04:2660060","200"
"136799","ESPORTSTMNT02:2840006","200"
"731244","ESPORTSTMNT03:1757907","100"
"261628","ESPORTSTMNT01:3413797","100"
"704899","ESPORTSTMNT02:3207804","200"
"386940","ESPORTSTMNT04:2330060","100"
"361798","ESPORTSTMNT06:1830713","200"
"184762","ESPORTSTMNT03:2070775","100"
"280863","ESPORTSTMNT04:1961284","100"
"397013","ESPORTSTMNT05:1830726","100"
"2070658","ESPORTSTMNT02:2840060","200"
"687117","ESPORTSTMNT04:2669418","200"
"259132","ESPORTSTMNT01:3411436","100"
"498495","ESPORTSTMNT01:3405552","100"
"365836","ESPORTSTMNT03:2093060","200"
"312264","ESPORTSTMNT01:3311452","200"
"392195","ESPORTSTMNT05:1440492","200"
"153932","ESPORTSTMNT05:3217455","100"
"102322","ESPORTSTMNT02:1270475","100"
"332883","ESPORTSTMNT02:1140599","200"
"531050","ESPORTSTMNT02:2660639","100"
"266395","ESPORTSTMNT03:3092995","100"
"262101","ESPORTSTMNT04:2090394","200"
"576724","ESPORTSTMNT01:2700755","100"
"246548","ESPORTSTMNT03:1824218","100"
"282677","ESPORTSTMNT02:1724962","100"
"296886","ESPORTSTMNT01:2149614","200"
"891126","ESPORTSTMNT03:2797551","200"
"143643","ESPORTSTMNT04:2673879","100"
"885650","ESPORTSTMNT06:2540233","200"
"276977","ESPORTSTMNT05:2070579","200"
"724606","ESPORTSTMNT03:2092292","200"
"222174","ESPORTSTMNT01:2780228","100"
"1380754","ESPORTSTMNT03:2638216","200"
"714094","ESPORTSTMNT01:3407186","100"
"418520","ESPORTSTMNT04:2687160","100"
"393408","ESPORTSTMNT03:3165403","200"
"195005","ESPORTSTMNT02:2074743","100"
"262694","ESPORTSTMNT02:3152181","200"
"491534","ESPORTSTMNT05:1210076","100"
"539090","ESPORTSTMNT06:1180965","200"
"499000","ESPORTSTMNT01:2983134","100"
"719773","ESPORTSTMNT05:1971233","100"
"464975","ESPORTSTMNT05:3090659","200"
"452422","ESPORTSTMNT06:2510109","100"
"171693","ESPORTSTMNT03:2885156","100"
"539017","ESPORTSTMNT05:3090408","100"
"625959","ESPORTSTMNT03:2920354","100"
"576020","ESPORTSTMNT03:1100569","200"
"438453","ESPORTSTMNT06:1880327","200"
"258237","ESPORTSTMNT03:2651378","100"
"213465","ESPORTSTMNT01:3375285","200"
"403088","ESPORTSTMNT02:2840550","100"
"214367","ESPORTSTMNT01:3337860","200"
"206670","ESPORTSTMNT05:2521095","100"
"607140","ESPORTSTMNT05:1410735","100"
"272142","ESPORTSTMNT06:1571116","200"
"378462","ESPORTSTMNT02:3216565","200"
"188079","ESPORTSTMNT03:1403610","200"
"440955","ESPORTSTMNT02:2141799","100"
"367831","ESPORTSTMNT04:2280034","200"
"214043","ESPORTSTMNT03:3199528","200"
"273302","ESPORTSTMNT02:2820652","100"
"207811","ESPORTSTMNT03:2892160","100"
"877918","ESPORTSTMNT01:3324760","200"
"189972","ESPORTSTMNT02:2557908","100"
"181732","ESPORTSTMNT03:2792867","100"
"289752","ESPORTSTMNT03:3102277","100"
"137037","ESPORTSTMNT02:3160823","200"
"203890","ESPORTSTMNT04:1660205","200"
"693972","ESPORTSTMNT02:1403961","100"
"1343377","ESPORTSTMNT03:2547273","100"
"1581716","ESPORTSTMNT06:1170767","200"
"500374","ESPORTSTMNT03:3189125","100"
"181151","ESPORTSTMNT03:3129751","100"
"203178","ESPORTSTMNT03:1996056","200"
"304977","ESPORTSTMNT04:2685321","200"
"281735","ESPORTSTMNT01:3326491","100"
"538800","ESPORTSTMNT04:2450140","100"
"361909","ESPORTSTMNT02:1723092","200"
"252116","ESPORTSTMNT02:2789952","200"
"481197","ESPORTSTMNT03:1766951","200"
"1264751","ESPORTSTMNT02:1101549","200"
"437909","ESPORTSTMNT02:2840156","200"
"219448","ESPORTSTMNT01:1435191","200"
"302614","ESPORTSTMNT02:3169818","200"
"229758","ESPORTSTMNT01:3321312","100"
"276140","ESPORTSTMNT02:3225767","200"
"235460","ESPORTSTMNT02:1392237","100"
"209829","ESPORTSTMNT03:1343000","100"
"630142","ESPORTSTMNT06:2190861","100"
"468437","ESPORTSTMNT06:1840950","100"
"411751","ESPORTSTMNT04:2669278","200"
"582883","ESPORTSTMNT01:3374944","200"
"309030","LPL_B:327394","100"
"561466","ESPORTSTMNT02:3229061","100"
"219687","ESPORTSTMNT04:1800925","200"
"368971","ESPORTSTMNT03:1710690","100"
"192653","ESPORTSTMNT03:1532287","200"
"366411","ESPORTSTMNT06:2815910","200"
"559736","ESPORTSTMNT03:1102435","200"
"508322","ESPORTSTMNT02:3163865","100"
"365932","ESPORTSTMNT03:1124582","100"
"229071","ESPORTSTMNT06:2823288","100"
"151283","ESPORTSTMNT01:2701997","200"
"560304","ESPORTSTMNT01:2693619","200"
"202709","LPL_B:328832","100"
"733821","ESPORTSTMNT01:1121470","200"
"619898","LPL_B:327545","200"
"254332","ESPORTSTMNT02:3218671","200"
"166207","ESPORTSTMNT06:1570933","100"
"799389","ESPORTSTMNT03:2820811","100"
"294187","ESPORTSTMNT01:2904396","200"
"157780","ESPORTSTMNT02:1931445","200"
"268325","ESPORTSTMNT05:1831377","200"
"291867","ESPORTSTMNT01:1887515","200"
"352104","ESPORTSTMNT01:2706360","200"
"246809","ESPORTSTMNT05:2580445","100"
"155675","ESPORTSTMNT03:3094137","100"
"282459","ESPORTSTMNT02:1925987","100"
"487733","ESPORTSTMNT03:1532355","100"
"639846","ESPORTSTMNT05:1981085","200"
"514998","ESPORTSTMNT03:2788010","100"
"495461","ESPORTSTMNT04:2240194","100"
"368787","ESPORTSTMNT01:2138811","200"
"550431","ESPORTSTMNT04:1481197","100"
"715255","ESPORTSTMNT06:1881121","200"
"239857","ESPORTSTMNT05:2560120","200"
"528598","ESPORTSTMNT03:2793711","200"
"551424","LPL_A:329998","200"
"141058","ESPORTSTMNT03:3127070","200"
"115585","ESPORTSTMNT01:2040441","200"
"233398","ESPORTSTMNT01:3418483","200"
"861329","ESPORTSTMNT01:3312892","100"
"245999","ESPORTSTMNT06:1840839","100"
"212137","ESPORTSTMNT03:1811528","100"
"329108","ESPORTSTMNT01:1120706","100"
"173044","ESPORTSTMNT03:1441961","100"
"270548","ESPORTSTMNT02:1084471","200"
"240789","ESPORTSTMNT04:2200585","100"
"271432","ESPORTSTMNT05:1400077","100"
"291657","ESPORTSTMNT01:2904013","100"
"174864","ESPORTSTMNT01:1151650","100"
"301731","ESPORTSTMNT01:3406776","100"
"271381","ESPORTSTMNT04:1240378","100"
"259938","ESPORTSTMNT04:2691331","100"
"376987","ESPORTSTMNT03:2793876","100"
"370510","ESPORTSTMNT02:2067356","100"
"261599","ESPORTSTMNT01:3387182","100"
"299763","ESPORTSTMNT06:1861033","200"
"754968","ESPORTSTMNT03:3089445","200"
"570036","ESPORTSTMNT03:3141605","100"
"392751","ESPORTSTMNT02:2061034","100"
"691556","ESPORTSTMNT04:1971236","200"
"156669","ESPORTSTMNT04:2683188","200"
"766616","ESPORTSTMNT03:3188230","200"
"403597","ESPORTSTMNT03:1761773","200"
"726151","ESPORTSTMNT02:3228896","100"
"997305","ESPORTSTMNT04:2471136","100"
"224008","ESPORTSTMNT01:3085808","100"
"601994","ESPORTSTMNT06:2542366","100"
"119883","ESPORTSTMNT03:3125595","200"
"230020","ESPORTSTMNT01:3000403","200"
"376986","ESPORTSTMNT01:3322791","100"
"226990","ESPORTSTMNT02:2076492","200"
"478056","ESPORTSTMNT03:3183997","100"
"400204","ESPORTSTMNT06:2541836","100"
"78331","ESPORTSTMNT01:2800573","100"
"180690","ESPORTSTMNT01:3314547","100"
"133866","ESPORTSTMNT01:2745222","200"
"294896","ESPORTSTMNT01:2200321","200"
"511593","ESPORTSTMNT02:1091209","200"
"317103","ESPORTSTMNT01:3371264","200"
"666558","ESPORTSTMNT01:1121276","200"
"204323","ESPORTSTMNT01:3305983","100"
"242148","ESPORTSTMNT01:1434862","100"
"271257","ESPORTSTMNT01:2694087","100"
"132135","ESPORTSTMNT01:1165782","100"
"493428","ESPORTSTMNT04:2290313","200"
"516954","ESPORTSTMNT03:1415723","100"
"802918","ESPORTSTMNT03:2885425","200"
"267920","ESPORTSTMNT06:1020659","200"
"348984","ESPORTSTMNT02:3152651","100"
"148292","ESPORTSTMNT01:3392067","200"
"1147462","ESPORTSTMNT03:3193436","100"
"710359","ESPORTSTMNT01:2147664","200"
"405796","ESPORTSTMNT02:1324372","200"
"270409","ESPORTSTMNT04:2683319","100"
"189724","ESPORTSTMNT01:3394829","200"
"235983","ESPORTSTMNT06:1571179","100"
"159233","ESPORTSTMNT05:1971294","200"
"420405","ESPORTSTMNT01:2871313","200"
"174259","ESPORTSTMNT04:2230272","200"
"268738","ESPORTSTMNT03:3167229","100"
"408678","ESPORTSTMNT01:2903916","200"
"217452","ESPORTSTMNT04:1890118","200"
"222621","ESPORTSTMNT05:2990418","200"
"501018","ESPORTSTMNT03:1430722","100"
"240338","ESPORTSTMNT04:2140083","100"
"274326","ESPORTSTMNT01:2905145","200"
"808991","ESPORTSTMNT02:3221152","200"
"631246","ESPORTSTMNT01:2731063","200"
"178434","ESPORTSTMNT01:3314752","100"
"714834","ESPORTSTMNT03:1763121","200"
"371005","ESPORTSTMNT04:1800524","100"
"267707","ESPORTSTMNT03:3184662","200"
"738283","ESPORTSTMNT03:3199497","100"
"214842","ESPORTSTMNT06:2774825","100"
"268095","ESPORTSTMNT03:2882296","100"
"191077","ESPORTSTMNT06:1680348","100"
"124390","ESPORTSTMNT02:3214778","100"
"670580","ESPORTSTMNT04:2210124","100"
"736152","ESPORTSTMNT06:2777029","100"
"548516","ESPORTSTMNT03:2797491","200"
"371072","ESPORTSTMNT01:2732895","200"
"963496","ESPORTSTMNT02:2558060","200"
"510527","ESPORTSTMNT06:2470532","200"
"655146","ESPORTSTMNT01:2983822","200"
"550946","ESPORTSTMNT02:2911934","100"
"367810","ESPORTSTMNT05:3060713","100"
"453773","ESPORTSTMNT03:1812850","200"
"644298","ESPORTSTMNT06:1840455","100"
"373992","ESPORTSTMNT05:3222495","200"
"147973","ESPORTSTMNT06:1310080","200"
"388849","ESPORTSTMNT06:1840614","100"
"136270","ESPORTSTMNT02:1080572","200"
"1017629","ESPORTSTMNT06:1571186","100"
"229742","LPL_A:330505","200"
"116061","ESPORTSTMNT01:3093541","100"
"225358","ESPORTSTMNT01:3337796","100"
"290403","ESPORTSTMNT02:1112605","100"
"485596","ESPORTSTMNT02:3052843","100"
"981685","ESPORTSTMNT05:2531061","200"
"609573","ESPORTSTMNT04:2685953","200"
"184641","ESPORTSTMNT06:1830548","200"
"128618","ESPORTSTMNT01:3084243","200"
"231690","ESPORTSTMNT02:3220351","100"
"321397","ESPORTSTMNT05:2600068","200"
"386392","ESPORTSTMNT06:2500165","200"
"351503","ESPORTSTMNT03:2655439","200"
"238857","ESPORTSTMNT05:3217482","100"
"530053","ESPORTSTMNT04:2240154","100"
"550932","ESPORTSTMNT02:2789975","100"
"244679","ESPORTSTMNT02:3160023","100"
"232866","ESPORTSTMNT03:3186242","200"
"106828","ESPORTSTMNT02:1333284","200"
"291778","LPL_A:343351","100"
"159660","ESPORTSTMNT02:3212031","200"
"345371","ESPORTSTMNT01:1144770","200"
"537749","LPL_A:342490","200"
"382835","ESPORTSTMNT03:1430715","100"
"165189","ESPORTSTMNT01:2691515","200"
"606044","ESPORTSTMNT04:1290181","200"
"287209","ESPORTSTMNT01:1156610","200"
"366693","ESPORTSTMNT05:1970700","200"
"182629","ESPORTSTMNT04:2665427","100"
"513951","ESPORTSTMNT01:2693423","200"
"522367","ESPORTSTMNT02:1114233","100"
"182938","ESPORTSTMNT01:2144928","200"
"749062","ESPORTSTMNT02:1321192","200"
"212997","ESPORTSTMNT05:2990166","100"
"245407","ESPORTSTMNT02:3160545","200"
"398038","ESPORTSTMNT02:1925580","100"
"397243","ESPORTSTMNT01:2914131","200"
"186792","ESPORTSTMNT03:2101637","100"
"158573","ESPORTSTMNT05:3220344","100"
"1382187","ESPORTSTMNT01:3317696","100"
"293369","ESPORTSTMNT03:3190595","200"
"231052","ESPORTSTMNT02:2781577","200"
"212200","ESPORTSTMNT01:2744507","100"
"245441","ESPORTSTMNT06:2823490","100"
"75953","ESPORTSTMNT04:2694216","200"
"1290851","ESPORTSTMNT04:2684645","200"
"289964","ESPORTSTMNT04:1130709","100"
"206262","ESPORTSTMNT03:1141004","100"
"190695","ESPORTSTMNT03:2075040","200"
"273502","ESPORTSTMNT03:3197378","100"
"162604","ESPORTSTMNT04:1490767","200"
"511899","ESPORTSTMNT02:1732970","100"
"228898","ESPORTSTMNT03:3179835","100"
"212186","ESPORTSTMNT05:3223291","100"
"328324","ESPORTSTMNT01:3408908","100"
"150040","ESPORTSTMNT03:3196972","100"
"295800","ESPORTSTMNT01:3321523","100"
"343424","ESPORTSTMNT05:3060709","200"
"236967","ESPORTSTMNT04:980528","100"
"187927","ESPORTSTMNT06:2775434","100"
"551636","ESPORTSTMNT04:2686073","200"
"182475","ESPORTSTMNT04:2210228","200"
"362840","ESPORTSTMNT06:2815551","200"
"422177","ESPORTSTMNT03:2638146","100"
"396406","ESPORTSTMNT03:3143497","100"
"205421","ESPORTSTMNT06:2775225","200"
"180532","ESPORTSTMNT06:2210705","100"
"191426","ESPORTSTMNT01:2905632","100"
"547912","ESPORTSTMNT04:2290316","200"
