"eventtime","platformgameid"
"2022-07-28T18:03:25.100Z","ESPORTSTMNT03:2893962"
"2020-04-16T09:27:38.161Z","ESPORTSTMNT03:1351822"
"2021-01-16T02:18:36.775Z","ESPORTSTMNT03:1672038"
"2019-08-31T18:24:31.761Z","ESPORTSTMNT06:1051068"
"2023-07-04T16:07:47.007Z","ESPORTSTMNT06:2819100"
"2019-08-17T09:16:43.347Z","ESPORTSTMNT02:1104004"
"2022-03-08T07:08:58.236Z","ESPORTSTMNT01:2772051"
"2021-07-27T16:43:37.054Z","ESPORTSTMNT03:2070783"
"2021-03-20T17:05:51.799Z","ESPORTSTMNT05:1860816"
"2020-03-27T05:18:15.471Z","ESPORTSTMNT02:1330868"
"2022-07-23T11:15:18.986Z","ESPORTSTMNT02:2884787"
"2022-01-20T17:59:55.154Z","ESPORTSTMNT04:2110671"
"2020-08-23T20:01:16.348Z","ESPORTSTMNT03:1442214"
"2021-10-08T16:44:53.772Z","ESPORTSTMNT04:1960541"
"2021-08-10T17:57:21.038Z","ESPORTSTMNT03:2100964"
"2019-06-28T09:10:47.001Z","ESPORTSTMNT02:1094190"
"2020-06-20T12:40:06.400Z","ESPORTSTMNT01:1415531"
"2019-06-09T19:53:09.545Z","ESPORTSTMNT01:1142185"
"2021-07-22T19:03:02.773Z","ESPORTSTMNT05:2070656"
"2020-07-18T12:05:18.083Z","ESPORTSTMNT04:1250201"
"2020-07-03T15:56:13.200Z","ESPORTSTMNT06:1300288"
"2022-01-27T23:49:24.806Z","ESPORTSTMNT02:2551475"
"2023-06-29T12:05:48.307Z","ESPORTSTMNT02:3213495"
"2021-04-18T23:03:01.458Z","ESPORTSTMNT03:1827180"
"2022-03-03T01:34:34.591Z","ESPORTSTMNT01:2734571"
"2023-06-30T16:05:11.525Z","ESPORTSTMNT04:2687453"
"2022-03-02T00:00:36.372Z","ESPORTSTMNT01:2743929"
"2023-03-18T00:06:50.126Z","ESPORTSTMNT06:2775813"
"2021-08-08T18:04:19.698Z","ESPORTSTMNT06:1880614"
"2021-09-08T08:59:33.599Z","ESPORTSTMNT01:2240656"
"2023-06-22T18:47:53.613Z","ESPORTSTMNT01:3387249"
"2023-05-13T16:15:32.986Z","ESPORTSTMNT04:2675967"
"2023-02-04T23:17:14.923Z","ESPORTSTMNT03:3101059"
"2019-08-17T20:53:53.352Z","ESPORTSTMNT02:1114466"
"2019-06-21T12:43:04.938Z","ESPORTSTMNT02:1091363"
"2021-07-01T15:46:24.412Z","ESPORTSTMNT04:1810239"
"2019-06-09T00:47:18.917Z","ESPORTSTMNT01:1131837"
"2021-09-04T16:22:43.389Z","ESPORTSTMNT01:2240467"
"2023-07-16T17:46:50.056Z","ESPORTSTMNT06:2822047"
"2022-02-01T20:07:31.375Z","ESPORTSTMNT05:2530549"
"2022-02-21T20:23:17.675Z","ESPORTSTMNT03:2568029"
"2023-07-17T05:07:17.263Z","ESPORTSTMNT02:3220659"
"2020-07-19T13:49:37.100Z","ESPORTSTMNT04:1250247"
"2023-07-16T10:48:57.862Z","ESPORTSTMNT02:3221591"
"2022-07-20T18:08:22.438Z","ESPORTSTMNT05:2980261"
"2022-03-06T09:06:56.214Z","ESPORTSTMNT01:2770975"
"2023-07-13T13:07:10.967Z","ESPORTSTMNT02:3220351"
"2022-07-03T16:20:04.552Z","ESPORTSTMNT04:2430673"
"2023-05-31T11:18:55.447Z","LPL_A:328847"
"2023-02-03T01:23:47.831Z","ESPORTSTMNT03:3099438"
"2022-02-04T01:49:33.169Z","ESPORTSTMNT02:2555005"
"2020-07-17T18:18:24.271Z","ESPORTSTMNT01:1431635"
"2022-03-02T09:08:36.232Z","ESPORTSTMNT01:2734069"
"2021-03-12T21:09:55.754Z","ESPORTSTMNT05:1870318"
"2022-07-17T12:04:56.532Z","ESPORTSTMNT05:2952952"
"2023-06-22T19:45:26.630Z","ESPORTSTMNT04:2683967"
"2023-02-18T20:35:32.874Z","ESPORTSTMNT02:3151939"
"2021-05-14T17:04:47.649Z","ESPORTSTMNT06:1720693"
"2022-06-01T18:04:32.969Z","ESPORTSTMNT04:2340031"
"2021-08-31T09:10:29.697Z","ESPORTSTMNT01:2250137"
"2022-07-25T10:22:40.343Z","ESPORTSTMNT06:2530725"
"2020-03-02T00:14:29.412Z","ESPORTSTMNT03:1331623"
"2022-06-02T02:48:10.076Z","ESPORTSTMNT01:2915951"
"2023-02-27T08:45:33.661Z","ESPORTSTMNT03:3112198"
"2023-03-21T16:00:17.029Z","ESPORTSTMNT06:2773992"
"2023-07-19T17:14:52.660Z","ESPORTSTMNT03:3193232"
"2020-08-09T13:28:09.862Z","ESPORTSTMNT05:1540447"
"2021-02-07T21:03:05.998Z","ESPORTSTMNT02:1686769"
"2022-03-17T00:45:58.659Z","ESPORTSTMNT03:2630703"
"2019-08-30T16:09:21.554Z","ESPORTSTMNT06:1050983"
"2023-01-20T05:56:55.082Z","ESPORTSTMNT03:3088332"
"2020-04-11T21:54:54.654Z","ESPORTSTMNT05:1430695"
"2022-04-04T20:12:27.061Z","ESPORTSTMNT06:2290520"
"2021-06-05T19:14:42.943Z","ESPORTSTMNT02:1933304"
"2021-02-06T11:29:41.927Z","ESPORTSTMNT05:1821626"
"2023-08-10T23:37:04.916Z","ESPORTSTMNT01:3412971"
"2022-07-10T20:28:43.045Z","ESPORTSTMNT05:2940706"
"2021-08-11T18:43:33.041Z","ESPORTSTMNT03:2101387"
"2022-02-08T23:56:30.745Z","ESPORTSTMNT02:2557618"
"2022-02-15T08:06:58.462Z","ESPORTSTMNT03:2563755"
"2022-07-31T00:46:26.005Z","ESPORTSTMNT03:2885053"
"2023-06-15T16:09:23.155Z","ESPORTSTMNT04:2685253"
"2021-07-18T22:24:52.763Z","ESPORTSTMNT02:2073245"
"2021-01-23T09:27:03.561Z","ESPORTSTMNT01:1720319"
"2022-07-20T20:01:24.131Z","ESPORTSTMNT03:2880551"
"2021-08-13T15:51:44.184Z","ESPORTSTMNT03:2102111"
"2023-08-15T15:02:26.316Z","ESPORTSTMNT04:2693243"
"2023-04-08T10:02:50.657Z","ESPORTSTMNT01:3344006"
"2021-06-14T10:41:45.701Z","ESPORTSTMNT02:1938342"
"2023-02-27T05:10:06.793Z","ESPORTSTMNT03:3113173"
"2022-02-02T21:39:56.738Z","ESPORTSTMNT02:2554335"
"2021-04-06T10:57:39.164Z","ESPORTSTMNT03:1824726"
"2020-03-01T13:07:24.510Z","ESPORTSTMNT06:1170273"
"2022-03-13T11:13:49.534Z","ESPORTSTMNT01:2800152"
"2019-07-06T04:17:50.655Z","ESPORTSTMNT03:1121544"
"2021-08-21T11:40:54.520Z","ESPORTSTMNT03:2103932"
"2023-03-24T10:01:10.887Z","ESPORTSTMNT01:3331591"
"2023-06-28T08:06:14.862Z","LPL_B:326358"
"2022-06-29T19:00:52.758Z","ESPORTSTMNT03:2789201"
"2021-07-29T18:12:15.870Z","ESPORTSTMNT03:2051406"
"2021-06-19T14:09:03.785Z","ESPORTSTMNT06:1830496"
"2023-03-14T01:41:21.762Z","ESPORTSTMNT06:2774681"
"2022-04-10T16:24:23.980Z","ESPORTSTMNT03:2637518"
"2023-07-01T16:10:30.896Z","ESPORTSTMNT04:2688524"
"2022-02-24T19:13:39.439Z","ESPORTSTMNT03:2569548"
"2022-02-15T22:51:40.902Z","ESPORTSTMNT03:2564252"
"2023-01-27T06:16:51.490Z","ESPORTSTMNT03:3090838"
"2023-06-17T18:55:59.589Z","ESPORTSTMNT01:3380050"
"2023-03-14T20:07:52.691Z","ESPORTSTMNT06:2773671"
"2023-02-07T09:27:09.543Z","ESPORTSTMNT01:3303500"
"2022-01-19T19:10:48.415Z","ESPORTSTMNT01:2694092"
"2022-06-15T19:25:19.713Z","ESPORTSTMNT02:2810757"
"2022-01-13T05:08:22.990Z","ESPORTSTMNT01:2701230"
"2023-06-29T18:01:52.560Z","ESPORTSTMNT04:2686404"
"2020-06-19T14:04:15.587Z","ESPORTSTMNT05:1510088"
"2023-03-12T18:34:00.321Z","ESPORTSTMNT03:3127514"
"2020-07-30T17:49:22.700Z","ESPORTSTMNT05:1540064"
"2022-06-24T23:30:05.405Z","ESPORTSTMNT03:2796192"
"2023-02-27T01:56:12.761Z","ESPORTSTMNT02:3166238"
"2021-04-04T15:09:34.126Z","ESPORTSTMNT03:1824345"
"2019-07-26T20:12:40.307Z","ESPORTSTMNT04:980243"
"2021-03-20T16:06:11.610Z","ESPORTSTMNT05:1870887"
"2022-09-01T10:52:48.797Z","ESPORTSTMNT04:2472170"
"2019-07-06T20:58:57.316Z","ESPORTSTMNT03:1111880"
"2021-02-14T16:10:36.536Z","ESPORTSTMNT06:1580331"
"2023-04-03T10:53:41.676Z","ESPORTSTMNT01:3339272"
"2023-06-28T11:08:48.429Z","ESPORTSTMNT02:3214119"
"2023-07-12T10:06:38.026Z","LPL_B:328608"
"2021-07-29T17:07:29.828Z","ESPORTSTMNT03:2071497"
"2021-06-27T22:26:42.047Z","ESPORTSTMNT03:2006636"
"2023-06-10T20:06:52.122Z","ESPORTSTMNT01:3366443"
"2021-06-02T17:04:15.064Z","ESPORTSTMNT01:2030652"
"2021-04-06T20:21:56.054Z","ESPORTSTMNT03:1815006"
"2020-03-21T22:06:48.174Z","ESPORTSTMNT01:1314115"
"2019-08-04T12:06:19.935Z","ESPORTSTMNT01:1166043"
"2021-07-15T23:58:10.759Z","ESPORTSTMNT02:2062092"
"2020-09-27T09:16:45.973Z","ESPORTSTMNT03:1531172"
"2022-02-24T18:06:02.803Z","ESPORTSTMNT03:2569514"
"2020-05-30T10:00:26.794Z","ESPORTSTMNT03:1392576"
"2020-03-22T20:15:10.714Z","ESPORTSTMNT01:1324430"
"2023-06-15T19:45:29.573Z","ESPORTSTMNT04:2685298"
"2023-07-10T23:47:26.453Z","ESPORTSTMNT03:3180904"
"2023-07-28T21:58:08.993Z","ESPORTSTMNT01:3401625"
"2022-01-29T01:19:22.658Z","ESPORTSTMNT01:2708032"
"2022-03-18T08:08:42.480Z","ESPORTSTMNT02:2662403"
"2023-08-15T18:51:24.833Z","ESPORTSTMNT04:2692276"
"2023-03-14T22:13:52.646Z","ESPORTSTMNT01:3323952"
"2021-04-10T08:26:40.968Z","ESPORTSTMNT02:1810378"
"2021-07-10T11:03:20.185Z","ESPORTSTMNT04:1810905"
"2022-05-29T08:34:24.577Z","ESPORTSTMNT04:2290326"
"2022-07-16T22:48:31.667Z","ESPORTSTMNT05:2942717"
"2023-06-05T11:02:15.127Z","LPL_A:331355"
"2020-06-08T14:06:30.561Z","ESPORTSTMNT04:1230268"
"2022-06-12T18:26:16.274Z","ESPORTSTMNT02:2789001"
"2023-08-26T06:55Z","ESPORTSTMNT01:3416553"
"2020-02-02T12:14:06.426Z","ESPORTSTMNT04:1130243"
"2021-06-18T13:05:48.243Z","ESPORTSTMNT02:1970496"
"2023-03-16T22:13:24.236Z","ESPORTSTMNT01:3325480"
"2022-03-03T23:57:49.996Z","ESPORTSTMNT01:2745300"
"2021-08-21T11:29:39.959Z","ESPORTSTMNT03:2103931"
"2023-03-25T02:11:19.129Z","ESPORTSTMNT01:3332796"
"2022-06-23T00:06:24.945Z","ESPORTSTMNT03:2784568"
"2023-06-29T19:56:54.828Z","ESPORTSTMNT04:2687428"
"2021-03-23T17:01:14.949Z","ESPORTSTMNT02:1725963"
"2023-02-09T22:42:14.019Z","ESPORTSTMNT04:2665713"
"2021-02-12T16:56:29.037Z","ESPORTSTMNT06:1570290"
"2023-03-09T18:24:54.469Z","ESPORTSTMNT03:3123299"
"2022-03-12T15:06:21.228Z","ESPORTSTMNT05:2580313"
"2022-08-24T23:06:22.514Z","ESPORTSTMNT02:2972255"
"2022-03-03T20:16:08.520Z","ESPORTSTMNT01:2745141"
"2023-02-06T23:26:26.429Z","ESPORTSTMNT03:3103190"
"2023-03-26T22:57:20.675Z","ESPORTSTMNT01:3333302"
"2023-07-27T16:02:11.410Z","ESPORTSTMNT01:3402287"
"2023-07-08T19:25:34.169Z","ESPORTSTMNT06:2820387"
"2020-03-07T20:12:26.894Z","ESPORTSTMNT06:1170642"
"2023-01-29T03:06:17.257Z","ESPORTSTMNT03:3093514"
"2023-08-10T23:25:51.978Z","ESPORTSTMNT02:3227576"
"2023-07-20T20:01:23.517Z","ESPORTSTMNT06:2822279"
"2021-08-16T18:43:55.422Z","ESPORTSTMNT06:1881143"
"2021-07-12T17:07:29.360Z","ESPORTSTMNT02:2070503"
"2022-02-17T22:02:19.302Z","ESPORTSTMNT03:2565612"
"2022-07-19T03:45:41.872Z","ESPORTSTMNT02:2883771"
"2019-08-09T08:07:15.249Z","ESPORTSTMNT02:1101549"
"2021-02-27T15:57:26.446Z","ESPORTSTMNT04:1520494"
"2019-07-27T05:42:26.226Z","ESPORTSTMNT01:1152495"
"2023-07-20T17:47:31.269Z","ESPORTSTMNT06:2821251"
"2020-06-27T23:20:08.732Z","ESPORTSTMNT02:1385065"
"2022-06-18T11:09:06.564Z","ESPORTSTMNT02:2830660"
"2022-02-28T23:02:29.775Z","ESPORTSTMNT01:2743171"
"2022-06-15T02:12:42.032Z","ESPORTSTMNT02:2810501"
"2022-06-13T19:17:59.630Z","ESPORTSTMNT02:2779334"
"2020-08-25T19:40:15.184Z","ESPORTSTMNT06:1320607"
"2023-06-10T18:46:42.513Z","ESPORTSTMNT01:3368381"
"2022-08-13T19:59:21.136Z","ESPORTSTMNT04:2471359"
"2022-02-05T19:00:06.531Z","ESPORTSTMNT02:2575912"
"2022-10-01T22:12:20.033Z","ESPORTSTMNT02:3053204"
"2022-07-06T16:58:51.892Z","ESPORTSTMNT01:2983121"
"2020-06-18T12:17:54.129Z","ESPORTSTMNT01:1415201"
"2023-08-15T21:07:11.229Z","ESPORTSTMNT02:3229200"
"2022-07-04T17:02:23.113Z","ESPORTSTMNT01:2964861"
"2022-08-19T01:05:31.381Z","ESPORTSTMNT02:2971014"
"2021-02-27T13:43:26.443Z","ESPORTSTMNT04:1520465"
"2023-08-04T14:30:45.631Z","ESPORTSTMNT01:3409488"
"2022-01-27T02:58:48.255Z","ESPORTSTMNT01:2697669"
"2021-03-19T20:10:53.706Z","ESPORTSTMNT02:1734631"
"2022-06-14T00:13:17.005Z","ESPORTSTMNT02:2789847"
"2019-06-08T19:24:31.817Z","ESPORTSTMNT01:1131722"
"2023-06-08T16:05:26.658Z","ESPORTSTMNT06:2815879"
"2021-07-01T22:01:41.234Z","ESPORTSTMNT01:2142596"
"2023-07-20T17:03:21.318Z","ESPORTSTMNT06:2822258"
"2023-01-19T21:24:33.636Z","ESPORTSTMNT06:2768031"
"2022-01-11T19:25:08.266Z","ESPORTSTMNT01:2700707"
"2023-03-29T21:13:10.570Z","ESPORTSTMNT01:3337043"
"2023-06-13T19:17:50.355Z","ESPORTSTMNT04:2683141"
"2023-07-10T10:47:47.996Z","LPL_B:329385"
"2023-03-04T21:40:07.428Z","ESPORTSTMNT02:3169780"
"2023-07-08T10:10:25.903Z","ESPORTSTMNT03:3178668"
"2023-06-17T22:13:11.173Z","ESPORTSTMNT01:3381042"
"2023-03-05T22:07:17.229Z","ESPORTSTMNT02:3170851"
"2022-06-13T09:14:27.006Z","ESPORTSTMNT02:2778990"
"2023-07-22T20:53:46.398Z","ESPORTSTMNT04:2690094"
"2021-02-10T20:30:57.598Z","ESPORTSTMNT05:1822122"
"2023-06-14T18:06:04.476Z","ESPORTSTMNT04:2684230"
"2022-08-05T06:12:24.325Z","ESPORTSTMNT06:2532168"
"2023-03-02T17:08:51.754Z","ESPORTSTMNT02:3169346"
"2021-07-15T12:43:16.048Z","ESPORTSTMNT01:2139025"
"2022-07-31T19:12:31.749Z","ESPORTSTMNT06:2531694"
"2022-05-24T00:08:05.931Z","ESPORTSTMNT01:2902765"
"2023-02-10T00:10:34.615Z","ESPORTSTMNT01:3308783"
"2021-07-14T11:20:55.131Z","ESPORTSTMNT01:2138827"
"2023-06-21T16:07:59.221Z","ESPORTSTMNT01:3383851"
"2022-07-22T15:14:36.387Z","ESPORTSTMNT06:2540232"
"2020-07-19T16:18:34.980Z","ESPORTSTMNT01:1432354"
"2021-06-27T07:06:11.625Z","ESPORTSTMNT03:1996161"
"2022-02-22T17:55:45.586Z","ESPORTSTMNT03:2568449"
"2020-09-05T17:59:48.849Z","ESPORTSTMNT06:1310865"
"2022-03-10T23:00:26.797Z","ESPORTSTMNT01:2773329"
"2022-08-12T18:08:37.534Z","ESPORTSTMNT04:2471136"
"2021-10-22T12:25:13.105Z","ESPORTSTMNT04:1971225"
"2022-06-18T00:20:35.945Z","ESPORTSTMNT02:2830604"
"2023-07-20T06:02:53.535Z","ESPORTSTMNT02:3222270"
"2023-07-28T18:00:14.372Z","ESPORTSTMNT06:2823476"
"2021-07-08T17:04:59.271Z","ESPORTSTMNT01:2146685"
"2022-02-27T20:28:29.379Z","ESPORTSTMNT01:2742426"
"2021-08-20T11:01:43.797Z","ESPORTSTMNT03:2103768"
"2023-07-29T06:07:49.466Z","ESPORTSTMNT03:3199067"
"2021-03-13T04:37:34.503Z","ESPORTSTMNT02:1731459"
"2023-07-12T01:12:55.958Z","ESPORTSTMNT03:3184341"
"2022-01-19T18:59:18.917Z","ESPORTSTMNT01:2694087"
"2022-06-17T06:10:22.798Z","ESPORTSTMNT02:2830457"
"2021-04-09T10:02:55.232Z","ESPORTSTMNT03:1815897"
"2023-07-13T17:17:43.696Z","ESPORTSTMNT06:2818733"
"2022-07-24T20:37:32.905Z","ESPORTSTMNT06:2530665"
"2022-01-19T20:04:36.183Z","ESPORTSTMNT01:2694120"
"2022-06-24T16:49:29.267Z","ESPORTSTMNT06:2470564"
"2021-12-22T12:01:46.475Z","ESPORTSTMNT02:2440621"
"2020-04-28T11:10:07.867Z","ESPORTSTMNT04:1180103"
"2022-08-24T15:58:16.661Z","ESPORTSTMNT05:3090326"
"2023-02-23T18:10:06.549Z","ESPORTSTMNT02:3161535"
"2022-06-29T08:06:59.517Z","ESPORTSTMNT06:2510001"
"2022-03-31T02:14:23.427Z","ESPORTSTMNT02:2674470"
"2022-07-25T20:25:17.921Z","ESPORTSTMNT03:2882404"
"2021-04-14T19:22:03.891Z","ESPORTSTMNT04:1660174"
"2020-09-15T20:36:40.129Z","ESPORTSTMNT04:1320029"
"2022-02-08T18:04:45.052Z","ESPORTSTMNT02:2577386"
"2023-01-27T21:29:52.954Z","ESPORTSTMNT02:3141904"
"2023-03-10T18:58:40.545Z","ESPORTSTMNT03:3125808"
"2021-04-10T16:19:50.663Z","ESPORTSTMNT03:1826014"
"2022-07-31T18:05:22.194Z","ESPORTSTMNT03:2885353"
"2022-06-27T16:50:22.190Z","ESPORTSTMNT03:2787971"
"2019-06-14T22:04:17.248Z","ESPORTSTMNT01:1133957"
"2021-04-20T15:27:47.807Z","ESPORTSTMNT04:1670333"
"2022-07-07T17:19:57.126Z","ESPORTSTMNT01:2966051"
"2023-07-23T22:09:31.588Z","ESPORTSTMNT01:3399316"
"2021-02-20T22:57:07.978Z","ESPORTSTMNT03:1755059"
"2023-04-19T14:56:38.934Z","ESPORTSTMNT05:3220596"
"2022-05-29T08:21:23.189Z","ESPORTSTMNT03:2714860"
"2023-06-11T06:53:15.399Z","ESPORTSTMNT03:3170253"
"2022-06-03T00:54:56.584Z","ESPORTSTMNT01:2916140"
"2023-07-11T23:04:27.631Z","ESPORTSTMNT03:3184313"
"2023-06-06T17:14:44.471Z","ESPORTSTMNT03:3165550"
"2023-06-29T10:52:39.273Z","ESPORTSTMNT02:3215424"
"2019-05-17T10:14:29.667Z","ESPORTSTMNT01:1121592"
"2021-04-09T09:08:38.635Z","ESPORTSTMNT03:1815874"
"2023-08-06T22:02:13.371Z","ESPORTSTMNT01:3410273"
"2019-06-30T09:11:59.019Z","ESPORTSTMNT02:1095276"
"2019-05-02T15:17:08.769Z","ESPORTSTMNT01:1110392"
"2020-10-09T12:44:27.417Z","ESPORTSTMNT03:1532251"
"2020-07-24T08:42:05.374Z","ESPORTSTMNT01:1424279"
"2022-07-14T06:06:27.357Z","ESPORTSTMNT05:2941707"
"2020-01-24T19:27:32.032Z","ESPORTSTMNT05:1390196"
"2019-12-07T06:00:42.576Z","ESPORTSTMNT03:1230055"
"2023-02-19T18:10:39.703Z","ESPORTSTMNT02:3154297"
"2021-07-11T12:05:17.204Z","ESPORTSTMNT01:2148222"
"2023-04-02T06:11:58.160Z","ESPORTSTMNT01:3337944"
"2022-03-03T17:05:24.458Z","ESPORTSTMNT01:2745004"
"2023-07-08T23:04:39.338Z","ESPORTSTMNT03:3178975"
"2020-04-20T10:11:13.148Z","ESPORTSTMNT03:1352548"
"2022-07-02T22:22:50.915Z","ESPORTSTMNT04:2410530"
"2023-02-04T19:33:59.183Z","ESPORTSTMNT01:3300434"
"2022-03-19T02:02:00.706Z","ESPORTSTMNT02:2662620"
"2022-08-24T23:57:59.196Z","ESPORTSTMNT02:2972283"
"2021-07-01T16:58:12.093Z","ESPORTSTMNT01:2132172"
"2021-07-08T19:03:00.726Z","ESPORTSTMNT04:1800775"
"2019-07-13T20:06:16.054Z","ESPORTSTMNT03:1114793"
"2019-10-19T17:06:35.190Z","ESPORTSTMNT06:1071675"
"2022-02-26T01:54:03.667Z","ESPORTSTMNT03:2569991"
"2023-03-31T13:27:21.861Z","ESPORTSTMNT01:3338522"
"2021-12-26T10:16:05.864Z","ESPORTSTMNT02:2440830"
"2022-07-29T11:54:03.649Z","ESPORTSTMNT06:2531323"
"2022-03-24T22:16:22.173Z","ESPORTSTMNT03:2652943"
"2023-07-18T14:58:20.803Z","ESPORTSTMNT06:2821128"
"2020-02-15T18:03:40.928Z","ESPORTSTMNT05:1400217"
"2021-07-27T10:22:03.046Z","ESPORTSTMNT02:2076926"
"2021-07-08T23:09:57.432Z","ESPORTSTMNT01:2146909"
"2022-04-03T16:25:25.653Z","ESPORTSTMNT03:2655923"
"2021-07-04T19:17:50.885Z","ESPORTSTMNT01:2144447"
"2023-08-01T12:14:02.449Z","ESPORTSTMNT01:3404742"
"2021-01-26T20:06:19.377Z","ESPORTSTMNT04:1481058"
"2022-05-21T05:53:41.065Z","ESPORTSTMNT06:2350481"
"2022-06-06T11:25:50.239Z","ESPORTSTMNT02:2774531"
"2023-02-15T19:05:24.426Z","ESPORTSTMNT01:3317140"
"2022-05-31T18:08:52.815Z","ESPORTSTMNT01:2905447"
"2019-07-06T09:07:21.316Z","ESPORTSTMNT03:1121621"
"2023-08-04T09:08:54.329Z","ESPORTSTMNT01:3407524"
"2023-08-12T20:14:33.681Z","ESPORTSTMNT03:3198740"
"2021-02-21T21:04:27.260Z","ESPORTSTMNT03:1755494"
"2020-03-05T15:59:08.867Z","ESPORTSTMNT06:1160499"
"2019-06-05T11:06:59.959Z","ESPORTSTMNT01:1130786"
"2023-07-29T11:04:01.084Z","ESPORTSTMNT01:3403683"
"2022-08-20T22:01:31.858Z","ESPORTSTMNT02:2971445"
"2023-03-02T19:07:29.089Z","ESPORTSTMNT02:3169385"
"2020-06-24T09:04:37.302Z","ESPORTSTMNT02:1393296"
"2021-03-19T19:51:44.313Z","ESPORTSTMNT05:1860759"
"2023-03-13T22:04:41.468Z","ESPORTSTMNT01:3322692"
"2023-03-19T08:36:25.807Z","ESPORTSTMNT01:3328190"
"2021-06-12T00:33:43.802Z","ESPORTSTMNT02:1937257"
"2023-01-24T21:10:18.182Z","ESPORTSTMNT02:3140502"
"2022-08-20T09:14:40.291Z","ESPORTSTMNT01:3095575"
"2021-06-08T16:06:50.825Z","ESPORTSTMNT05:1970700"
"2020-08-08T22:18:12.695Z","ESPORTSTMNT02:1404110"
"2021-04-15T14:29:17.659Z","ESPORTSTMNT04:1660187"
"2020-03-09T21:31:02.169Z","ESPORTSTMNT06:1170820"
"2021-02-02T18:09:35.588Z","ESPORTSTMNT02:1683643"
"2022-04-07T00:33:45.424Z","ESPORTSTMNT02:2665107"
"2023-03-04T23:57:39.585Z","ESPORTSTMNT03:3119033"
"2022-01-13T18:06:11.724Z","ESPORTSTMNT01:2701400"
"2023-08-12T16:29:06.101Z","ESPORTSTMNT04:2692183"
"2023-07-13T19:49:55.425Z","ESPORTSTMNT06:2819770"
"2022-07-31T19:18:21.542Z","ESPORTSTMNT06:2541699"
"2022-07-01T06:19:39.502Z","ESPORTSTMNT06:2510187"
"2023-06-10T19:50:48.023Z","ESPORTSTMNT01:3368401"
"2023-02-17T17:15:48.205Z","ESPORTSTMNT04:2666121"
"2021-02-17T20:04:52.506Z","ESPORTSTMNT03:1762934"
"2021-05-23T13:17:25.839Z","ESPORTSTMNT06:1721069"
"2019-09-28T22:55:33.784Z","ESPORTSTMNT02:1140540"
"2023-07-13T11:09:58.267Z","ESPORTSTMNT02:3220327"
"2022-07-03T11:07:33.180Z","ESPORTSTMNT04:2410588"
"2021-02-21T00:51:18.834Z","ESPORTSTMNT03:1755087"
"2023-07-07T01:52:40.957Z","ESPORTSTMNT03:3178226"
"2021-08-28T10:10:56.485Z","ESPORTSTMNT03:2130311"
"2023-08-13T22:04:26.015Z","ESPORTSTMNT01:3415406"
"2023-06-09T17:10:46.101Z","ESPORTSTMNT06:2817923"
"2023-03-08T20:45:39.500Z","ESPORTSTMNT03:3122828"
"2021-07-28T19:47:37.838Z","ESPORTSTMNT03:2051141"
"2022-08-11T18:11:24.934Z","ESPORTSTMNT04:2470966"
"2023-07-07T18:07:06.957Z","ESPORTSTMNT06:2820343"
"2022-02-01T21:16:56.845Z","ESPORTSTMNT02:2553806"
"2022-02-08T09:06:07.199Z","ESPORTSTMNT02:2577179"
"2023-07-24T23:06:01.129Z","ESPORTSTMNT01:3399539"
"2023-07-20T16:08:12.825Z","ESPORTSTMNT06:2823260"
"2020-07-16T17:03:11.800Z","ESPORTSTMNT04:1250129"
"2022-08-24T19:41:47.610Z","ESPORTSTMNT05:3060319"
"2023-04-13T15:00:15.626Z","ESPORTSTMNT05:3222333"
"2023-03-28T18:05:36.832Z","ESPORTSTMNT04:2672366"
"2022-07-15T08:06:31.717Z","ESPORTSTMNT05:2952287"
"2021-07-23T10:38:43.009Z","ESPORTSTMNT02:2065580"
"2021-01-23T16:11:26.477Z","ESPORTSTMNT03:1673660"
"2020-08-22T22:04:29.849Z","ESPORTSTMNT03:1432128"
"2019-06-28T08:08:34.147Z","ESPORTSTMNT02:1094107"
"2022-06-22T19:35:48.601Z","ESPORTSTMNT03:2784400"
"2021-06-10T10:05:33.924Z","ESPORTSTMNT02:1936296"
"2021-08-13T08:04:25.991Z","ESPORTSTMNT03:2091920"
"2022-08-26T10:10:10.733Z","ESPORTSTMNT01:3086249"
"2021-08-10T12:02:31.939Z","ESPORTSTMNT06:1860795"
"2020-06-27T07:55:00.667Z","ESPORTSTMNT02:1384796"
"2023-06-08T18:12:25.561Z","ESPORTSTMNT06:2817900"
"2023-06-28T17:13:47.973Z","ESPORTSTMNT04:2687321"
"2022-08-01T15:56:16.007Z","ESPORTSTMNT03:2885590"
"2022-02-23T21:09:00.659Z","ESPORTSTMNT03:2549496"
"2023-06-23T16:04:46.263Z","ESPORTSTMNT04:2685971"
"2021-02-06T17:04:54.450Z","ESPORTSTMNT02:1686183"
"2022-08-25T15:56:33.282Z","ESPORTSTMNT05:3090387"
"2020-03-01T07:57:08.185Z","ESPORTSTMNT03:1331290"
"2022-02-09T15:58:54.051Z","ESPORTSTMNT05:2530986"
"2021-04-23T17:00:25.187Z","ESPORTSTMNT04:1670406"
"2019-07-25T08:09:02.943Z","ESPORTSTMNT01:1151506"
"2023-07-07T22:10:30.595Z","ESPORTSTMNT03:3178511"
"2022-02-17T21:08:42.580Z","ESPORTSTMNT03:2565584"
"2023-08-04T17:58:10.724Z","ESPORTSTMNT04:2691784"
