"gametime","platformgameid","teamid","buildingtype"
"769195","ESPORTSTMNT02:2554281","100","turret"
"918341","ESPORTSTMNT05:2750332","100","turret"
"1195483","ESPORTSTMNT01:3317732","100","turret"
"1433703","ESPORTSTMNT03:2055285","100","turret"
"2095166","ESPORTSTMNT05:1430156","100","inhibitor"
"952034","ESPORTSTMNT02:3144441","100","turret"
"1970654","ESPORTSTMNT03:3100084","200","inhibitor"
"1596799","ESPORTSTMNT01:2698151","200","inhibitor"
"2408485","ESPORTSTMNT02:2971607","200","inhibitor"
"1826026","ESPORTSTMNT06:2460365","100","inhibitor"
"913923","ESPORTSTMNT02:2670789","100","turret"
"904081","ESPORTSTMNT03:3185990","100","turret"
"679909","ESPORTSTMNT04:1890370","100","turret"
"623059","ESPORTSTMNT01:3403683","200","turret"
"893475","ESPORTSTMNT02:2673193","200","turret"
"1059808","ESPORTSTMNT02:1294500","200","turret"
"899047","ESPORTSTMNT03:1442094","100","turret"
"1018063","ESPORTSTMNT06:1840939","200","turret"
"1811165","ESPORTSTMNT04:2430789","200","inhibitor"
"2483688","ESPORTSTMNT01:1141965","100","inhibitor"
"1132699","ESPORTSTMNT01:1731994","100","turret"
"927440","ESPORTSTMNT03:3179740","100","turret"
"966286","ESPORTSTMNT05:1821874","100","turret"
"1524031","ESPORTSTMNT05:1860815","100","inhibitor"
"864817","ESPORTSTMNT01:2773480","100","turret"
"966029","ESPORTSTMNT02:1693426","200","turret"
"1082282","ESPORTSTMNT06:2763193","200","turret"
"910310","ESPORTSTMNT02:2061815","100","turret"
"902615","ESPORTSTMNT06:2819344","200","turret"
"1038170","ESPORTSTMNT01:3333811","200","turret"
"2122468","ESPORTSTMNT03:1340757","100","inhibitor"
"782901","ESPORTSTMNT02:3158788","200","turret"
"1472176","ESPORTSTMNT05:1971421","100","inhibitor"
"2231040","ESPORTSTMNT04:1250460","100","inhibitor"
"1699419","ESPORTSTMNT05:1821203","100","inhibitor"
"1443303","ESPORTSTMNT02:1332360","200","inhibitor"
"1179584","ESPORTSTMNT03:3160809","200","turret"
"1760632","ESPORTSTMNT02:3153529","100","inhibitor"
"1726143","ESPORTSTMNT06:1270287","100","inhibitor"
"1097749","ESPORTSTMNT02:1105296","100","turret"
"1189524","ESPORTSTMNT01:2138098","100","turret"
"2415688","ESPORTSTMNT02:1283154","100","inhibitor"
"2031976","ESPORTSTMNT01:2144560","200","inhibitor"
"1163293","ESPORTSTMNT02:3149937","200","turret"
"945864","ESPORTSTMNT04:2220057","100","turret"
"1580946","ESPORTSTMNT04:2667096","200","inhibitor"
"718010","ESPORTSTMNT06:1570761","100","turret"
"866340","ESPORTSTMNT02:1683643","200","turret"
"821703","ESPORTSTMNT06:2818560","100","turret"
"981165","ESPORTSTMNT03:1766997","100","turret"
"1702500","ESPORTSTMNT02:2972426","100","inhibitor"
"685306","ESPORTSTMNT02:1731033","100","turret"
"984690","ESPORTSTMNT02:2575943","200","turret"
"1034731","ESPORTSTMNT06:1560068","100","turret"
"1758915","ESPORTSTMNT02:1725001","200","inhibitor"
"1469072","ESPORTSTMNT01:2149227","100","inhibitor"
"1683632","ESPORTSTMNT02:3210608","200","inhibitor"
"1135451","ESPORTSTMNT01:3416569","200","turret"
"1012090","ESPORTSTMNT04:1220706","100","turret"
"876742","ESPORTSTMNT02:2067385","200","turret"
"1488923","ESPORTSTMNT03:2795481","100","turret"
"1549266","ESPORTSTMNT03:1442968","100","turret"
"2065582","ESPORTSTMNT03:3179035","100","inhibitor"
"1017511","ESPORTSTMNT05:1430403","100","turret"
"892234","ESPORTSTMNT04:2688085","200","turret"
"1998675","ESPORTSTMNT01:1325167","200","inhibitor"
"1589476","ESPORTSTMNT01:3417386","200","inhibitor"
"897308","ESPORTSTMNT03:2638016","200","turret"
"921231","ESPORTSTMNT02:2575790","100","turret"
"1596015","ESPORTSTMNT03:3129412","100","inhibitor"
"615892","ESPORTSTMNT02:3161506","200","turret"
"1882161","ESPORTSTMNT04:1660585","100","inhibitor"
"1018071","ESPORTSTMNT06:2540943","100","turret"
"1568605","ESPORTSTMNT03:3191802","100","inhibitor"
"1563431","ESPORTSTMNT01:3082097","200","turret"
"1144114","ESPORTSTMNT01:2965122","200","turret"
"1393125","ESPORTSTMNT01:3332469","200","turret"
"1875145","ESPORTSTMNT04:2090130","200","inhibitor"
"2285359","ESPORTSTMNT03:3197446","200","inhibitor"
"1138882","ESPORTSTMNT06:2260137","100","inhibitor"
"891264","ESPORTSTMNT03:2103759","200","turret"
"1291692","ESPORTSTMNT02:2210088","100","inhibitor"
"929595","ESPORTSTMNT03:2830555","100","turret"
"800368","ESPORTSTMNT01:3387483","200","turret"
"1704867","ESPORTSTMNT06:2774603","100","inhibitor"
"910579","ESPORTSTMNT04:2687015","100","turret"
"2061477","ESPORTSTMNT03:1990348","200","inhibitor"
"1491268","ESPORTSTMNT01:2142388","200","inhibitor"
"1965291","ESPORTSTMNT02:2971262","200","inhibitor"
"1166304","ESPORTSTMNT02:2775711","100","turret"
"1444264","ESPORTSTMNT02:1650114","100","turret"
"1005461","ESPORTSTMNT05:1832065","100","turret"
"703761","ESPORTSTMNT01:1886731","100","turret"
"1202270","ESPORTSTMNT04:2663983","200","turret"
"1819516","ESPORTSTMNT05:3223049","100","inhibitor"
"879305","ESPORTSTMNT03:2920977","100","turret"
"830859","ESPORTSTMNT06:1210125","100","turret"
"1356350","ESPORTSTMNT06:2190797","200","inhibitor"
"2024964","ESPORTSTMNT01:2697556","200","inhibitor"
"1826353","ESPORTSTMNT03:2799847","100","inhibitor"
"1128719","ESPORTSTMNT02:3218703","200","turret"
"1645735","ESPORTSTMNT03:2140696","200","inhibitor"
"1373951","ESPORTSTMNT01:1155853","200","turret"
"1155611","ESPORTSTMNT02:2556452","200","turret"
"1278258","ESPORTSTMNT05:3219500","200","turret"
"1015581","ESPORTSTMNT04:1970577","200","turret"
"723561","ESPORTSTMNT06:1051069","200","turret"
"2018277","ESPORTSTMNT04:2090187","100","inhibitor"
"1014820","ESPORTSTMNT03:2543195","100","turret"
"929437","ESPORTSTMNT04:2410478","100","turret"
"1414145","LPL_A:334118","100","inhibitor"
"1343054","ESPORTSTMNT03:3101228","200","inhibitor"
"692224","ESPORTSTMNT05:1510106","100","turret"
"1719058","ESPORTSTMNT01:2982937","200","inhibitor"
"2151727","ESPORTSTMNT02:1140546","200","inhibitor"
"1327461","ESPORTSTMNT04:2090558","100","turret"
"917223","ESPORTSTMNT03:3094871","200","turret"
"2027186","ESPORTSTMNT04:2675887","200","inhibitor"
"1571551","ESPORTSTMNT04:2170363","200","inhibitor"
"1024068","ESPORTSTMNT05:3060177","200","turret"
"968702","ESPORTSTMNT03:2795437","200","turret"
"1275922","ESPORTSTMNT03:2794935","100","inhibitor"
"1540109","ESPORTSTMNT03:2782356","100","turret"
"781760","ESPORTSTMNT06:1300821","100","turret"
"1041295","ESPORTSTMNT03:2546121","200","turret"
"801097","ESPORTSTMNT04:2430110","200","turret"
"993530","ESPORTSTMNT01:3316534","200","turret"
"891598","ESPORTSTMNT04:1890221","100","turret"
"1467829","ESPORTSTMNT01:3401414","100","inhibitor"
"887380","ESPORTSTMNT06:1680296","200","turret"
"2399857","ESPORTSTMNT01:1887512","200","inhibitor"
"1535250","ESPORTSTMNT01:3334994","200","inhibitor"
"977217","ESPORTSTMNT01:1110380","200","turret"
"906314","ESPORTSTMNT01:1144314","100","turret"
"1048729","ESPORTSTMNT03:2003878","100","turret"
"1439793","ESPORTSTMNT03:3184218","100","inhibitor"
"1555372","ESPORTSTMNT03:1404085","200","inhibitor"
"1019214","ESPORTSTMNT04:2685190","200","turret"
"670426","ESPORTSTMNT02:1112232","100","turret"
"1464041","ESPORTSTMNT04:1320015","100","turret"
"1376642","ESPORTSTMNT02:2578064","200","inhibitor"
"1311109","ESPORTSTMNT02:3041846","200","turret"
"686729","ESPORTSTMNT03:1641158","100","turret"
"1651730","ESPORTSTMNT03:3132204","200","inhibitor"
"905048","ESPORTSTMNT01:3410017","100","turret"
"1679097","ESPORTSTMNT04:2240161","200","inhibitor"
"1029207","ESPORTSTMNT06:1881347","100","turret"
"771747","ESPORTSTMNT01:2742510","200","turret"
"1806679","ESPORTSTMNT01:3412942","200","inhibitor"
"1922544","ESPORTSTMNT03:1382462","100","inhibitor"
"1009334","ESPORTSTMNT01:3082153","200","turret"
"1070260","LPL_B:329848","100","turret"
"653434","ESPORTSTMNT01:2733228","200","turret"
"2142296","LPL_A:337038","200","inhibitor"
"1715896","ESPORTSTMNT01:1431635","100","inhibitor"
"978501","ESPORTSTMNT06:1840214","200","turret"
"1874370","ESPORTSTMNT03:2547274","100","inhibitor"
"1153919","ESPORTSTMNT02:1321062","100","turret"
"1460137","ESPORTSTMNT02:2777068","200","turret"
"1151840","ESPORTSTMNT03:1092517","100","turret"
"1808395","ESPORTSTMNT06:1830496","200","inhibitor"
"928116","ESPORTSTMNT05:1971052","200","turret"
"1168314","ESPORTSTMNT04:2471406","200","turret"
"897979","ESPORTSTMNT01:3325814","100","turret"
"1099407","ESPORTSTMNT06:2470057","200","turret"
"781926","ESPORTSTMNT03:1432789","100","turret"
"1609172","ESPORTSTMNT05:2951627","100","turret"
"1763492","ESPORTSTMNT02:3170633","200","inhibitor"
"728105","ESPORTSTMNT03:2634527","100","turret"
"687420","ESPORTSTMNT06:1320518","100","turret"
"1279990","ESPORTSTMNT01:3383508","200","turret"
"1053922","ESPORTSTMNT05:1970757","100","turret"
"665156","ESPORTSTMNT02:2072974","100","turret"
"1160049","ESPORTSTMNT03:2568328","100","turret"
"1967073","ESPORTSTMNT03:1114497","100","inhibitor"
"1539110","ESPORTSTMNT01:3082821","200","inhibitor"
"1840356","ESPORTSTMNT02:2775085","200","turret"
"1315899","ESPORTSTMNT03:1814668","100","inhibitor"
"2428751","ESPORTSTMNT03:1414271","200","inhibitor"
"863109","ESPORTSTMNT02:3171212","200","turret"
"1963752","ESPORTSTMNT01:2708045","100","inhibitor"
"1701091","ESPORTSTMNT02:1101888","200","inhibitor"
"956274","ESPORTSTMNT01:3373407","200","turret"
"773864","ESPORTSTMNT05:3090406","100","turret"
"632233","ESPORTSTMNT01:1162249","200","turret"
"832167","ESPORTSTMNT06:1861084","200","turret"
"1172116","ESPORTSTMNT01:2696545","100","turret"
"875297","ESPORTSTMNT03:3094264","100","turret"
"811850","ESPORTSTMNT03:2073438","100","turret"
"2482977","ESPORTSTMNT05:3219361","100","inhibitor"
"1800712","ESPORTSTMNT01:1690520","200","inhibitor"
"944679","ESPORTSTMNT04:2686388","100","turret"
"1216762","ESPORTSTMNT03:1323007","100","turret"
"1016115","ESPORTSTMNT02:1723168","100","turret"
"1917852","ESPORTSTMNT02:3160582","100","inhibitor"
"1838455","ESPORTSTMNT01:2915156","100","inhibitor"
"1073866","ESPORTSTMNT06:2460381","200","turret"
"1906470","ESPORTSTMNT02:1810478","200","inhibitor"
"858229","ESPORTSTMNT03:1757957","100","turret"
"977985","ESPORTSTMNT03:3198612","100","turret"
"668102","ESPORTSTMNT03:1764840","100","turret"
"1214518","ESPORTSTMNT06:1570164","200","turret"
"947423","ESPORTSTMNT04:2220182","200","turret"
"934279","ESPORTSTMNT02:2974314","200","turret"
"955830","ESPORTSTMNT01:2240499","200","turret"
"958604","ESPORTSTMNT05:3060409","100","turret"
"1354826","ESPORTSTMNT03:2632379","200","inhibitor"
"1078626","ESPORTSTMNT04:2451654","100","turret"
"841164","ESPORTSTMNT03:2637328","100","turret"
"922215","ESPORTSTMNT04:2270089","200","turret"
"707926","ESPORTSTMNT02:1932870","100","turret"
"780695","ESPORTSTMNT03:1752338","200","turret"
"862627","LPL_A:335523","200","turret"
"950536","ESPORTSTMNT01:3000012","100","turret"
"2385801","ESPORTSTMNT06:1070457","200","inhibitor"
"1795823","ESPORTSTMNT06:2816901","100","inhibitor"
"798924","ESPORTSTMNT01:1131097","100","turret"
"1265849","ESPORTSTMNT06:2819761","100","turret"
"1217552","ESPORTSTMNT02:3219848","200","turret"
"1019343","ESPORTSTMNT05:1430747","200","turret"
"1913005","ESPORTSTMNT02:2075193","200","inhibitor"
"1429829","ESPORTSTMNT02:2830617","100","turret"
"862725","ESPORTSTMNT05:2980181","200","turret"
"997146","ESPORTSTMNT04:1230341","200","turret"
"969489","ESPORTSTMNT01:3325173","100","turret"
"816691","ESPORTSTMNT03:2568550","100","turret"
"746713","ESPORTSTMNT02:1295365","100","turret"
"1004304","ESPORTSTMNT05:2520761","200","turret"
"1063890","ESPORTSTMNT03:3131746","200","turret"
"1625065","ESPORTSTMNT01:1432514","200","inhibitor"
"1570876","ESPORTSTMNT05:2760343","200","inhibitor"
"1047591","ESPORTSTMNT02:3156445","100","turret"
"810488","ESPORTSTMNT01:3326211","100","turret"
"903722","ESPORTSTMNT06:2775757","200","turret"
"2171579","ESPORTSTMNT02:2073152","200","inhibitor"
"851242","ESPORTSTMNT01:3410874","200","turret"
"2190756","ESPORTSTMNT01:3334178","200","inhibitor"
"1323351","ESPORTSTMNT04:2663888","200","inhibitor"
"870100","ESPORTSTMNT04:1730230","100","turret"
"1058641","ESPORTSTMNT03:2657182","100","inhibitor"
"950015","ESPORTSTMNT03:3090838","200","turret"
"1112446","ESPORTSTMNT01:2904372","100","inhibitor"
"897999","ESPORTSTMNT01:3316094","200","turret"
"938332","ESPORTSTMNT06:1881436","100","turret"
"577365","ESPORTSTMNT02:2571195","200","turret"
"573099","ESPORTSTMNT04:1490579","200","turret"
"966922","ESPORTSTMNT04:2692270","200","turret"
"889855","ESPORTSTMNT01:1142185","200","turret"
"922089","ESPORTSTMNT02:1931497","200","turret"
"2631594","ESPORTSTMNT05:1821301","200","inhibitor"
"2094092","ESPORTSTMNT03:2561454","200","inhibitor"
"915201","ESPORTSTMNT05:1400098","100","turret"
"869932","ESPORTSTMNT06:1881367","200","turret"
"902558","ESPORTSTMNT03:3166925","200","turret"
"1038916","ESPORTSTMNT02:1384786","100","turret"
"2086605","ESPORTSTMNT03:1533026","100","inhibitor"
"1502258","ESPORTSTMNT04:2470915","200","turret"
"1851561","ESPORTSTMNT03:1333765","200","inhibitor"
"1423209","ESPORTSTMNT01:2735423","100","turret"
"967187","ESPORTSTMNT06:1070359","100","turret"
"1912785","ESPORTSTMNT01:3340324","100","inhibitor"
"863683","ESPORTSTMNT02:2066251","100","turret"
"2169625","ESPORTSTMNT03:2075287","200","inhibitor"
"1035882","ESPORTSTMNT03:1817313","100","turret"
"1037967","ESPORTSTMNT04:1530622","200","turret"
"2190795","ESPORTSTMNT02:1381599","200","inhibitor"
"1546304","ESPORTSTMNT04:2470113","100","inhibitor"
"893092","ESPORTSTMNT03:3122803","200","turret"
"682562","ESPORTSTMNT03:1401708","200","turret"
"1909379","ESPORTSTMNT02:2914004","100","inhibitor"
"1453805","ESPORTSTMNT01:3367502","200","inhibitor"
"2287694","ESPORTSTMNT04:1660577","100","inhibitor"
"551052","ESPORTSTMNT04:1730149","100","turret"
"1908537","ESPORTSTMNT06:1071720","200","inhibitor"
"897128","ESPORTSTMNT03:3094421","200","turret"
"749653","ESPORTSTMNT06:2818718","200","turret"
"1657321","ESPORTSTMNT03:1401429","200","inhibitor"
"1136406","ESPORTSTMNT02:1697703","200","turret"
"2107491","ESPORTSTMNT01:3335017","200","inhibitor"
"849726","ESPORTSTMNT02:3219284","200","turret"
"2550418","ESPORTSTMNT04:1480515","200","inhibitor"
"1274156","ESPORTSTMNT04:2687431","100","inhibitor"
"1712823","ESPORTSTMNT03:2544232","100","inhibitor"
"542735","ESPORTSTMNT02:1294209","200","turret"
"1161844","ESPORTSTMNT06:1020272","200","turret"
"815022","ESPORTSTMNT02:1694367","100","turret"
"1892214","ESPORTSTMNT06:2816865","200","inhibitor"
"1309252","ESPORTSTMNT03:1753659","200","inhibitor"
"2310904","ESPORTSTMNT05:2600090","100","inhibitor"
"1444880","ESPORTSTMNT01:2697430","100","inhibitor"
"1023840","ESPORTSTMNT06:1570290","200","turret"
"845462","ESPORTSTMNT03:2548593","100","turret"
"848907","ESPORTSTMNT05:2600072","200","turret"
"1535705","ESPORTSTMNT03:2549510","200","inhibitor"
"1699169","ESPORTSTMNT05:2941590","100","inhibitor"
"926623","ESPORTSTMNT03:2787971","100","turret"
"738071","ESPORTSTMNT03:2820523","200","turret"
"976528","ESPORTSTMNT01:3336224","100","turret"
"898445","ESPORTSTMNT06:1880209","200","turret"
"870252","ESPORTSTMNT01:1166187","100","turret"
"1032916","ESPORTSTMNT03:3195344","100","turret"
"1832195","ESPORTSTMNT03:2789925","100","inhibitor"
"1389503","ESPORTSTMNT01:3310890","200","inhibitor"
"1799629","ESPORTSTMNT02:2557011","100","inhibitor"
"2219331","ESPORTSTMNT03:2893929","100","inhibitor"
"897183","ESPORTSTMNT06:1190961","200","turret"
"1341766","ESPORTSTMNT01:3340638","200","inhibitor"
"2603792","ESPORTSTMNT05:1440598","100","inhibitor"
"1096705","ESPORTSTMNT01:2965326","200","turret"
"1194008","ESPORTSTMNT02:2661895","100","inhibitor"
"958562","ESPORTSTMNT04:1961268","200","turret"
"1771540","ESPORTSTMNT06:1860086","200","inhibitor"
"1826406","ESPORTSTMNT05:2952304","200","inhibitor"
"1094605","ESPORTSTMNT03:3128623","100","turret"
"1906675","ESPORTSTMNT04:2411240","200","inhibitor"
"1895886","ESPORTSTMNT05:3222314","200","inhibitor"
"1243986","ESPORTSTMNT03:2820055","100","turret"
"1278172","ESPORTSTMNT01:1144497","100","turret"
"1130187","ESPORTSTMNT02:1686377","200","turret"
"954780","ESPORTSTMNT02:2551498","100","turret"
"1036654","ESPORTSTMNT03:3102277","100","turret"
"915471","ESPORTSTMNT02:3043333","200","turret"
"1744244","ESPORTSTMNT01:2136933","200","inhibitor"
"1763852","ESPORTSTMNT01:1895503","100","turret"
"946531","ESPORTSTMNT02:3057478","200","turret"
"1019019","ESPORTSTMNT06:2817883","200","turret"
"848039","ESPORTSTMNT01:3411168","200","turret"
"795698","ESPORTSTMNT05:1870402","200","turret"
"1036039","ESPORTSTMNT03:3177359","100","turret"
"936384","ESPORTSTMNT03:3197398","200","turret"
"1516119","ESPORTSTMNT03:3095557","200","inhibitor"
"891841","ESPORTSTMNT04:1320036","200","turret"
"869131","ESPORTSTMNT02:1935832","200","turret"
"746014","ESPORTSTMNT02:3218696","100","turret"
"1095328","ESPORTSTMNT04:2683974","200","turret"
"1852597","ESPORTSTMNT03:2790111","100","inhibitor"
"1130991","ESPORTSTMNT06:2210930","100","turret"
"1026740","ESPORTSTMNT02:3168129","100","turret"
"2118800","ESPORTSTMNT05:2750372","200","inhibitor"
"1024661","ESPORTSTMNT01:3415168","100","turret"
"2148280","ESPORTSTMNT02:2673846","200","inhibitor"
"957734","ESPORTSTMNT06:1580577","200","turret"
"1368676","ESPORTSTMNT03:3090756","200","turret"
"870211","ESPORTSTMNT02:3170550","100","turret"
"683123","ESPORTSTMNT04:1250244","100","turret"
"840720","ESPORTSTMNT01:1415382","200","turret"
"607923","ESPORTSTMNT03:3128788","100","turret"
"1018441","ESPORTSTMNT01:3329406","200","turret"
"1541736","ESPORTSTMNT03:3125531","100","inhibitor"
"870988","ESPORTSTMNT01:2984433","200","turret"
"1043090","ESPORTSTMNT02:3191871","100","turret"
"724495","ESPORTSTMNT03:1352439","200","turret"
"1052625","ESPORTSTMNT01:3313836","100","turret"
"1791303","ESPORTSTMNT06:2768914","100","inhibitor"
"1387754","ESPORTSTMNT03:1220060","100","inhibitor"
"855036","LPL_A:335370","200","turret"
"1814464","ESPORTSTMNT02:2810501","200","inhibitor"
"885229","ESPORTSTMNT03:3111606","100","turret"
"1081557","ESPORTSTMNT03:2654042","100","turret"
"1435546","ESPORTSTMNT04:2694234","200","turret"
"857407","ESPORTSTMNT01:3302750","200","turret"
"732314","ESPORTSTMNT02:2572200","100","turret"
"1358790","ESPORTSTMNT06:1300316","200","inhibitor"
"1051114","ESPORTSTMNT04:2689784","200","turret"
"2279938","ESPORTSTMNT01:1887455","100","inhibitor"
"1106437","ESPORTSTMNT01:3410725","200","turret"
"885675","ESPORTSTMNT03:3131791","100","turret"
"1483838","ESPORTSTMNT03:3129751","100","turret"
"887495","ESPORTSTMNT01:3370548","100","turret"
"1456678","ESPORTSTMNT03:2656962","200","inhibitor"
"1445487","ESPORTSTMNT01:1304399","100","turret"
"890207","ESPORTSTMNT01:2201266","200","turret"
"1223358","ESPORTSTMNT02:1934620","200","turret"
"872163","ESPORTSTMNT03:1132697","200","turret"
"919962","ESPORTSTMNT03:1764866","200","turret"
"920738","ESPORTSTMNT04:2410452","100","turret"
"948685","ESPORTSTMNT01:3401949","100","turret"
"1868335","ESPORTSTMNT03:2883396","200","inhibitor"
"709612","LPL_A:334778","100","turret"
"1040644","ESPORTSTMNT03:1442722","200","turret"
"2063013","ESPORTSTMNT03:3098573","100","inhibitor"
"1636510","ESPORTSTMNT01:3332328","200","inhibitor"
"1040929","ESPORTSTMNT02:1086823","200","turret"
"658967","ESPORTSTMNT03:2930916","200","turret"
"712428","ESPORTSTMNT02:3221014","200","turret"
"920927","LPL_B:328247","200","turret"
"2131618","ESPORTSTMNT02:2810035","200","inhibitor"
"648748","ESPORTSTMNT05:2070323","100","turret"
"1938272","ESPORTSTMNT02:1280872","200","inhibitor"
"987439","ESPORTSTMNT04:2410830","100","turret"
"1125679","ESPORTSTMNT06:1071398","100","turret"
"1861259","ESPORTSTMNT04:2240370","200","inhibitor"
"1505208","ESPORTSTMNT01:1131400","100","turret"
"820727","ESPORTSTMNT03:1133727","100","turret"
"1906535","ESPORTSTMNT03:3123039","100","inhibitor"
"1429205","ESPORTSTMNT01:3385039","200","inhibitor"
"2148918","ESPORTSTMNT04:2669522","200","inhibitor"
"1648080","ESPORTSTMNT03:2075305","100","turret"
"778100","ESPORTSTMNT06:1180387","100","turret"
"2265766","ESPORTSTMNT01:2772260","200","inhibitor"
"779254","ESPORTSTMNT01:3380155","200","turret"
"1464126","ESPORTSTMNT02:1414873","200","turret"
"1880727","ESPORTSTMNT03:1996523","100","inhibitor"
"1561602","ESPORTSTMNT01:2913856","100","inhibitor"
"650814","ESPORTSTMNT06:1570675","100","turret"
"898623","ESPORTSTMNT04:2410988","100","turret"
"683695","ESPORTSTMNT03:1766813","200","turret"
"1554217","ESPORTSTMNT01:2915196","100","inhibitor"
"1146044","ESPORTSTMNT02:2076062","100","turret"
"860071","ESPORTSTMNT02:2810186","100","turret"
"1974833","ESPORTSTMNT01:2772923","200","inhibitor"
"1622028","ESPORTSTMNT02:1101246","200","inhibitor"
"606719","ESPORTSTMNT03:1951069","200","turret"
"1873489","ESPORTSTMNT03:2791310","100","inhibitor"
"1614559","ESPORTSTMNT01:2706768","100","inhibitor"
"1651735","ESPORTSTMNT05:2520923","100","inhibitor"
"953381","ESPORTSTMNT03:2102070","100","turret"
"1373242","ESPORTSTMNT06:1830697","200","turret"
"2023022","ESPORTSTMNT01:1693576","100","inhibitor"
"1067331","ESPORTSTMNT02:1692624","200","turret"
"679599","ESPORTSTMNT03:1991149","200","turret"
"971770","ESPORTSTMNT03:2785705","100","turret"
"1918552","ESPORTSTMNT01:1162249","200","inhibitor"
"1634536","ESPORTSTMNT02:3220232","100","inhibitor"
"887343","ESPORTSTMNT03:2782200","200","turret"
"1577377","ESPORTSTMNT06:1860171","100","inhibitor"
"847899","ESPORTSTMNT01:2695456","200","turret"
"849062","ESPORTSTMNT02:2210024","100","turret"
"1017809","ESPORTSTMNT06:2777006","100","turret"
"1611921","ESPORTSTMNT06:2541862","200","inhibitor"
"1532363","ESPORTSTMNT01:3335524","200","turret"
"1067051","ESPORTSTMNT02:1693111","200","turret"
"1669978","ESPORTSTMNT01:1401197","200","inhibitor"
"867850","ESPORTSTMNT02:2881557","200","turret"
"2068492","ESPORTSTMNT03:3188997","100","inhibitor"
"2667705","ESPORTSTMNT02:1331801","200","inhibitor"
"2270609","ESPORTSTMNT03:2054737","100","inhibitor"
"1186910","ESPORTSTMNT05:1210389","100","turret"
"1076340","ESPORTSTMNT02:3143455","100","turret"
"988386","ESPORTSTMNT02:2554489","200","turret"
"956131","ESPORTSTMNT01:2984715","100","turret"
"1109817","ESPORTSTMNT01:3386462","100","turret"
"713416","ESPORTSTMNT03:2930621","200","turret"
"1059601","ESPORTSTMNT06:1830411","100","turret"
"916732","ESPORTSTMNT06:2773308","200","turret"
"1871949","ESPORTSTMNT03:1991949","200","inhibitor"
"1972100","ESPORTSTMNT04:2240332","200","inhibitor"
"828004","ESPORTSTMNT03:2637328","200","turret"
"1706540","ESPORTSTMNT02:2662857","100","inhibitor"
"770620","ESPORTSTMNT03:1752338","100","turret"
"1085914","ESPORTSTMNT03:1128297","100","turret"
"1922449","ESPORTSTMNT01:2139015","200","inhibitor"
"1040449","ESPORTSTMNT02:1396100","100","turret"
"747196","ESPORTSTMNT06:2211079","100","turret"
"857280","ESPORTSTMNT04:1890093","100","turret"
"1149826","ESPORTSTMNT06:2819855","200","inhibitor"
"838940","ESPORTSTMNT02:2065518","100","turret"
"1880304","ESPORTSTMNT03:2885156","100","inhibitor"
"1830946","ESPORTSTMNT04:990733","200","inhibitor"
"706352","ESPORTSTMNT05:2560485","200","turret"
"868500","ESPORTSTMNT05:2760550","200","turret"
"1456638","ESPORTSTMNT01:3312717","200","inhibitor"
"805526","ESPORTSTMNT01:3300767","100","turret"
"809833","ESPORTSTMNT03:1392712","100","turret"
"558909","ESPORTSTMNT02:1926172","100","turret"
"1801474","ESPORTSTMNT01:3343025","100","inhibitor"
"760609","ESPORTSTMNT03:2636562","200","turret"
"1450365","ESPORTSTMNT03:2549532","200","inhibitor"
"1973872","ESPORTSTMNT03:3190566","100","inhibitor"
"1011447","ESPORTSTMNT02:3214449","200","turret"
"1467219","ESPORTSTMNT05:2980313","100","inhibitor"
"1529304","ESPORTSTMNT05:3223371","200","inhibitor"
"1856114","ESPORTSTMNT01:2707931","100","inhibitor"
"757342","ESPORTSTMNT03:2961733","200","turret"
"929680","ESPORTSTMNT03:2702250","200","turret"
"2066505","ESPORTSTMNT03:3167920","100","inhibitor"
"922325","ESPORTSTMNT01:3379197","200","turret"
"1936262","ESPORTSTMNT02:2785194","200","inhibitor"
"2154016","ESPORTSTMNT03:3199497","200","inhibitor"
"1871919","ESPORTSTMNT01:2144769","200","inhibitor"
"556298","ESPORTSTMNT02:1281267","100","turret"
"2046256","ESPORTSTMNT01:1403735","200","inhibitor"
"1939947","ESPORTSTMNT03:2093962","200","inhibitor"
"894464","ESPORTSTMNT01:3409839","100","turret"
"1548981","ESPORTSTMNT05:3239416","200","inhibitor"
"1717379","ESPORTSTMNT05:3090603","100","inhibitor"
"1708078","ESPORTSTMNT01:1694041","100","inhibitor"
"948024","ESPORTSTMNT03:3166984","200","turret"
"2065065","ESPORTSTMNT01:1134592","100","inhibitor"
"1097447","ESPORTSTMNT02:3161243","200","turret"
"1480363","ESPORTSTMNT03:1433008","200","inhibitor"
"1143335","ESPORTSTMNT01:1315538","100","turret"
"1876350","ESPORTSTMNT01:2132293","100","inhibitor"
"1341637","ESPORTSTMNT06:1580787","200","inhibitor"
"2116724","ESPORTSTMNT03:3094421","100","inhibitor"
"895766","ESPORTSTMNT04:2300247","200","turret"
"1141141","ESPORTSTMNT03:2547187","100","turret"
"949673","ESPORTSTMNT03:2638245","100","turret"
"2564595","ESPORTSTMNT03:3122302","200","inhibitor"
"895721","ESPORTSTMNT03:3090153","100","turret"
"1240628","ESPORTSTMNT06:2542377","200","turret"
"1088043","ESPORTSTMNT02:3140733","200","turret"
"1072522","ESPORTSTMNT04:1240457","200","turret"
"889335","ESPORTSTMNT01:3324928","200","turret"
"664515","ESPORTSTMNT06:2530665","200","turret"
