"eventtime","platformgameid","gametime","winningteam","blue_level","red_level","blue_cs","red_cs"
"2020-02-23T09:08:56.593Z","ESPORTSTMNT02:1294635","210205","200","17","14","46.0","49.0"
"2021-02-17T20:16:21.471Z","ESPORTSTMNT06:1580588","210907","100","16","15","60.0","60.0"
"2023-04-01T16:23:45.340Z","ESPORTSTMNT01:3337860","210000","200","14","12","41.0","45.0"
"2022-06-07T22:13:38.456Z","ESPORTSTMNT02:2775782","210018","200","16","14","57.0","41.0"
"2020-03-08T04:20:02.553Z","ESPORTSTMNT03:1334720","210725","200","17","14","67.0","55.0"
"2023-02-10T13:18:12.731Z","ESPORTSTMNT01:3311011","210001","100","15","14","60.0","52.0"
"2021-03-16T17:28:23.661Z","ESPORTSTMNT02:1732970","210030","100","15","15","53.0","63.0"
"2023-03-24T11:14:55.660Z","ESPORTSTMNT01:3330640","210005","100","14","13","57.0","41.0"
"2022-08-17T23:11:00.202Z","ESPORTSTMNT02:2960827","210019","100","16","15","49.0","62.0"
"2019-07-27T23:26:45.649Z","ESPORTSTMNT01:1152945","210140","200","17","14","57.0","56.0"
"2020-04-04T20:06:02.248Z","ESPORTSTMNT02:1333569","210944","100","15","16","63.0","64.0"
"2022-07-25T19:15:51.228Z","ESPORTSTMNT03:2882359","210014","200","15","14","54.0","59.0"
"2020-04-04T12:49:24.014Z","ESPORTSTMNT02:1333463","210003","200","16","14","65.0","60.0"
"2022-03-10T21:22:00.610Z","ESPORTSTMNT01:2773308","210028","200","14","16","58.0","66.0"
"2021-07-20T19:51:06.612Z","ESPORTSTMNT02:2064277","210779","100","16","16","56.0","59.0"
"2020-02-09T13:47:17.953Z","ESPORTSTMNT01:1294813","210123","100","16","17","59.0","58.0"
"2021-06-24T22:04:04.658Z","ESPORTSTMNT03:1995133","210937","200","16","17","61.0","65.0"
"2022-08-16T12:14:32.907Z","ESPORTSTMNT04:2471610","210025","100","15","14","47.0","54.0"
"2022-02-14T07:11:37.779Z","ESPORTSTMNT03:2543117","210892","200","14","16","52.0","61.0"
"2020-03-27T19:15:42.790Z","ESPORTSTMNT05:1430102","210819","100","14","16","56.0","50.0"
"2022-03-16T22:24:53.888Z","ESPORTSTMNT02:2661919","210007","100","16","16","47.0","56.0"
"2022-03-16T22:24:54.882Z","ESPORTSTMNT02:2661919","211000","100","16","16","48.0","56.0"
"2022-07-28T20:06:46.937Z","ESPORTSTMNT03:2894017","210025","200","17","16","65.0","59.0"
"2023-03-17T19:08:38.382Z","ESPORTSTMNT06:2774830","210002","100","18","14","69.0","58.0"
"2021-07-13T22:43:01.335Z","ESPORTSTMNT01:2148993","210870","100","15","17","57.0","53.0"
"2022-06-30T06:11:31.810Z","ESPORTSTMNT03:2789376","210018","200","15","16","65.0","59.0"
"2023-06-29T05:11:03.483Z","ESPORTSTMNT02:3214341","210024","200","17","17","59.0","69.0"
"2023-06-24T17:26:14.391Z","ESPORTSTMNT01:3388003","210022","200","17","16","68.0","57.0"
"2023-03-22T19:45:15.103Z","ESPORTSTMNT04:2670266","210006","100","15","15","58.0","56.0"
"2022-05-15T06:15:37.846Z","ESPORTSTMNT03:2713243","210027","200","14","18","55.0","57.0"
"2020-02-29T07:11:43.260Z","ESPORTSTMNT03:1330987","210929","100","16","17","56.0","60.0"
"2022-07-08T04:10:53.579Z","ESPORTSTMNT01:2966223","210017","100","16","16","53.0","42.0"
"2020-06-13T09:06:11.195Z","ESPORTSTMNT01:1413961","210978","100","16","16","68.0","57.0"
"2023-02-25T13:49:29.024Z","ESPORTSTMNT02:3164556","210002","200","16","16","60.0","63.0"
"2023-07-01T07:05:11.682Z","ESPORTSTMNT02:3214984","210019","100","17","15","69.0","58.0"
"2021-06-24T18:11:42.274Z","ESPORTSTMNT03:1994976","210826","100","15","16","60.0","58.0"
"2023-06-17T11:20:16.751Z","ESPORTSTMNT01:3376782","210032","100","17","17","68.0","63.0"
"2023-02-09T21:47:11.833Z","ESPORTSTMNT01:3306793","210000","200","16","17","56.0","60.0"
"2023-03-26T01:08:26.591Z","ESPORTSTMNT01:3335017","210016","200","14","16","55.0","65.0"
"2021-06-13T19:11:43.319Z","ESPORTSTMNT02:1938103","210942","200","17","15","61.0","57.0"
"2021-04-04T08:24:59.208Z","ESPORTSTMNT03:1814273","210919","200","18","14","72.0","53.0"
"2023-03-09T20:18:31.301Z","ESPORTSTMNT06:2775316","210015","200","16","14","64.0","58.0"
"2022-02-11T23:14:37.817Z","ESPORTSTMNT03:2561938","210248","100","16","15","59.0","67.0"
"2022-06-20T09:15:40.332Z","ESPORTSTMNT03:2782553","210031","200","15","13","64.0","58.0"
"2023-06-15T19:21:48.691Z","ESPORTSTMNT04:2684328","210008","200","17","17","68.0","63.0"
"2022-05-26T21:07:56.692Z","ESPORTSTMNT01:2903916","210032","200","16","16","52.0","58.0"
"2021-07-19T00:21:49.018Z","ESPORTSTMNT02:2073301","210763","100","16","14","70.0","47.0"
"2020-04-17T10:47:31.234Z","ESPORTSTMNT03:1341983","210579","200","16","14","67.0","51.0"
"2022-01-16T10:11:12.298Z","ESPORTSTMNT01:2702309","210070","100","16","17","62.0","67.0"
"2019-07-14T09:03:18.644Z","ESPORTSTMNT03:1115190","210757","100","16","15","68.0","59.0"
"2021-04-03T13:42:03.976Z","ESPORTSTMNT06:1680506","210778","200","15","16","62.0","66.0"
"2022-06-06T22:10:43.470Z","ESPORTSTMNT02:2785126","210011","100","14","15","46.0","51.0"
"2022-06-03T22:13:36.581Z","ESPORTSTMNT01:2906264","210019","100","14","14","60.0","57.0"
"2020-06-21T16:24:07.348Z","ESPORTSTMNT02:1392167","210922","200","15","16","67.0","64.0"
"2022-07-17T09:24:37.230Z","ESPORTSTMNT02:2883204","210008","200","15","15","53.0","55.0"
"2021-08-03T17:08:53.143Z","ESPORTSTMNT03:2053177","210934","200","16","16","54.0","66.0"
"2022-03-10T00:29:24.142Z","ESPORTSTMNT01:2782918","210015","200","12","16","36.0","62.0"
"2021-01-20T20:00:59.200Z","ESPORTSTMNT02:1640816","210897","200","15","14","58.0","55.0"
"2022-03-31T21:03:46.273Z","ESPORTSTMNT03:2655110","210005","100","13","14","64.0","58.0"
"2023-06-18T00:27:05.678Z","ESPORTSTMNT01:3379197","210002","100","17","16","68.0","66.0"
"2023-07-03T12:18:59.479Z","LPL_B:327851","210008","200","17","16","63.0","60.0"
"2019-06-14T10:01:11.831Z","ESPORTSTMNT01:1133776","210738","200","15","15","57.0","62.0"
"2021-05-31T17:11:54.991Z","ESPORTSTMNT01:2030205","210857","200","17","17","58.0","61.0"
"2022-03-27T19:40:22.326Z","ESPORTSTMNT03:2653824","210004","100","13","15","52.0","62.0"
"2022-10-23T00:04:48.512Z","ESPORTSTMNT02:3048649","210012","200","16","17","53.0","58.0"
"2023-06-08T11:24:06.963Z","LPL_A:331706","210004","200","15","16","64.0","63.0"
"2020-08-01T17:32:36.205Z","ESPORTSTMNT02:1401730","210898","100","17","15","59.0","57.0"
"2022-08-25T17:54:34.170Z","ESPORTSTMNT05:3090394","210024","200","14","14","52.0","50.0"
"2021-07-06T18:21:37.835Z","ESPORTSTMNT01:2145472","210048","200","15","14","56.0","58.0"
"2022-07-18T17:33:06.793Z","ESPORTSTMNT02:2913650","210021","200","16","14","58.0","56.0"
"2021-07-01T19:01:25.180Z","ESPORTSTMNT01:2132261","210855","100","16","15","58.0","65.0"
"2022-08-18T11:06:52.217Z","ESPORTSTMNT04:2451654","210018","100","16","14","60.0","62.0"
"2019-06-16T17:23:26.983Z","ESPORTSTMNT01:1144812","210908","100","16","16","59.0","61.0"
"2022-07-08T09:07:36.310Z","ESPORTSTMNT04:2411358","210031","100","16","16","58.0","56.0"
"2020-07-31T14:20:33.721Z","ESPORTSTMNT05:1540076","210765","100","15","16","65.0","56.0"
"2021-03-20T20:09:08.239Z","ESPORTSTMNT02:1725167","210931","100","15","17","57.0","51.0"
"2023-02-16T05:11:08.980Z","ESPORTSTMNT02:3149936","210028","100","16","17","61.0","57.0"
"2023-07-26T16:57:44.927Z","ESPORTSTMNT04:2690256","210002","200","16","17","69.0","68.0"
"2023-03-01T21:27:00.916Z","ESPORTSTMNT02:3171112","210002","100","16","16","51.0","56.0"
"2023-03-02T21:51:39.504Z","ESPORTSTMNT02:3171385","210000","200","13","15","48.0","50.0"
"2021-08-14T11:48:45.428Z","ESPORTSTMNT03:2092343","210977","200","15","16","57.0","64.0"
"2021-06-30T20:13:37.035Z","ESPORTSTMNT01:2141887","211000","200","14","15","50.0","58.0"
"2021-06-24T09:53:43.224Z","ESPORTSTMNT03:1994706","210881","200","16","16","69.0","62.0"
"2021-07-01T20:13:07.478Z","ESPORTSTMNT06:1841015","210820","100","17","16","67.0","53.0"
"2023-06-17T19:14:28.834Z","ESPORTSTMNT01:3378943","210025","100","15","16","62.0","68.0"
"2021-07-23T15:39:07.412Z","ESPORTSTMNT05:2070695","210835","100","15","14","56.0","50.0"
"2022-01-28T00:13:41.482Z","ESPORTSTMNT02:2551479","210258","100","15","15","56.0","58.0"
"2023-02-25T01:03:40.513Z","ESPORTSTMNT02:3163371","210025","100","14","17","56.0","60.0"
"2022-07-15T12:33:08.371Z","ESPORTSTMNT05:2952329","210006","100","14","17","55.0","64.0"
"2021-07-11T00:14:44.337Z","ESPORTSTMNT01:2148054","210505","100","17","17","68.0","51.0"
"2023-07-31T12:28:09.525Z","ESPORTSTMNT01:3406335","210019","100","16","18","66.0","68.0"
"2021-06-11T22:27:38.439Z","ESPORTSTMNT02:1937192","210846","200","18","17","66.0","48.0"
"2023-03-09T12:33:43.319Z","ESPORTSTMNT03:3125156","210016","100","15","15","54.0","52.0"
"2022-07-07T19:22:03.693Z","ESPORTSTMNT01:2966100","210007","100","15","13","49.0","57.0"
"2022-07-07T19:22:04.685Z","ESPORTSTMNT01:2966100","211000","100","15","13","49.0","59.0"
"2023-06-29T18:03:05.180Z","ESPORTSTMNT04:2688425","210024","100","14","17","54.0","56.0"
"2022-01-14T05:11:59.312Z","ESPORTSTMNT01:2691492","210065","200","17","15","58.0","61.0"
"2019-06-28T08:29:09.768Z","ESPORTSTMNT02:1094162","210924","100","17","16","68.0","60.0"
"2023-02-03T18:57:46.334Z","ESPORTSTMNT02:3142450","210029","200","16","15","49.0","54.0"
"2019-06-22T21:11:31.119Z","ESPORTSTMNT02:1092035","210477","100","14","17","56.0","65.0"
"2023-07-07T09:26:48.658Z","LPL_B:328227","210006","100","16","13","63.0","57.0"
"2022-06-23T17:57:35.474Z","ESPORTSTMNT06:2460444","210001","100","17","15","63.0","59.0"
"2023-03-31T17:10:50.902Z","ESPORTSTMNT06:2777177","210025","100","14","15","55.0","54.0"
"2021-08-07T12:20:37.514Z","ESPORTSTMNT06:1880536","210995","200","17","17","55.0","61.0"
"2021-07-31T09:55:31.698Z","ESPORTSTMNT02:2067527","210923","100","18","14","66.0","61.0"
"2021-03-20T12:14:44.993Z","ESPORTSTMNT05:1860772","210767","200","17","17","70.0","60.0"
"2022-08-13T21:12:14.694Z","ESPORTSTMNT01:3094370","210027","100","14","17","52.0","64.0"
"2023-07-05T10:13:04.118Z","ESPORTSTMNT02:3219189","210024","200","16","15","61.0","49.0"
"2021-10-06T17:59:51.647Z","ESPORTSTMNT04:1970530","210021","100","16","17","54.0","70.0"
"2022-02-03T00:14:12.425Z","ESPORTSTMNT02:2554425","210290","100","16","16","52.0","49.0"
"2023-04-04T17:42:36.812Z","ESPORTSTMNT05:3220099","210017","100","17","14","66.0","40.0"
"2021-01-21T14:10:46.655Z","ESPORTSTMNT06:1510222","210786","200","15","14","49.0","51.0"
"2023-07-01T18:13:29.111Z","ESPORTSTMNT04:2687518","210018","200","17","16","52.0","64.0"
"2022-08-25T09:17:37.231Z","ESPORTSTMNT01:3096063","210032","200","15","15","67.0","54.0"
"2021-04-03T01:33:03.045Z","ESPORTSTMNT03:1813898","210821","200","17","16","55.0","57.0"
"2021-08-12T16:17:59.357Z","ESPORTSTMNT06:1860874","210887","200","16","17","64.0","60.0"
"2023-02-02T19:11:37.623Z","ESPORTSTMNT03:3098421","210024","200","15","15","63.0","60.0"
"2021-07-01T19:21:44.609Z","ESPORTSTMNT04:1810261","210806","200","15","17","62.0","68.0"
"2022-07-01T20:14:14.564Z","ESPORTSTMNT04:2410305","210018","100","16","14","58.0","44.0"
"2023-06-09T20:03:31.935Z","ESPORTSTMNT06:2817942","210000","100","17","17","61.0","67.0"
"2022-06-09T01:18:37.594Z","ESPORTSTMNT02:2776502","210016","100","16","17","62.0","51.0"
"2022-06-20T22:00:24.234Z","ESPORTSTMNT03:2782933","210025","100","16","16","44.0","59.0"
"2021-01-28T19:26:07.192Z","ESPORTSTMNT01:1722552","210945","100","13","12","47.0","41.0"
"2022-06-30T21:13:41.333Z","ESPORTSTMNT03:2789645","210016","200","12","16","47.0","60.0"
"2023-06-11T16:24:27.453Z","ESPORTSTMNT01:3367727","210031","100","16","16","69.0","49.0"
"2023-06-11T16:24:28.421Z","ESPORTSTMNT01:3367727","211000","100","16","16","69.0","50.0"
"2022-02-08T02:33:24.674Z","ESPORTSTMNT02:2557129","210601","100","15","16","59.0","57.0"
"2021-02-25T21:15:28.849Z","ESPORTSTMNT06:1571199","210866","200","18","13","63.0","55.0"
"2023-07-06T19:16:49.122Z","ESPORTSTMNT06:2818300","210029","200","16","17","64.0","59.0"
"2022-03-23T03:33:48.704Z","ESPORTSTMNT02:2663575","210032","200","15","13","57.0","56.0"
"2022-04-14T01:14:30.362Z","ESPORTSTMNT03:2637876","210004","200","13","14","38.0","65.0"
"2023-07-20T10:12:11.968Z","ESPORTSTMNT03:3194358","210019","200","13","15","45.0","48.0"
"2023-08-06T21:09:58.517Z","ESPORTSTMNT01:3411210","210003","200","14","16","54.0","60.0"
"2023-08-06T21:09:59.515Z","ESPORTSTMNT01:3411210","211000","200","14","16","56.0","61.0"
"2022-06-30T19:12:35.765Z","ESPORTSTMNT03:2799849","210025","200","15","14","59.0","61.0"
"2022-04-15T18:26:54.186Z","ESPORTSTMNT04:2230140","210009","100","16","16","49.0","64.0"
"2022-04-15T18:26:55.178Z","ESPORTSTMNT04:2230140","211000","100","16","16","49.0","64.0"
"2021-05-16T16:37:02.145Z","ESPORTSTMNT06:1720788","210915","200","14","17","46.0","65.0"
"2021-08-08T15:18:46.183Z","ESPORTSTMNT03:2055220","210913","100","16","17","63.0","64.0"
"2022-03-19T17:26:32.269Z","ESPORTSTMNT01:2810437","210012","200","15","14","49.0","47.0"
"2023-07-04T18:38:37.234Z","ESPORTSTMNT03:3175314","210032","200","13","17","56.0","62.0"
"2023-02-14T00:02:23.691Z","ESPORTSTMNT01:3314636","210030","200","17","16","43.0","60.0"
"2023-01-31T17:11:56.387Z","ESPORTSTMNT02:3143327","210004","100","17","18","59.0","64.0"
"2022-01-22T18:56:29.708Z","ESPORTSTMNT01:2695807","210949","100","16","16","63.0","54.0"
"2022-02-06T14:10:31.574Z","ESPORTSTMNT05:2530853","210231","100","14","17","54.0","67.0"
"2023-02-25T12:37:19.449Z","ESPORTSTMNT02:3163544","210020","100","15","14","48.0","51.0"
"2021-09-01T19:25:42.315Z","ESPORTSTMNT01:2250277","210880","100","13","15","42.0","49.0"
"2022-06-07T22:07:05.832Z","ESPORTSTMNT02:2775789","210012","100","16","18","56.0","58.0"
"2021-06-29T11:44:41.140Z","ESPORTSTMNT03:2007150","210727","100","16","14","54.0","51.0"
"2022-06-29T01:14:44.429Z","ESPORTSTMNT03:2788880","210012","100","16","16","66.0","61.0"
"2022-07-28T00:48:49.440Z","ESPORTSTMNT03:2883439","210014","100","14","14","58.0","55.0"
"2021-06-09T21:08:41.558Z","ESPORTSTMNT02:1936030","210894","200","15","16","65.0","55.0"
"2023-08-27T20:15:21.395Z","ESPORTSTMNT02:3231287","210019","200","16","16","70.0","63.0"
"2021-05-15T14:08:42.133Z","ESPORTSTMNT06:1730818","210910","100","16","16","60.0","57.0"
"2019-06-20T12:02:41.467Z","ESPORTSTMNT02:1090996","210766","100","17","15","68.0","53.0"
"2023-07-08T00:23:34.549Z","ESPORTSTMNT03:3177570","210023","200","17","16","65.0","70.0"
"2021-03-13T13:28:44.727Z","ESPORTSTMNT05:1870353","210846","100","15","15","52.0","58.0"
"2022-06-04T01:08:41.077Z","ESPORTSTMNT01:2906300","210021","200","15","14","51.0","63.0"
"2021-03-08T19:02:28.241Z","ESPORTSTMNT01:1895490","210960","100","17","17","51.0","68.0"
"2022-03-08T08:13:34.775Z","ESPORTSTMNT01:2772072","210029","200","14","15","45.0","55.0"
"2023-06-14T12:45:08.702Z","LPL_A:335055","210030","100","16","17","59.0","61.0"
"2019-08-04T12:16:48.987Z","ESPORTSTMNT04:980841","210112","200","15","16","55.0","52.0"
"2022-07-11T16:10:12.423Z","ESPORTSTMNT02:2881493","210018","100","13","16","53.0","61.0"
"2020-08-02T18:19:08.707Z","ESPORTSTMNT02:1401953","210937","100","14","16","54.0","64.0"
"2023-03-30T20:38:54.099Z","ESPORTSTMNT01:3337315","210010","100","15","14","55.0","49.0"
"2022-03-09T21:45:04.810Z","ESPORTSTMNT02:2650412","210018","200","17","16","58.0","63.0"
"2019-09-14T16:10:03.189Z","ESPORTSTMNT06:1051256","210889","200","13","15","54.0","65.0"
"2022-01-25T18:17:14.330Z","ESPORTSTMNT05:2520105","210096","200","16","14","59.0","60.0"
"2021-05-01T19:43:29.365Z","ESPORTSTMNT04:1660587","210810","100","16","16","57.0","68.0"
"2022-01-27T21:48:28.875Z","ESPORTSTMNT04:2130327","210129","100","16","16","61.0","66.0"
"2021-03-30T15:47:49.350Z","ESPORTSTMNT06:1680344","210802","100","14","14","59.0","52.0"
"2022-02-16T02:05:38.803Z","ESPORTSTMNT03:2544465","210721","200","16","17","56.0","55.0"
"2023-06-06T20:17:29.379Z","ESPORTSTMNT03:3165613","210015","200","17","15","61.0","57.0"
"2019-08-08T23:07:57.781Z","ESPORTSTMNT02:1111637","210752","200","16","15","56.0","53.0"
"2023-07-22T10:13:49.575Z","ESPORTSTMNT02:3221969","210010","100","16","16","56.0","66.0"
"2022-06-24T23:07:08.417Z","ESPORTSTMNT03:2796184","210032","100","13","14","59.0","47.0"
"2023-02-09T12:40:56.551Z","ESPORTSTMNT01:3306514","210025","200","14","16","47.0","65.0"
"2021-07-02T18:34:37.404Z","ESPORTSTMNT04:1810307","210848","200","15","17","54.0","65.0"
"2020-12-18T22:13:44.114Z","ESPORTSTMNT03:1631134","210213","100","16","14","53.0","50.0"
"2022-04-05T20:13:42.382Z","ESPORTSTMNT06:2290564","210021","200","15","13","52.0","49.0"
"2022-02-23T23:03:21.535Z","ESPORTSTMNT01:2740642","210027","100","15","18","48.0","66.0"
"2023-03-25T00:11:02.508Z","ESPORTSTMNT01:3331757","210011","200","16","17","56.0","60.0"
"2023-08-19T08:18:49.040Z","ESPORTSTMNT01:3416074","210013","100","16","17","66.0","58.0"
"2021-01-23T21:05:14.504Z","ESPORTSTMNT03:1673715","210919","100","16","17","60.0","63.0"
"2022-08-03T09:07:47.447Z","ESPORTSTMNT06:2541947","210002","200","16","16","66.0","62.0"
"2022-06-18T00:30:16.794Z","ESPORTSTMNT02:2840550","210012","200","15","13","46.0","43.0"
"2022-04-03T18:28:37.174Z","ESPORTSTMNT03:2655962","210016","100","16","16","65.0","60.0"
"2022-04-09T15:22:27.444Z","ESPORTSTMNT06:2260679","210016","200","16","16","54.0","68.0"
"2023-07-12T19:52:16.725Z","ESPORTSTMNT06:2819686","210032","100","16","16","66.0","57.0"
"2023-03-22T17:53:25.765Z","ESPORTSTMNT04:2670262","210003","100","16","15","64.0","66.0"
"2022-03-18T01:08:43.748Z","ESPORTSTMNT03:2650987","210023","200","14","16","54.0","58.0"
"2020-04-29T10:37:37.672Z","ESPORTSTMNT03:1353501","210917","100","14","17","62.0","65.0"
"2023-04-04T17:35:19.382Z","ESPORTSTMNT05:3221091","210002","200","17","14","61.0","50.0"
"2019-07-13T18:09:23.239Z","ESPORTSTMNT06:1020796","210900","200","14","16","56.0","66.0"
"2021-08-29T18:22:03.394Z","ESPORTSTMNT06:1881438","210962","200","14","16","56.0","66.0"
"2019-07-13T12:47:23.579Z","ESPORTSTMNT03:1114604","210740","100","15","14","58.0","49.0"
"2023-01-25T17:09:20.440Z","ESPORTSTMNT03:3090376","210030","100","16","16","60.0","62.0"
"2023-05-02T15:38:23.088Z","ESPORTSTMNT04:2674432","210025","100","15","14","56.0","55.0"
"2022-07-12T22:05:11.581Z","ESPORTSTMNT05:2941237","210005","200","15","16","58.0","64.0"
"2021-07-25T16:20:10.608Z","ESPORTSTMNT02:2066370","210939","200","16","16","66.0","64.0"
"2022-08-02T09:19:18.842Z","ESPORTSTMNT06:2541842","210004","200","16","16","61.0","67.0"
"2023-02-18T22:41:44.709Z","ESPORTSTMNT02:3152955","210015","100","16","14","60.0","48.0"
"2021-08-13T17:08:28.848Z","ESPORTSTMNT06:1880990","210838","200","16","17","65.0","61.0"
"2021-02-20T09:06:58.980Z","ESPORTSTMNT03:1764683","210024","100","15","13","60.0","60.0"
"2022-07-02T19:35:13.020Z","ESPORTSTMNT04:2410459","210014","100","15","14","53.0","52.0"
"2019-10-26T13:17:27.429Z","ESPORTSTMNT06:1061960","210264","200","17","16","60.0","62.0"
"2022-06-18T19:53:31.995Z","ESPORTSTMNT03:2791374","210015","100","16","16","62.0","60.0"
"2023-08-04T21:12:02.689Z","ESPORTSTMNT01:3409559","210010","100","15","17","63.0","56.0"
"2022-08-17T16:07:23.731Z","ESPORTSTMNT04:2471688","210001","100","16","14","65.0","55.0"
"2022-08-25T21:24:46.425Z","ESPORTSTMNT05:3090411","210007","100","15","13","57.0","59.0"
"2022-09-18T15:00:00.430Z","ESPORTSTMNT06:2580466","210015","200","16","14","64.0","49.0"
"2023-07-10T11:22:04.760Z","LPL_B:328443","210018","100","15","17","61.0","68.0"
"2023-08-08T10:15:16.046Z","LPL_A:343995","210009","100","15","15","49.0","52.0"
"2022-01-16T16:58:09.895Z","ESPORTSTMNT01:2702451","210976","100","17","16","61.0","61.0"
"2019-08-17T09:09:09.747Z","ESPORTSTMNT02:1114248","210944","100","5","5","0.0","0.0"
"2022-03-10T05:11:06.937Z","ESPORTSTMNT01:2772994","210018","100","17","16","58.0","62.0"
"2022-01-20T18:11:42.360Z","ESPORTSTMNT04:2090740","210094","200","15","14","57.0","61.0"
"2023-04-11T17:46:49.108Z","ESPORTSTMNT05:3220312","210032","200","17","14","65.0","54.0"
"2022-02-02T20:26:09.964Z","ESPORTSTMNT02:2574315","210029","100","15","13","54.0","41.0"
"2021-02-23T18:53:02.946Z","ESPORTSTMNT03:1756412","210856","100","15","17","62.0","57.0"
"2022-03-18T15:51:52.794Z","ESPORTSTMNT06:2260104","210013","200","14","17","51.0","61.0"
"2023-01-25T23:52:36.750Z","ESPORTSTMNT03:3091513","210004","100","17","17","61.0","60.0"
"2020-03-08T14:01:57.257Z","ESPORTSTMNT06:1170706","210993","200","16","15","61.0","57.0"
"2022-06-14T17:41:10.362Z","ESPORTSTMNT02:2810186","210030","100","17","15","61.0","52.0"
"2023-08-01T03:44:20.414Z","ESPORTSTMNT01:3405616","210030","100","16","16","64.0","63.0"
"2021-01-29T17:02:35.201Z","ESPORTSTMNT05:1830459","210799","100","17","17","52.0","60.0"
"2020-04-08T20:19:23.628Z","ESPORTSTMNT06:1190347","210820","100","14","15","60.0","58.0"
"2020-10-03T11:15:12.245Z","ESPORTSTMNT03:1551575","210594","100","14","14","45.0","51.0"
"2022-06-23T22:26:48.665Z","ESPORTSTMNT03:2785429","210012","100","17","14","59.0","53.0"
"2021-06-09T18:18:33.149Z","ESPORTSTMNT02:1926333","210929","200","14","16","61.0","60.0"
"2023-02-19T11:43:28.474Z","ESPORTSTMNT02:3155108","210002","100","17","15","67.0","57.0"
"2020-08-22T10:32:22.105Z","ESPORTSTMNT03:1442023","210495","200","15","16","40.0","60.0"
"2023-03-08T16:06:31.088Z","ESPORTSTMNT06:2775225","210023","100","16","16","58.0","61.0"
"2023-06-26T20:18:02.839Z","ESPORTSTMNT02:3212657","210020","200","16","18","57.0","59.0"
"2020-06-12T21:15:43.420Z","ESPORTSTMNT04:1220754","210858","200","16","15","64.0","49.0"
"2022-03-22T16:57:29.381Z","ESPORTSTMNT05:2600010","210010","200","14","13","60.0","51.0"
"2021-03-05T09:03:00.909Z","ESPORTSTMNT01:1883810","210032","200","13","15","53.0","53.0"
"2021-06-03T17:05:53.133Z","ESPORTSTMNT04:1730228","210798","100","14","17","59.0","51.0"
"2023-03-21T17:13:16.219Z","ESPORTSTMNT04:2669229","210020","100","15","16","69.0","55.0"
"2022-04-04T16:13:41.790Z","ESPORTSTMNT06:2260475","210018","100","14","13","59.0","44.0"
"2022-02-09T18:05:27.369Z","ESPORTSTMNT05:2530998","210961","100","13","13","56.0","37.0"
"2021-07-01T19:59:00.550Z","ESPORTSTMNT01:2132293","210904","200","18","16","60.0","53.0"
"2023-03-17T19:14:03.669Z","ESPORTSTMNT01:3324760","210021","100","17","17","64.0","63.0"
"2022-01-25T22:12:15.781Z","ESPORTSTMNT01:2697203","210945","200","16","15","51.0","61.0"
"2023-07-08T13:30:51.365Z","ESPORTSTMNT02:3219444","210007","100","15","15","60.0","61.0"
"2022-08-12T23:31:54.988Z","ESPORTSTMNT01:3083887","210008","100","15","16","61.0","61.0"
"2022-05-26T01:11:06.703Z","ESPORTSTMNT01:2913839","210008","100","15","16","58.0","66.0"
"2021-03-03T20:13:09.080Z","ESPORTSTMNT01:1892684","210951","100","16","15","61.0","64.0"
"2023-08-11T08:09:56.535Z","ESPORTSTMNT01:3413093","210028","100","16","17","55.0","68.0"
"2022-04-14T23:59:03.848Z","ESPORTSTMNT03:2657730","210021","200","16","15","62.0","55.0"
"2023-08-13T18:28:30.707Z","ESPORTSTMNT03:3200722","210018","200","15","17","55.0","64.0"
"2022-07-29T12:06:16.062Z","ESPORTSTMNT03:2884238","210028","200","14","15","46.0","69.0"
"2019-07-07T01:18:16.148Z","ESPORTSTMNT02:1086847","210671","200","13","15","49.0","70.0"
"2021-07-10T08:07:39.499Z","ESPORTSTMNT01:2147737","210715","100","16","17","63.0","64.0"
"2022-03-04T18:06:34.963Z","ESPORTSTMNT04:2220058","210013","200","14","16","50.0","72.0"
"2020-02-16T23:18:14.330Z","ESPORTSTMNT02:1281613","210900","200","15","17","51.0","68.0"
"2022-05-13T10:41:51.904Z","ESPORTSTMNT03:2712884","210032","200","13","16","45.0","57.0"
"2020-03-27T20:18:02.893Z","ESPORTSTMNT05:1440118","210838","200","16","14","61.0","53.0"
"2019-07-07T16:26:58.338Z","ESPORTSTMNT03:1121998","210951","200","16","16","65.0","61.0"
"2021-08-03T17:09:27.439Z","ESPORTSTMNT03:2053176","210999","100","14","14","63.0","53.0"
"2023-03-07T09:10:50.137Z","ESPORTSTMNT03:3120048","210008","100","15","16","53.0","56.0"
"2022-05-12T10:01:12.437Z","ESPORTSTMNT03:2712572","210001","100","14","16","54.0","60.0"
"2023-02-05T08:16:18.463Z","ESPORTSTMNT03:3103008","210030","200","12","16","49.0","60.0"
"2021-08-22T22:18:38.772Z","ESPORTSTMNT03:2094050","210951","100","14","17","56.0","72.0"
"2022-03-14T09:13:02.060Z","ESPORTSTMNT02:2670754","210012","100","15","15","59.0","53.0"
"2021-07-08T16:17:15.485Z","ESPORTSTMNT01:2146653","210966","200","15","14","59.0","57.0"
"2021-07-27T18:51:38.546Z","ESPORTSTMNT06:1860114","210798","100","15","17","63.0","55.0"
"2021-08-12T16:48:58.872Z","ESPORTSTMNT03:2101764","210937","100","18","15","62.0","58.0"
"2022-06-20T22:07:33.660Z","ESPORTSTMNT03:2792928","210006","100","15","14","60.0","52.0"
